year,pgisced97,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No answer / don't know,Not at all,0.76457,144,144,0.69503,0.83411
2002,Pre-primary Level,A Little,0.07424,42,606,0.05335,0.09513
2002,Pre-primary Level,Not at all,0.91877,564,606,0.89701,0.94054
2002,Primary Level,Strong,0.18965,61,285,0.14406,0.23525
2002,Primary Level,A Little,0.40832,108,285,0.35116,0.46549
2002,Primary Level,Not at all,0.40202,116,285,0.34500,0.45905
2002,Lower Secondary Level,Strong,0.19405,476,2882,0.17961,0.20849
2002,Lower Secondary Level,A Little,0.34051,919,2882,0.32321,0.35782
2002,Lower Secondary Level,Not at all,0.46544,1487,2882,0.44722,0.48365
2002,Upper Secondary Level,Strong,0.12250,1208,11561,0.11652,0.12847
2002,Upper Secondary Level,A Little,0.30871,3419,11561,0.30029,0.31713
2002,Upper Secondary Level,Not at all,0.56879,6934,11561,0.55976,0.57782
2002,Post-secondary Non-tertiary Level,Strong,0.08789,75,1162,0.07161,0.10418
2002,Post-secondary Non-tertiary Level,A Little,0.23585,254,1162,0.21143,0.26027
2002,Post-secondary Non-tertiary Level,Not at all,0.67626,833,1162,0.64935,0.70318
2002,First Stage of Tertiary Education,Strong,0.09216,130,1738,0.07856,0.10576
2002,First Stage of Tertiary Education,A Little,0.33880,555,1738,0.31654,0.36106
2002,First Stage of Tertiary Education,Not at all,0.56904,1053,1738,0.54575,0.59233
2002,Second Stage of Tertiary Education,Strong,0.07027,242,4548,0.06284,0.07770
2002,Second Stage of Tertiary Education,A Little,0.26978,1109,4548,0.25688,0.28268
2002,Second Stage of Tertiary Education,Not at all,0.65995,3197,4548,0.64618,0.67372
2004,No answer / don't know,A Little,0.13752,35,255,0.09516,0.17987
2004,No answer / don't know,Not at all,0.82098,220,255,0.77384,0.86813
2004,Pre-primary Level,A Little,0.08700,52,632,0.06501,0.10899
2004,Pre-primary Level,Not at all,0.89787,580,632,0.87424,0.92149
2004,Primary Level,Strong,0.16957,41,252,0.12315,0.21599
2004,Primary Level,A Little,0.37096,94,252,0.31120,0.43073
2004,Primary Level,Not at all,0.45947,117,252,0.39781,0.52112
2004,Lower Secondary Level,Strong,0.20554,446,2564,0.18989,0.22118
2004,Lower Secondary Level,A Little,0.32418,808,2564,0.30606,0.34230
2004,Lower Secondary Level,Not at all,0.47028,1310,2564,0.45096,0.48961
2004,Upper Secondary Level,Strong,0.12754,1163,10753,0.12123,0.13384
2004,Upper Secondary Level,A Little,0.31682,3272,10753,0.30803,0.32561
2004,Upper Secondary Level,Not at all,0.55564,6318,10753,0.54625,0.56504
2004,Post-secondary Non-tertiary Level,Strong,0.08508,74,1157,0.06900,0.10117
2004,Post-secondary Non-tertiary Level,A Little,0.24851,271,1157,0.22360,0.27342
2004,Post-secondary Non-tertiary Level,Not at all,0.66641,812,1157,0.63923,0.69359
2004,First Stage of Tertiary Education,Strong,0.11824,153,1637,0.10259,0.13388
2004,First Stage of Tertiary Education,A Little,0.31630,496,1637,0.29377,0.33883
2004,First Stage of Tertiary Education,Not at all,0.56546,988,1637,0.54144,0.58948
2004,Second Stage of Tertiary Education,Strong,0.07543,240,4284,0.06752,0.08334
2004,Second Stage of Tertiary Education,A Little,0.27471,1100,4284,0.26134,0.28808
2004,Second Stage of Tertiary Education,Not at all,0.64986,2944,4284,0.63557,0.66415
2006,No answer / don't know,A Little,0.19828,56,316,0.15425,0.24231
2006,No answer / don't know,Not at all,0.75597,260,316,0.70853,0.80340
2006,Pre-primary Level,A Little,0.06366,33,395,0.03955,0.08776
2006,Pre-primary Level,Not at all,0.92750,362,395,0.90189,0.95310
2006,Primary Level,Strong,0.21407,55,238,0.16185,0.26629
2006,Primary Level,A Little,0.38443,91,238,0.32249,0.44636
2006,Primary Level,Not at all,0.40150,92,238,0.33909,0.46391
2006,Lower Secondary Level,Strong,0.21188,476,2472,0.19577,0.22800
2006,Lower Secondary Level,A Little,0.34377,831,2472,0.32505,0.36250
2006,Lower Secondary Level,Not at all,0.44434,1165,2472,0.42475,0.46393
2006,Upper Secondary Level,Strong,0.12081,1212,11058,0.11473,0.12688
2006,Upper Secondary Level,A Little,0.32791,3526,11058,0.31916,0.33666
2006,Upper Secondary Level,Not at all,0.55128,6320,11058,0.54201,0.56055
2006,Post-secondary Non-tertiary Level,Strong,0.06325,63,1211,0.04954,0.07697
2006,Post-secondary Non-tertiary Level,A Little,0.25792,298,1211,0.23327,0.28257
2006,Post-secondary Non-tertiary Level,Not at all,0.67883,850,1211,0.65252,0.70514
2006,First Stage of Tertiary Education,Strong,0.09545,139,1644,0.08124,0.10966
2006,First Stage of Tertiary Education,A Little,0.33801,524,1644,0.31513,0.36088
2006,First Stage of Tertiary Education,Not at all,0.56654,981,1644,0.54258,0.59051
2006,Second Stage of Tertiary Education,Strong,0.07617,283,4575,0.06849,0.08386
2006,Second Stage of Tertiary Education,A Little,0.26878,1212,4575,0.25593,0.28162
2006,Second Stage of Tertiary Education,Not at all,0.65505,3080,4575,0.64127,0.66883
2008,No answer / don't know,A Little,0.14476,51,323,0.10633,0.18319
2008,No answer / don't know,Not at all,0.80848,272,323,0.76550,0.85146
2008,Pre-primary Level,A Little,0.09210,37,353,0.06189,0.12231
2008,Pre-primary Level,Not at all,0.90638,316,353,0.87595,0.93681
2008,Primary Level,Strong,0.18336,38,183,0.12714,0.23958
2008,Primary Level,A Little,0.37624,67,183,0.30586,0.44663
2008,Primary Level,Not at all,0.44040,78,183,0.36827,0.51252
2008,Lower Secondary Level,Strong,0.20848,383,2005,0.19070,0.22627
2008,Lower Secondary Level,A Little,0.33733,660,2005,0.31663,0.35803
2008,Lower Secondary Level,Not at all,0.45419,962,2005,0.43239,0.47599
2008,Upper Secondary Level,Strong,0.12150,1102,9702,0.11500,0.12800
2008,Upper Secondary Level,A Little,0.32644,3080,9702,0.31711,0.33577
2008,Upper Secondary Level,Not at all,0.55206,5520,9702,0.54216,0.56196
2008,Post-secondary Non-tertiary Level,Strong,0.07577,68,1090,0.06006,0.09149
2008,Post-secondary Non-tertiary Level,A Little,0.25912,270,1090,0.23309,0.28514
2008,Post-secondary Non-tertiary Level,Not at all,0.66511,752,1090,0.63708,0.69314
2008,First Stage of Tertiary Education,Strong,0.11228,140,1413,0.09581,0.12874
2008,First Stage of Tertiary Education,A Little,0.32702,462,1413,0.30255,0.35149
2008,First Stage of Tertiary Education,Not at all,0.56070,811,1413,0.53482,0.58659
2008,Second Stage of Tertiary Education,Strong,0.06941,272,4189,0.06172,0.07711
2008,Second Stage of Tertiary Education,A Little,0.26836,1131,4189,0.25494,0.28178
2008,Second Stage of Tertiary Education,Not at all,0.66223,2786,4189,0.64791,0.67655
2014,No answer / don't know,Strong,0.08586,36,614,0.06368,0.10803
2014,No answer / don't know,A Little,0.18210,133,614,0.15155,0.21266
2014,No answer / don't know,Not at all,0.73204,445,614,0.69698,0.76710
2014,Pre-primary Level,A Little,0.07196,40,439,0.04776,0.09616
2014,Pre-primary Level,Not at all,0.90191,399,439,0.87405,0.92976
2014,Primary Level,Strong,0.22069,98,503,0.18441,0.25697
2014,Primary Level,A Little,0.31530,158,503,0.27465,0.35594
2014,Primary Level,Not at all,0.46402,247,503,0.42039,0.50764
2014,Lower Secondary Level,Strong,0.20296,486,3104,0.18880,0.21711
2014,Lower Secondary Level,A Little,0.32206,930,3104,0.30562,0.33850
2014,Lower Secondary Level,Not at all,0.47499,1688,3104,0.45742,0.49256
2014,Upper Secondary Level,Strong,0.13525,1419,12500,0.12925,0.14124
2014,Upper Secondary Level,A Little,0.34251,3937,12500,0.33419,0.35083
2014,Upper Secondary Level,Not at all,0.52224,7144,12500,0.51349,0.53100
2014,Post-secondary Non-tertiary Level,Strong,0.06434,112,2038,0.05368,0.07499
2014,Post-secondary Non-tertiary Level,A Little,0.25517,496,2038,0.23624,0.27410
2014,Post-secondary Non-tertiary Level,Not at all,0.68049,1430,2038,0.66024,0.70074
2014,First Stage of Tertiary Education,Strong,0.10804,149,1586,0.09275,0.12332
2014,First Stage of Tertiary Education,A Little,0.34528,508,1586,0.32187,0.36869
2014,First Stage of Tertiary Education,Not at all,0.54668,929,1586,0.52217,0.57119
2014,Second Stage of Tertiary Education,Strong,0.07545,381,6216,0.06889,0.08202
2014,Second Stage of Tertiary Education,A Little,0.25870,1510,6216,0.24781,0.26959
2014,Second Stage of Tertiary Education,Not at all,0.66585,4325,6216,0.65412,0.67758
2016,No answer / don't know,Strong,0.04942,55,780,0.03420,0.06464
2016,No answer / don't know,A Little,0.16429,150,780,0.13827,0.19031
2016,No answer / don't know,Not at all,0.78628,575,780,0.75750,0.81507
2016,Pre-primary Level,A Little,0.07490,38,347,0.04716,0.10263
2016,Pre-primary Level,Not at all,0.92036,309,347,0.89183,0.94888
2016,Primary Level,Strong,0.17094,175,1411,0.15129,0.19059
2016,Primary Level,A Little,0.35173,394,1411,0.32680,0.37665
2016,Primary Level,Not at all,0.47733,842,1411,0.45126,0.50340
2016,Lower Secondary Level,Strong,0.19289,462,3111,0.17902,0.20676
2016,Lower Secondary Level,A Little,0.36058,917,3111,0.34370,0.37746
2016,Lower Secondary Level,Not at all,0.44653,1732,3111,0.42906,0.46400
2016,Upper Secondary Level,Strong,0.13614,1312,11475,0.12987,0.14242
2016,Upper Secondary Level,A Little,0.33950,3647,11475,0.33084,0.34817
2016,Upper Secondary Level,Not at all,0.52436,6516,11475,0.51522,0.53349
2016,Post-secondary Non-tertiary Level,Strong,0.07568,129,2082,0.06431,0.08704
2016,Post-secondary Non-tertiary Level,A Little,0.27081,525,2082,0.25172,0.28990
2016,Post-secondary Non-tertiary Level,Not at all,0.65351,1428,2082,0.63307,0.67396
2016,First Stage of Tertiary Education,Strong,0.10821,137,1396,0.09191,0.12451
2016,First Stage of Tertiary Education,A Little,0.33840,483,1396,0.31357,0.36323
2016,First Stage of Tertiary Education,Not at all,0.55339,776,1396,0.52731,0.57948
2016,Second Stage of Tertiary Education,Strong,0.07464,405,6454,0.06823,0.08106
2016,Second Stage of Tertiary Education,A Little,0.25827,1597,6454,0.24760,0.26895
2016,Second Stage of Tertiary Education,Not at all,0.66708,4452,6454,0.65558,0.67858
2018,No answer / don't know,Strong,0.04320,65,877,0.02974,0.05667
2018,No answer / don't know,A Little,0.24299,192,877,0.21459,0.27139
2018,No answer / don't know,Not at all,0.71380,620,877,0.68387,0.74373
2018,Pre-primary Level,Not at all,0.89392,309,309,0.85953,0.92831
2018,Primary Level,Strong,0.21772,241,1756,0.19841,0.23703
2018,Primary Level,A Little,0.34364,539,1756,0.32142,0.36586
2018,Primary Level,Not at all,0.43864,976,1756,0.41542,0.46186
2018,Lower Secondary Level,Strong,0.19175,479,3407,0.17853,0.20497
2018,Lower Secondary Level,A Little,0.32377,999,3407,0.30806,0.33949
2018,Lower Secondary Level,Not at all,0.48448,1929,3407,0.46769,0.50126
2018,Upper Secondary Level,Strong,0.13591,1389,12115,0.12981,0.14201
2018,Upper Secondary Level,A Little,0.35025,3912,12115,0.34175,0.35874
2018,Upper Secondary Level,Not at all,0.51384,6814,12115,0.50494,0.52274
2018,Post-secondary Non-tertiary Level,Strong,0.08147,143,2206,0.07006,0.09289
2018,Post-secondary Non-tertiary Level,A Little,0.28571,597,2206,0.26685,0.30457
2018,Post-secondary Non-tertiary Level,Not at all,0.63282,1466,2206,0.61270,0.65294
2018,First Stage of Tertiary Education,Strong,0.11154,147,1445,0.09530,0.12778
2018,First Stage of Tertiary Education,A Little,0.34785,487,1445,0.32329,0.37242
2018,First Stage of Tertiary Education,Not at all,0.54061,811,1445,0.51490,0.56631
