syear,regtyp,ple0004,proportion,n,lower_confidence,upper_confidence
2002,Urban regions,3.0,0.4227068912977232,23026,0.4163262449840593,0.4290875376113871
2002,Rural regions,3.0,0.20103608898175962,23026,0.19585945551180842,0.20621272245171082
2002,Urban regions,2.0,0.17791998606939186,23026,0.1729801079463733,0.1828598641924104
2002,Rural regions,2.0,0.10221583736014975,23026,0.0983029991888015,0.10612867553149799
2002,Urban regions,1.0,0.0625571372600235,23026,0.05942920270532298,0.06568507181472402
2002,Rural regions,1.0,0.03356405903095207,23026,0.0312377329181473,0.03589038514375684
2004,Urban regions,3.0,0.41829064587973275,21612,0.41171405702705,0.4248672347324155
2004,Rural regions,3.0,0.19831106161841128,21612,0.1929950611897269,0.20362706204709566
2004,Urban regions,2.0,0.18021529324424648,21612,0.17509075994582002,0.18533982654267295
2004,Rural regions,2.0,0.10412026726057906,21612,0.10004832993405792,0.1081922045871002
2004,Urban regions,1.0,0.06570155902004454,21612,0.062398325769743426,0.06900479227034566
2004,Rural regions,1.0,0.033361172976985896,21612,0.030966967799326423,0.03575537815464537
2006,Urban regions,3.0,0.4050725298786607,22269,0.3986248402887323,0.41152021946858913
2006,Rural regions,3.0,0.19295684700301066,22269,0.18777381143267088,0.19813988257335044
2006,Urban regions,2.0,0.1878934403795274,22269,0.18276284185165687,0.19302403890739794
2006,Rural regions,2.0,0.11185110847550406,22269,0.10771140962293038,0.11599080732807773
2006,Urban regions,1.0,0.06427333272511632,22269,0.06105229636820406,0.06749436908202856
2006,Rural regions,1.0,0.037952741538180824,22269,0.035443020256800704,0.040462462819560945
2008,Urban regions,3.0,0.4040786674277412,19571,0.3972035995434464,0.41095373531203594
2008,Rural regions,3.0,0.1925172539048311,19571,0.18699328764014075,0.19804122016952144
2008,Urban regions,2.0,0.18592704063099993,19571,0.18047633779134606,0.1913777434706538
2008,Rural regions,2.0,0.112863888744746,19571,0.10843063901054331,0.11729713847894868
2008,Urban regions,1.0,0.06559078407970526,19571,0.062122301395214935,0.06905926676419558
2008,Rural regions,1.0,0.039022365211976544,19571,0.03630928272737475,0.04173544769657834
2010,Urban regions,3.0,0.38885542168674697,24328,0.38272953542982185,0.3949813079436721
2010,Urban regions,2.0,0.19554216867469879,24328,0.19055820666278966,0.2005261306866079
2010,Rural regions,3.0,0.18307228915662652,24328,0.17821262801175722,0.18793195030149581
2010,Rural regions,2.0,0.1230722891566265,24328,0.1189440494750444,0.1272005288382086
2010,Urban regions,1.0,0.06981927710843373,24328,0.06661688719490373,0.07302166702196373
