year,sex,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,male,Strong,0.09237,892,11104,0.08698,0.09776
2002,male,A Little,0.27120,2848,11104,0.26293,0.27947
2002,male,Not at all,0.63643,7364,11104,0.62748,0.64538
2002,female,Strong,0.14374,1316,11867,0.13743,0.15006
2002,female,A Little,0.32908,3587,11867,0.32063,0.33754
2002,female,Not at all,0.52717,6964,11867,0.51819,0.53616
2004,male,Strong,0.10211,896,10356,0.09628,0.10795
2004,male,A Little,0.27258,2677,10356,0.26400,0.28116
2004,male,Not at all,0.62530,6783,10356,0.61598,0.63463
2004,female,Strong,0.14502,1239,11196,0.13850,0.15155
2004,female,A Little,0.32739,3451,11196,0.31869,0.33608
2004,female,Not at all,0.52759,6506,11196,0.51834,0.53684
2006,male,Strong,0.09792,923,10450,0.09222,0.10361
2006,male,A Little,0.28066,2906,10450,0.27204,0.28927
2006,male,Not at all,0.62143,6621,10450,0.61213,0.63073
2006,female,Strong,0.13832,1318,11472,0.13200,0.14464
2006,female,A Little,0.34081,3665,11472,0.33214,0.34949
2006,female,Not at all,0.52086,6489,11472,0.51172,0.53001
2008,male,Strong,0.09617,839,9188,0.09014,0.10220
2008,male,A Little,0.28101,2566,9188,0.27182,0.29020
2008,male,Not at all,0.62282,5783,9188,0.61291,0.63273
2008,female,Strong,0.13725,1177,10083,0.13053,0.14396
2008,female,A Little,0.33214,3192,10083,0.32294,0.34133
2008,female,Not at all,0.53062,5714,10083,0.52087,0.54036
2014,male,Strong,0.10051,1070,12403,0.09521,0.10580
2014,male,A Little,0.28825,3294,12403,0.28027,0.29622
2014,male,Not at all,0.61125,8039,12403,0.60267,0.61983
2014,female,Strong,0.14392,1619,14605,0.13823,0.14962
2014,female,A Little,0.33005,4418,14605,0.32242,0.33768
2014,female,Not at all,0.52602,8568,14605,0.51793,0.53412
2016,male,Strong,0.09969,1056,12772,0.09450,0.10489
2016,male,A Little,0.28299,3346,12772,0.27518,0.29081
2016,male,Not at all,0.61731,8370,12772,0.60888,0.62574
2016,female,Strong,0.13883,1625,14290,0.13316,0.14450
2016,female,A Little,0.34032,4405,14290,0.33255,0.34809
2016,female,Not at all,0.52085,8260,14290,0.51266,0.52904
2018,male,Strong,0.09518,1162,13818,0.09029,0.10008
2018,male,A Little,0.28339,3636,13818,0.27588,0.29091
2018,male,Not at all,0.62142,9020,13818,0.61334,0.62951
2018,female,Strong,0.13985,1714,15283,0.13435,0.14535
2018,female,A Little,0.34799,4891,15283,0.34044,0.35554
2018,female,Not at all,0.51216,8678,15283,0.50424,0.52009
2020,male,Strong,0.09473,1182,14570,0.08997,0.09948
2020,male,A Little,0.31084,4028,14570,0.30332,0.31835
2020,male,Not at all,0.59444,9360,14570,0.58646,0.60241
2020,female,Strong,0.13739,1597,14773,0.13184,0.14295
2020,female,A Little,0.36155,4976,14773,0.35380,0.36929
2020,female,Not at all,0.50106,8200,14773,0.49300,0.50912
2022,male,Strong,0.09963,1086,13584,0.09459,0.10467
2022,male,A Little,0.31745,3944,13584,0.30962,0.32528
2022,male,Not at all,0.58292,8554,13584,0.57463,0.59121
2022,female,Strong,0.14599,1574,14280,0.14020,0.15179
2022,female,A Little,0.36902,4967,14280,0.36111,0.37694
2022,female,Not at all,0.48498,7739,14280,0.47679,0.49318
