year,quintil_oecd,sampreg,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,1st Quintile,West,Strong,0.16879,344,2397,0.15379,0.18378
2002,1st Quintile,West,A Little,0.30781,712,2397,0.28933,0.32629
2002,1st Quintile,West,Not at all,0.52341,1341,2397,0.50341,0.54340
2002,1st Quintile,East,Strong,0.15015,152,1064,0.12867,0.17162
2002,1st Quintile,East,A Little,0.31654,323,1064,0.28857,0.34450
2002,1st Quintile,East,Not at all,0.53332,589,1064,0.50333,0.56331
2002,2nd Quintile,West,Strong,0.13748,340,2692,0.12447,0.15049
2002,2nd Quintile,West,A Little,0.31308,778,2692,0.29556,0.33060
2002,2nd Quintile,West,Not at all,0.54944,1574,2692,0.53064,0.56824
2002,2nd Quintile,East,Strong,0.16459,171,1222,0.14379,0.18539
2002,2nd Quintile,East,A Little,0.38410,452,1222,0.35682,0.41138
2002,2nd Quintile,East,Not at all,0.45131,599,1222,0.42339,0.47922
2002,3rd Quintile,West,Strong,0.11582,303,2859,0.10409,0.12755
2002,3rd Quintile,West,A Little,0.29486,787,2859,0.27814,0.31158
2002,3rd Quintile,West,Not at all,0.58932,1769,2859,0.57128,0.60735
2002,3rd Quintile,East,Strong,0.10834,118,1170,0.09052,0.12615
2002,3rd Quintile,East,A Little,0.35846,419,1170,0.33097,0.38596
2002,3rd Quintile,East,Not at all,0.53320,633,1170,0.50460,0.56180
2002,4th Quintile,West,Strong,0.10623,272,3323,0.09575,0.11671
2002,4th Quintile,West,A Little,0.30406,940,3323,0.28842,0.31971
2002,4th Quintile,West,Not at all,0.58971,2111,3323,0.57298,0.60643
2002,4th Quintile,East,Strong,0.08736,84,1033,0.07014,0.10459
2002,4th Quintile,East,A Little,0.34392,327,1033,0.31493,0.37290
2002,4th Quintile,East,Not at all,0.56872,622,1033,0.53851,0.59894
2002,5th Quintile,West,Strong,0.08600,296,4298,0.07761,0.09438
2002,5th Quintile,West,A Little,0.25771,1036,4298,0.24463,0.27078
2002,5th Quintile,West,Not at all,0.65630,2966,4298,0.64209,0.67050
2002,5th Quintile,East,Strong,0.08635,43,691,0.06540,0.10731
2002,5th Quintile,East,A Little,0.31252,200,691,0.27793,0.34710
2002,5th Quintile,East,Not at all,0.60113,448,691,0.56459,0.63767
