year,age_gr,sex,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,male,A Little,0.08668,175,1990,0.07431,0.09904
2002,17-29 y.,male,Not at all,0.90024,1815,1990,0.88707,0.91341
2002,17-29 y.,female,Strong,0.01782,34,2118,0.01218,0.02345
2002,17-29 y.,female,A Little,0.14832,294,2118,0.13318,0.16346
2002,17-29 y.,female,Not at all,0.83387,1790,2118,0.81801,0.84972
2002,30-45 y.,male,Strong,0.02499,88,3563,0.01986,0.03011
2002,30-45 y.,male,A Little,0.17651,608,3563,0.16399,0.18903
2002,30-45 y.,male,Not at all,0.79851,2867,3563,0.78533,0.81168
2002,30-45 y.,female,Strong,0.04175,137,3864,0.03544,0.04806
2002,30-45 y.,female,A Little,0.24153,853,3864,0.22803,0.25503
2002,30-45 y.,female,Not at all,0.71672,2874,3864,0.70251,0.73093
2002,46-65 y.,male,Strong,0.11512,404,3920,0.10513,0.12511
2002,46-65 y.,male,A Little,0.35464,1316,3920,0.33966,0.36962
2002,46-65 y.,male,Not at all,0.53024,2200,3920,0.51462,0.54587
2002,46-65 y.,female,Strong,0.13328,471,3919,0.12263,0.14392
2002,46-65 y.,female,A Little,0.40087,1528,3919,0.38552,0.41621
2002,46-65 y.,female,Not at all,0.46586,1920,3919,0.45024,0.48148
2002,66 and older,male,Strong,0.24987,379,1610,0.22872,0.27102
2002,66 and older,male,A Little,0.46666,749,1610,0.44229,0.49104
2002,66 and older,male,Not at all,0.28347,482,1610,0.26144,0.30549
2002,66 and older,female,Strong,0.36398,674,1966,0.34271,0.38525
2002,66 and older,female,A Little,0.45832,912,1966,0.43629,0.48035
2002,66 and older,female,Not at all,0.17770,380,1966,0.16080,0.19460
2004,17-29 y.,male,A Little,0.09005,168,1889,0.07714,0.10296
2004,17-29 y.,male,Not at all,0.89810,1721,1889,0.88445,0.91175
2004,17-29 y.,female,Strong,0.01961,32,2045,0.01360,0.02562
2004,17-29 y.,female,A Little,0.16235,328,2045,0.14636,0.17834
2004,17-29 y.,female,Not at all,0.81804,1685,2045,0.80132,0.83477
2004,30-45 y.,male,Strong,0.02923,86,3122,0.02332,0.03514
2004,30-45 y.,male,A Little,0.19506,561,3122,0.18115,0.20896
2004,30-45 y.,male,Not at all,0.77571,2475,3122,0.76108,0.79034
2004,30-45 y.,female,Strong,0.03581,90,3396,0.02956,0.04206
2004,30-45 y.,female,A Little,0.24309,752,3396,0.22866,0.25752
2004,30-45 y.,female,Not at all,0.72110,2554,3396,0.70601,0.73619
2004,46-65 y.,male,Strong,0.11858,350,3619,0.10804,0.12911
2004,46-65 y.,male,A Little,0.34058,1205,3619,0.32513,0.35602
2004,46-65 y.,male,Not at all,0.54085,2064,3619,0.52461,0.55709
2004,46-65 y.,female,Strong,0.12651,415,3724,0.11583,0.13719
2004,46-65 y.,female,A Little,0.39611,1457,3724,0.38040,0.41182
2004,46-65 y.,female,Not at all,0.47738,1852,3724,0.46134,0.49343
2004,66 and older,male,Strong,0.27367,442,1708,0.25252,0.29482
2004,66 and older,male,A Little,0.44832,743,1708,0.42472,0.47191
2004,66 and older,male,Not at all,0.27801,523,1708,0.25676,0.29926
2004,66 and older,female,Strong,0.37066,702,2031,0.34965,0.39167
2004,66 and older,female,A Little,0.44137,914,2031,0.41977,0.46297
2004,66 and older,female,Not at all,0.18797,415,2031,0.17097,0.20496
2006,17-29 y.,male,A Little,0.11014,170,1742,0.09543,0.12484
2006,17-29 y.,male,Not at all,0.87830,1572,1742,0.86294,0.89366
2006,17-29 y.,female,A Little,0.18372,342,1900,0.16630,0.20114
2006,17-29 y.,female,Not at all,0.80679,1558,1900,0.78903,0.82454
