year,quintil_oecd,sex,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,1st Quintile,male,Strong,0.12296,180,1477,0.10621,0.13972
2002,1st Quintile,male,A Little,0.27261,395,1477,0.24989,0.29533
2002,1st Quintile,male,Not at all,0.60443,902,1477,0.57948,0.62937
2002,1st Quintile,female,Strong,0.19502,316,1984,0.17758,0.21246
2002,1st Quintile,female,A Little,0.33775,640,1984,0.31694,0.35857
2002,1st Quintile,female,Not at all,0.46723,1028,1984,0.44527,0.48919
2002,2nd Quintile,male,Strong,0.11190,204,1806,0.09735,0.12644
2002,2nd Quintile,male,A Little,0.29464,508,1806,0.27360,0.31567
2002,2nd Quintile,male,Not at all,0.59347,1094,1806,0.57081,0.61613
2002,2nd Quintile,female,Strong,0.17176,307,2108,0.15565,0.18786
2002,2nd Quintile,female,A Little,0.36122,722,2108,0.34071,0.38173
2002,2nd Quintile,female,Not at all,0.46703,1079,2108,0.44572,0.48833
2002,3rd Quintile,male,Strong,0.08934,168,1941,0.07664,0.10203
2002,3rd Quintile,male,A Little,0.29259,557,1941,0.27234,0.31283
2002,3rd Quintile,male,Not at all,0.61808,1216,1941,0.59646,0.63970
2002,3rd Quintile,female,Strong,0.13787,253,2088,0.12308,0.15266
2002,3rd Quintile,female,A Little,0.32478,649,2088,0.30469,0.34487
2002,3rd Quintile,female,Not at all,0.53734,1186,2088,0.51595,0.55874
2002,4th Quintile,male,Strong,0.08730,155,2183,0.07546,0.09915
2002,4th Quintile,male,A Little,0.28295,581,2183,0.26405,0.30185
2002,4th Quintile,male,Not at all,0.62975,1447,2183,0.60949,0.65001
2002,4th Quintile,female,Strong,0.11914,201,2173,0.10552,0.13276
2002,4th Quintile,female,A Little,0.33984,686,2173,0.31992,0.35976
2002,4th Quintile,female,Not at all,0.54102,1286,2173,0.52006,0.56197
2002,5th Quintile,male,Strong,0.07152,149,2548,0.06151,0.08153
2002,5th Quintile,male,A Little,0.23115,574,2548,0.21478,0.24753
2002,5th Quintile,male,Not at all,0.69733,1825,2548,0.67949,0.71517
2002,5th Quintile,female,Strong,0.10216,190,2441,0.09015,0.11418
2002,5th Quintile,female,A Little,0.29733,662,2441,0.27919,0.31547
2002,5th Quintile,female,Not at all,0.60051,1589,2441,0.58107,0.61994
2004,1st Quintile,male,Strong,0.13126,174,1370,0.11337,0.14915
2004,1st Quintile,male,A Little,0.26553,343,1370,0.24213,0.28892
2004,1st Quintile,male,Not at all,0.60321,853,1370,0.57730,0.62913
2004,1st Quintile,female,Strong,0.17881,284,1883,0.16150,0.19612
2004,1st Quintile,female,A Little,0.32937,592,1883,0.30814,0.35061
2004,1st Quintile,female,Not at all,0.49182,1007,1883,0.46923,0.51440
2004,2nd Quintile,male,Strong,0.11750,188,1731,0.10232,0.13267
2004,2nd Quintile,male,A Little,0.29086,496,1731,0.26946,0.31227
2004,2nd Quintile,male,Not at all,0.59164,1047,1731,0.56848,0.61480
2004,2nd Quintile,female,Strong,0.16587,282,2039,0.14972,0.18202
2004,2nd Quintile,female,A Little,0.34116,683,2039,0.32058,0.36174
2004,2nd Quintile,female,Not at all,0.49297,1074,2039,0.47126,0.51467
2004,3rd Quintile,male,Strong,0.11334,200,1936,0.09922,0.12747
2004,3rd Quintile,male,A Little,0.29556,546,1936,0.27523,0.31589
2004,3rd Quintile,male,Not at all,0.59110,1190,1936,0.56919,0.61300
2004,3rd Quintile,female,Strong,0.15372,260,2065,0.13816,0.16928
2004,3rd Quintile,female,A Little,0.33752,659,2065,0.31712,0.35792
2004,3rd Quintile,female,Not at all,0.50876,1146,2065,0.48720,0.53033
2004,4th Quintile,male,Strong,0.10017,179,2152,0.08748,0.11285
2004,4th Quintile,male,A Little,0.26797,564,2152,0.24926,0.28669
2004,4th Quintile,male,Not at all,0.63186,1409,2152,0.61148,0.65224
2004,4th Quintile,female,Strong,0.12189,194,2190,0.10818,0.13559
2004,4th Quintile,female,A Little,0.32396,669,2190,0.30436,0.34357
2004,4th Quintile,female,Not at all,0.55415,1327,2190,0.53333,0.57497
2004,5th Quintile,male,Strong,0.06111,154,3165,0.05277,0.06946
2004,5th Quintile,male,A Little,0.24782,727,3165,0.23278,0.26286
2004,5th Quintile,male,Not at all,0.69107,2284,3165,0.67497,0.70717
2004,5th Quintile,female,Strong,0.10156,218,3018,0.09078,0.11234
2004,5th Quintile,female,A Little,0.30506,848,3018,0.28863,0.32149
2004,5th Quintile,female,Not at all,0.59337,1952,3018,0.57585,0.61090
2006,1st Quintile,male,Strong,0.13680,159,1230,0.11759,0.15602
2006,1st Quintile,male,A Little,0.32082,377,1230,0.29472,0.34692
2006,1st Quintile,male,Not at all,0.54238,694,1230,0.51452,0.57023
2006,1st Quintile,female,Strong,0.16526,240,1712,0.14766,0.18286
2006,1st Quintile,female,A Little,0.37061,603,1712,0.34772,0.39349
2006,1st Quintile,female,Not at all,0.46414,869,1712,0.44051,0.48777
2006,2nd Quintile,male,Strong,0.13519,187,1491,0.11783,0.15255
2006,2nd Quintile,male,A Little,0.32246,484,1491,0.29872,0.34619
2006,2nd Quintile,male,Not at all,0.54235,820,1491,0.51706,0.56765
