"ple0004","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stark","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","33","0.110129873372831","0.0744064585447741","0.145853288200888"
"Stark","2002","(noch) kein Abschluss","2","23","","",""
"Stark","2002","(noch) kein Abschluss","3","6","","",""
"Stark","2002","(noch) kein Abschluss","4","2","","",""
"Stark","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","3","","",""
"Stark","2002","Hauptschule","1 Einkommensschwächstes Quintil","417","0.184939135033784","0.169393297820169","0.200484972247399"
"Stark","2002","Hauptschule","2","458","0.187928187948381","0.172995225292814","0.202861150603948"
"Stark","2002","Hauptschule","3","284","0.163665646958457","0.146507274234533","0.180824019682381"
"Stark","2002","Hauptschule","4","201","0.178423309087756","0.158186287665031","0.19866033051048"
"Stark","2002","Hauptschule","5 Einkommensstärkstes Quintil","76","0.127314236156007","0.10272680422792","0.151901668084094"
"Stark","2002","Realschule","1 Einkommensschwächstes Quintil","74","0.086915824011197","0.0702755962759427","0.103556051746451"
"Stark","2002","Realschule","2","80","0.061519254779346","0.0490786007655349","0.0739599087931571"
"Stark","2002","Realschule","3","80","0.071269853420618","0.0572412467601772","0.0852984600810588"
"Stark","2002","Realschule","4","55","0.0656094393427366","0.051373294056675","0.0798455846287981"
"Stark","2002","Realschule","5 Einkommensstärkstes Quintil","56","0.0957895290548964","0.0775122220477568","0.114066836062036"
"Stark","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","19","","",""
"Stark","2002","(Fach-)Abitur","2","20","","",""
"Stark","2002","(Fach-)Abitur","3","18","","",""
"Stark","2002","(Fach-)Abitur","4","21","","",""
"Stark","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","28","","",""
"Stark","2002","AkademikerIn","1 Einkommensschwächstes Quintil","29","","",""
"Stark","2002","AkademikerIn","2","36","0.0923544326533913","0.0666667339947093","0.118042131312073"
"Stark","2002","AkademikerIn","3","50","0.0750470006970912","0.0554452501373024","0.09464875125688"
"Stark","2002","AkademikerIn","4","46","0.0589025368572731","0.0445100502201976","0.0732950234943486"
"Stark","2002","AkademikerIn","5 Einkommensstärkstes Quintil","81","0.0505934858304691","0.0410241020837311","0.0601628695772072"
"Ein wenig","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","65","0.224823790785991","0.177185251789027","0.272462329782955"
"Ein wenig","2002","(noch) kein Abschluss","2","45","0.218491059867531","0.165432685283778","0.271549434451285"
"Ein wenig","2002","(noch) kein Abschluss","3","23","","",""
"Ein wenig","2002","(noch) kein Abschluss","4","15","","",""
"Ein wenig","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","10","","",""
"Ein wenig","2002","Hauptschule","1 Einkommensschwächstes Quintil","860","0.377002408664441","0.357597127912775","0.396407689416107"
"Ein wenig","2002","Hauptschule","2","959","0.36044129936121","0.342088163605835","0.378794435116585"
"Ein wenig","2002","Hauptschule","3","637","0.375224497977077","0.352769400098607","0.397679595855547"
"Ein wenig","2002","Hauptschule","4","460","0.339307333970246","0.314281237846179","0.364333430094313"
"Ein wenig","2002","Hauptschule","5 Einkommensstärkstes Quintil","227","0.320892173167246","0.286457602653203","0.355326743681289"
"Ein wenig","2002","Realschule","1 Einkommensschwächstes Quintil","260","0.23151065225839","0.206595769560303","0.256425534956478"
"Ein wenig","2002","Realschule","2","368","0.245646649228331","0.223358816999785","0.267934481456876"
"Ein wenig","2002","Realschule","3","359","0.292677019978282","0.26786740466249","0.317486635294075"
"Ein wenig","2002","Realschule","4","292","0.272963828362215","0.247349935623448","0.298577721100981"
"Ein wenig","2002","Realschule","5 Einkommensstärkstes Quintil","243","0.227411067264579","0.20137961117919","0.253442523349968"
"Ein wenig","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","90","0.228208397199369","0.189083537673553","0.267333256725185"
"Ein wenig","2002","(Fach-)Abitur","2","90","0.210980379127983","0.175253575420789","0.246707182835177"
"Ein wenig","2002","(Fach-)Abitur","3","92","0.255963005096887","0.215140307857612","0.296785702336162"
"Ein wenig","2002","(Fach-)Abitur","4","91","0.173489989490952","0.140165115022597","0.206814863959306"
"Ein wenig","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","105","0.249665935095663","0.214165227130816","0.285166643060511"
"Ein wenig","2002","AkademikerIn","1 Einkommensschwächstes Quintil","101","0.30895601343297","0.258565590643492","0.359346436222447"
"Ein wenig","2002","AkademikerIn","2","156","0.334805924770537","0.292935348945277","0.376676500595797"
"Ein wenig","2002","AkademikerIn","3","202","0.299650839413561","0.265568184972626","0.333733493854496"
"Ein wenig","2002","AkademikerIn","4","241","0.261210122651569","0.23435624515688","0.288064000146257"
"Ein wenig","2002","AkademikerIn","5 Einkommensstärkstes Quintil","409","0.215374025475571","0.197425095262351","0.233322955688791"
"Gar nicht","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","197","0.665046335841178","0.611187693444246","0.71890497823811"
"Gar nicht","2002","(noch) kein Abschluss","2","165","0.681521352429457","0.621700854424619","0.741341850434295"
"Gar nicht","2002","(noch) kein Abschluss","3","122","0.742845737250268","0.673134017115827","0.812557457384709"
"Gar nicht","2002","(noch) kein Abschluss","4","108","0.805280418547599","0.735862519163529","0.874698317931668"
"Gar nicht","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","89","0.835897020429496","0.764021231118203","0.907772809740788"
"Gar nicht","2002","Hauptschule","1 Einkommensschwächstes Quintil","1119","0.438058456301775","0.418192188368065","0.457924724235485"
"Gar nicht","2002","Hauptschule","2","1212","0.451630512690409","0.432607422078176","0.470653603302642"
"Gar nicht","2002","Hauptschule","3","865","0.461109855064466","0.437991353238602","0.484228356890331"
"Gar nicht","2002","Hauptschule","4","714","0.482269356941998","0.455857829928827","0.50868088395517"
"Gar nicht","2002","Hauptschule","5 Einkommensstärkstes Quintil","403","0.551793590676747","0.515109893674122","0.588477287679372"
"Gar nicht","2002","Realschule","1 Einkommensschwächstes Quintil","767","0.681573523730412","0.654055618364122","0.709091429096703"
"Gar nicht","2002","Realschule","2","985","0.692834095992323","0.668949047618844","0.716719144365803"
"Gar nicht","2002","Realschule","3","853","0.6360531266011","0.609818038528942","0.662288214673257"
"Gar nicht","2002","Realschule","4","815","0.661426732295049","0.634217754184845","0.688635710405253"
"Gar nicht","2002","Realschule","5 Einkommensstärkstes Quintil","697","0.676799403680525","0.647753527465307","0.705845279895742"
"Gar nicht","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","333","0.706376192726202","0.663919064444871","0.748833321007533"
"Gar nicht","2002","(Fach-)Abitur","2","391","0.742232335314781","0.703931047044358","0.780533623585203"
"Gar nicht","2002","(Fach-)Abitur","3","329","0.694964943173862","0.651895212409994","0.738034673937729"
"Gar nicht","2002","(Fach-)Abitur","4","384","0.767670573165225","0.730504488669371","0.80483665766108"
"Gar nicht","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","438","0.683569701517702","0.645422694453954","0.721716708581451"
"Gar nicht","2002","AkademikerIn","1 Einkommensschwächstes Quintil","193","0.574384289077338","0.520463414034095","0.62830516412058"
"Gar nicht","2002","AkademikerIn","2","296","0.572839642576072","0.528951198643598","0.616728086508545"
"Gar nicht","2002","AkademikerIn","3","442","0.625302159889348","0.589289606508904","0.661314713269792"
"Gar nicht","2002","AkademikerIn","4","741","0.679887340491158","0.651369184790452","0.708405496191864"
"Gar nicht","2002","AkademikerIn","5 Einkommensstärkstes Quintil","1525","0.73403248869396","0.714740255544685","0.753324721843235"
"Stark","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Stark","2003","(noch) kein Abschluss","2","","","",""
"Stark","2003","(noch) kein Abschluss","3","","","",""
"Stark","2003","(noch) kein Abschluss","4","","","",""
"Stark","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Stark","2003","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Stark","2003","Hauptschule","2","","","",""
"Stark","2003","Hauptschule","3","","","",""
"Stark","2003","Hauptschule","4","","","",""
"Stark","2003","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Stark","2003","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Stark","2003","Realschule","2","","","",""
"Stark","2003","Realschule","3","","","",""
"Stark","2003","Realschule","4","","","",""
"Stark","2003","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Stark","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Stark","2003","(Fach-)Abitur","2","","","",""
"Stark","2003","(Fach-)Abitur","3","","","",""
"Stark","2003","(Fach-)Abitur","4","","","",""
"Stark","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
