year,pgisced97,regtyp,ple0004,proportion,n,lower_confidence,upper_confidence
2002,middle vocational,Staedtischer Raum,Gar nicht,0.19704477083702,28961,0.19246359019464068,0.2016259514793993
2002,middle vocational,Laendlicher Raum,Gar nicht,0.10944965492833127,28961,0.10585393604358423,0.1130453738130783
2002,higher education,Staedtischer Raum,Gar nicht,0.10453901964254114,28961,0.10101521487202966,0.10806282441305262
2002,middle vocational,Staedtischer Raum,Ein wenig,0.09250575119447885,28961,0.08916875583785819,0.0958427465510995
2002,middle vocational,Laendlicher Raum,Ein wenig,0.0587064236418333,28961,0.055999009742647335,0.06141383754101927
2002,general elemantary,Staedtischer Raum,Gar nicht,0.04251459918598478,28961,0.04019087584965794,0.044838322522311624
2002,higher education,Laendlicher Raum,Gar nicht,0.036896124579720406,28961,0.03472504253450133,0.03906720662493948
2002,middle vocational,Staedtischer Raum,Stark,0.03393204742523447,28961,0.031846797256815204,0.03601729759365374
2002,higher education,Staedtischer Raum,Ein wenig,0.03158732967616351,28961,0.02957297480738343,0.03360168454494359
2002,higher vocational,Staedtischer Raum,Gar nicht,0.0309237303132189,28961,0.028929964189658378,0.03291749643677942
2002,vocational + Abi,Staedtischer Raum,Gar nicht,0.02800389311626261,28961,0.026103730528762085,0.029904055703763133
2002,general elemantary,Staedtischer Raum,Ein wenig,0.027207573880729075,28961,0.02533385560220921,0.029081292159248942
2002,general elemantary,Laendlicher Raum,Gar nicht,0.020217660591045832,28961,0.018596673528060343,0.02183864765403132
2002,middle vocational,Laendlicher Raum,Stark,0.01946558131304194,28961,0.017874419289406127,0.02105674333667775
2002,higher education,Laendlicher Raum,Ein wenig,0.017474783224208104,28961,0.015965651857701157,0.01898391459071505
2002,higher vocational,Laendlicher Raum,Gar nicht,0.015705184923022475,28961,0.014273216568568187,0.017137153277476763
2002,higher vocational,Staedtischer Raum,Ein wenig,0.014289506282073969,28961,0.012922619334630958,0.01565639322951698
2002,general elemantary,Staedtischer Raum,Stark,0.014112546451955406,28961,0.0127540276399581,0.015471065263952711
2002,general elemantary,Laendlicher Raum,Ein wenig,0.012962307556184747,28961,0.01165956882789797,0.014265046284471524
2002,higher vocational,Laendlicher Raum,Ein wenig,0.01026367014687666,28961,0.009102862143660346,0.011424478150092973
2002,in school,Staedtischer Raum,Gar nicht,0.00973279065652097,28961,0.008602099006710245,0.010863482306331693
2002,vocational + Abi,Staedtischer Raum,Ein wenig,0.008936471420987436,28961,0.007852586742914914,0.010020356099059958
2002,vocational + Abi,Laendlicher Raum,Gar nicht,0.008847991505928155,28961,0.007769437799150356,0.009926545212705954
2002,general elemantary,Laendlicher Raum,Stark,0.006945673332153601,28961,0.005989155710313852,0.00790219095399335
2002,higher education,Staedtischer Raum,Stark,0.006591753671916475,28961,0.005659758505852506,0.007523748837980445
2002,higher education,Laendlicher Raum,Stark,0.004114316050256592,28961,0.003377086280118909,0.004851545820394275
