year,bula_h,migback,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Schleswig-Holstein,No migration background,Strong,0.11455,68,637,0.08979,0.13930
2002,Schleswig-Holstein,No migration background,A Little,0.21069,142,637,0.17899,0.24238
2002,Schleswig-Holstein,No migration background,Not at all,0.52150,427,637,0.48267,0.56032
2002,Schleswig-Holstein,Direct migration background,Not at all,0.59801,48,48,0.45783,0.73818
2002,Hamburg,No migration background,Strong,0.15993,37,294,0.11796,0.20190
2002,Hamburg,No migration background,A Little,0.22570,61,294,0.17784,0.27357
2002,Hamburg,No migration background,Not at all,0.51475,196,294,0.45752,0.57197
2002,Lower Saxony,No migration background,Strong,0.09900,173,1713,0.08485,0.11314
2002,Lower Saxony,No migration background,A Little,0.25464,485,1713,0.23400,0.27528
2002,Lower Saxony,No migration background,Not at all,0.48380,1055,1713,0.46012,0.50747
2002,Lower Saxony,Direct migration background,A Little,0.29266,68,197,0.22896,0.35636
2002,Lower Saxony,Direct migration background,Not at all,0.54916,129,197,0.47950,0.61882
2002,Lower Saxony,Indirect migration background,Not at all,0.22471,41,41,0.09536,0.35406
2002,Bremen,No migration background,A Little,0.27279,37,131,0.19623,0.34936
2002,Bremen,No migration background,Not at all,0.49143,94,131,0.40549,0.57737
2002,North Rhine-Westphalia,No migration background,Strong,0.10652,378,3865,0.09679,0.11625
2002,North Rhine-Westphalia,No migration background,A Little,0.25202,1061,3865,0.23833,0.26571
2002,North Rhine-Westphalia,No migration background,Not at all,0.48880,2426,3865,0.47304,0.50456
2002,North Rhine-Westphalia,Direct migration background,Strong,0.08496,65,766,0.06520,0.10472
2002,North Rhine-Westphalia,Direct migration background,A Little,0.26994,219,766,0.23849,0.30140
2002,North Rhine-Westphalia,Direct migration background,Not at all,0.58045,482,766,0.54548,0.61542
2002,North Rhine-Westphalia,Indirect migration background,Not at all,0.36435,193,193,0.29628,0.43243
2002,Hesse,No migration background,Strong,0.12045,137,1276,0.10258,0.13831
2002,Hesse,No migration background,A Little,0.22149,321,1276,0.19870,0.24429
2002,Hesse,No migration background,Not at all,0.48770,818,1276,0.46026,0.51514
2002,Hesse,Direct migration background,Strong,0.14951,45,291,0.10847,0.19055
2002,Hesse,Direct migration background,A Little,0.25367,79,291,0.20359,0.30375
2002,Hesse,Direct migration background,Not at all,0.55284,167,291,0.49562,0.61007
2002,Hesse,Indirect migration background,Not at all,0.27310,59,59,0.15844,0.38777
2002,"Rhineland-Palatinate, Saarland",No migration background,Strong,0.09835,118,1124,0.08093,0.11577
2002,"Rhineland-Palatinate, Saarland",No migration background,A Little,0.23805,296,1124,0.21314,0.26295
2002,"Rhineland-Palatinate, Saarland",No migration background,Not at all,0.48380,710,1124,0.45457,0.51303
2002,"Rhineland-Palatinate, Saarland",Direct migration background,A Little,0.26587,56,197,0.20402,0.32772
2002,"Rhineland-Palatinate, Saarland",Direct migration background,Not at all,0.60569,141,197,0.53727,0.67410
2002,Baden-Wuerttemberg,No migration background,Strong,0.08666,150,1962,0.07420,0.09911
2002,Baden-Wuerttemberg,No migration background,A Little,0.24157,512,1962,0.22262,0.26051
2002,Baden-Wuerttemberg,No migration background,Not at all,0.49484,1300,1962,0.47271,0.51696
2002,Baden-Wuerttemberg,Direct migration background,Strong,0.12458,86,622,0.09860,0.15055
2002,Baden-Wuerttemberg,Direct migration background,A Little,0.30961,189,622,0.27325,0.34597
2002,Baden-Wuerttemberg,Direct migration background,Not at all,0.50639,347,622,0.46707,0.54572
2002,Baden-Wuerttemberg,Indirect migration background,Not at all,0.34315,173,173,0.27220,0.41411
2002,Bavaria,No migration background,Strong,0.09235,217,2747,0.08152,0.10318
2002,Bavaria,No migration background,A Little,0.24804,735,2747,0.23189,0.26419
2002,Bavaria,No migration background,Not at all,0.50343,1795,2747,0.48473,0.52214
2002,Bavaria,Direct migration background,Strong,0.10328,33,397,0.07330,0.13325
2002,Bavaria,Direct migration background,A Little,0.34353,133,397,0.29675,0.39030
2002,Bavaria,Direct migration background,Not at all,0.52471,231,397,0.47553,0.57390
2002,Bavaria,Indirect migration background,Not at all,0.31174,79,79,0.20894,0.41454
2002,Berlin,No migration background,Strong,0.09220,65,722,0.07108,0.11332
2002,Berlin,No migration background,A Little,0.30316,233,722,0.26961,0.33671
2002,Berlin,No migration background,Not at all,0.48953,424,722,0.45304,0.52602
2002,Berlin,Direct migration background,Not at all,0.45891,36,36,0.29382,0.62400
2002,Brandenburg,No migration background,Strong,0.12128,117,945,0.10046,0.14211
2002,Brandenburg,No migration background,A Little,0.30576,315,945,0.27637,0.33515
2002,Brandenburg,No migration background,Not at all,0.44524,513,945,0.41353,0.47694
2002,Mecklenburg-Western Pomerania,No migration background,Strong,0.11240,49,498,0.08463,0.14017
2002,Mecklenburg-Western Pomerania,No migration background,A Little,0.33244,183,498,0.29102,0.37386
2002,Mecklenburg-Western Pomerania,No migration background,Not at all,0.40965,266,498,0.36641,0.45288
2002,Saxony,No migration background,Strong,0.10152,156,1610,0.08677,0.11628
2002,Saxony,No migration background,A Little,0.27182,484,1610,0.25008,0.29356
2002,Saxony,No migration background,Not at all,0.48488,970,1610,0.46046,0.50931
2002,Saxony-Anhalt,No migration background,Strong,0.12541,113,933,0.10415,0.14667
2002,Saxony-Anhalt,No migration background,A Little,0.30473,319,933,0.27518,0.33428
2002,Saxony-Anhalt,No migration background,Not at all,0.44095,501,933,0.40908,0.47283
2002,Thuringa,No migration background,Strong,0.08654,82,943,0.06858,0.10449
2002,Thuringa,No migration background,A Little,0.30197,293,943,0.27265,0.33129
2002,Thuringa,No migration background,Not at all,0.46992,568,943,0.43804,0.50179
2004,Schleswig-Holstein,No migration background,Strong,0.10417,58,594,0.07959,0.12876
2004,Schleswig-Holstein,No migration background,A Little,0.21057,134,594,0.17775,0.24338
2004,Schleswig-Holstein,No migration background,Not at all,0.54622,402,594,0.50615,0.58630
2004,Schleswig-Holstein,Direct migration background,Not at all,0.55907,36,36,0.39458,0.72356
2004,Hamburg,No migration background,Strong,0.14840,32,262,0.10527,0.19153
2004,Hamburg,No migration background,A Little,0.20738,57,262,0.15819,0.25656
2004,Hamburg,No migration background,Not at all,0.53248,173,262,0.47195,0.59301
2004,Lower Saxony,No migration background,Strong,0.10353,155,1623,0.08870,0.11835
2004,Lower Saxony,No migration background,A Little,0.27224,477,1623,0.25058,0.29390
2004,Lower Saxony,No migration background,Not at all,0.46515,991,1623,0.44088,0.48943
2004,Lower Saxony,Direct migration background,A Little,0.25353,61,191,0.19167,0.31539
2004,Lower Saxony,Direct migration background,Not at all,0.61537,130,191,0.54620,0.68455
2004,Lower Saxony,Indirect migration background,Not at all,0.24355,42,42,0.11216,0.37493
2004,Bremen,No migration background,A Little,0.24329,32,125,0.16777,0.31882
2004,Bremen,No migration background,Not at all,0.52237,93,125,0.43446,0.61029
2004,North Rhine-Westphalia,No migration background,Strong,0.11864,398,3623,0.10811,0.12917
2004,North Rhine-Westphalia,No migration background,A Little,0.25453,988,3623,0.24035,0.26872
2004,North Rhine-Westphalia,No migration background,Not at all,0.47394,2237,3623,0.45767,0.49020
2004,North Rhine-Westphalia,Direct migration background,Strong,0.11001,64,688,0.08661,0.13340
2004,North Rhine-Westphalia,Direct migration background,A Little,0.25849,195,688,0.22575,0.29122
2004,North Rhine-Westphalia,Direct migration background,Not at all,0.58607,429,688,0.54924,0.62290
2004,North Rhine-Westphalia,Indirect migration background,Not at all,0.41184,190,190,0.34167,0.48201
2004,Hesse,No migration background,Strong,0.11757,117,1128,0.09877,0.13638
2004,Hesse,No migration background,A Little,0.22553,298,1128,0.20112,0.24993
2004,Hesse,No migration background,Not at all,0.47299,713,1128,0.44384,0.50214
2004,Hesse,Direct migration background,Strong,0.15811,37,240,0.11185,0.20436
2004,Hesse,Direct migration background,A Little,0.29002,79,240,0.23249,0.34755
2004,Hesse,Direct migration background,Not at all,0.49584,124,240,0.43245,0.55923
2004,Hesse,Indirect migration background,Not at all,0.32295,59,59,0.20261,0.44330
2004,"Rhineland-Palatinate, Saarland",No migration background,Strong,0.10748,112,1067,0.08889,0.12607
2004,"Rhineland-Palatinate, Saarland",No migration background,A Little,0.23662,273,1067,0.21111,0.26214
2004,"Rhineland-Palatinate, Saarland",No migration background,Not at all,0.49934,682,1067,0.46933,0.52936
2004,"Rhineland-Palatinate, Saarland",Direct migration background,A Little,0.33118,60,174,0.26105,0.40131
2004,"Rhineland-Palatinate, Saarland",Direct migration background,Not at all,0.51631,114,174,0.44184,0.59078
2004,"Rhineland-Palatinate, Saarland",Indirect migration background,Not at all,0.30812,33,33,0.14814,0.46810
2004,Baden-Wuerttemberg,No migration background,Strong,0.08595,142,1835,0.07312,0.09878
2004,Baden-Wuerttemberg,No migration background,A Little,0.25509,519,1835,0.23514,0.27504
2004,Baden-Wuerttemberg,No migration background,Not at all,0.47970,1174,1835,0.45684,0.50257
2004,Baden-Wuerttemberg,Direct migration background,Strong,0.13616,81,561,0.10776,0.16457
2004,Baden-Wuerttemberg,Direct migration background,A Little,0.28265,157,561,0.24536,0.31995
2004,Baden-Wuerttemberg,Direct migration background,Not at all,0.54076,323,561,0.49948,0.58203
2004,Baden-Wuerttemberg,Indirect migration background,Not at all,0.38865,175,175,0.31623,0.46108
2004,Bavaria,No migration background,Strong,0.09239,212,2528,0.08110,0.10368
2004,Bavaria,No migration background,A Little,0.26090,696,2528,0.24378,0.27802
2004,Bavaria,No migration background,Not at all,0.49577,1620,2528,0.47628,0.51527
2004,Bavaria,Direct migration background,Strong,0.12834,37,376,0.09449,0.16219
2004,Bavaria,Direct migration background,A Little,0.28902,111,376,0.24314,0.33490
2004,Bavaria,Direct migration background,Not at all,0.55751,228,376,0.50724,0.60778
2004,Bavaria,Indirect migration background,Not at all,0.38894,98,98,0.29192,0.48596
2004,Berlin,No migration background,Strong,0.10897,75,705,0.08595,0.13199
2004,Berlin,No migration background,A Little,0.27086,215,705,0.23803,0.30369
2004,Berlin,No migration background,Not at all,0.50258,415,705,0.46565,0.53952
2004,Brandenburg,No migration background,Strong,0.14003,112,885,0.11716,0.16291
2004,Brandenburg,No migration background,A Little,0.30346,311,885,0.27315,0.33377
