year,pgisced97,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-5,,,,,,,,,,,,
1984,-1,,,,,,,,,,,,
1984,in school,,,,,,,,,,,,
1984,inadequately,1.2266362734563572,1.1737076140964677,1.2795649328162466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0
1984,general elemantary,1.4011946606690588,1.3339491405373425,1.4684401808007752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,376.0
1984,middle vocational,1.3613754856163036,1.3194344746378075,1.4033164965947997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,588.0
1984,vocational + Abi,1.2603946412408789,1.099728120441355,1.4210611620404028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0
1984,higher vocational,1.2412743211839012,1.1733045624352911,1.3092440799325114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.0
1984,higher education,1.2752586693780752,1.201783244466569,1.3487340942895814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.0
1985,-5,,,,,,,,,,,,
1985,-1,,,,,,,,,,,,
1985,in school,,,,,,,,,,,,
1985,inadequately,1.4886683196184725,1.3351812070864995,1.6421554321504455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.0
1985,general elemantary,1.4419966184161177,1.35636450881355,1.5276287280186853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,327.0
1985,middle vocational,1.393704915950159,1.3372084912634608,1.4502013406368575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,540.0
1985,vocational + Abi,,,,,,,,,,,,
1985,higher vocational,2.034509015471631,1.7574089573337037,2.3116090736095583,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,77.0
1985,higher education,1.3429733639876615,1.1308141546781216,1.5551325732972014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0
1986,-5,,,,,,,,,,,,
1986,-1,,,,,,,,,,,,
1986,in school,,,,,,,,,,,,
1986,inadequately,1.3367243103339168,1.1843983718673259,1.4890502488005077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101.0
1986,general elemantary,1.527467299441292,1.3423928515849788,1.712541747297605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,320.0
1986,middle vocational,1.6169659328523978,1.5019821683393397,1.7319496973654558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,559.0
1986,vocational + Abi,1.292885797480139,1.2136663144336852,1.372105280526593,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,31.0
1986,higher vocational,2.600210487112062,1.7653745012727935,3.4350464729513304,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,63.0
1986,higher education,1.1394772732548553,1.0965348863050044,1.1824196602047061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.0
1987,-5,,,,,,,,,,,,
