syear,migback,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,No migration background,male,1.4200183364358607,1.3581262098338822,1.4819104630378392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,371.0
1984,No migration background,female,1.3377666761525815,1.2919417658271115,1.3835915864780515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,515.0
1984,Direct migration background,male,1.2924938049507158,1.239372007116657,1.3456156027847745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.0
1984,Direct migration background,female,1.1501283150630597,1.1194126911780546,1.1808439389480647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,220.0
1984,Indirect migration background,male,,,,,,,,,,,,
1984,Indirect migration background,female,,,,,,,,,,,,
1985,No migration background,male,1.5142195722288585,1.423848340675913,1.604590803781804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,320.0
1985,No migration background,female,1.4171766910497325,1.3526715016699589,1.4816818804295062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,515.0
1985,Direct migration background,male,1.78697026712615,1.5853577224623117,1.9885828117899884,1.0,1.0,1.184080682699791,1.0,1.4602017067494772,1.0,1.0,1.0,132.0
1985,Direct migration background,female,1.2659233916889079,1.1967802976695094,1.3350664857083063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184.0
1985,Indirect migration background,male,,,,,,,,,,,,
1985,Indirect migration background,female,,,,,,,,,,,,
1986,No migration background,male,1.6196770974337826,1.4499614487023071,1.7893927461652581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,347.0
1986,No migration background,female,1.5003937783313064,1.3871507082598504,1.6136368484027623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,461.0
1986,Direct migration background,male,2.826439820428452,2.252700784503168,3.400178856353736,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,175.0
1986,Direct migration background,female,1.2995012339207996,1.237624478304438,1.3613779895371614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,191.0
1986,Indirect migration background,male,,,,,,,,,,,,
1986,Indirect migration background,female,,,,,,,,,,,,
1987,No migration background,male,1.6502641834888292,1.5028182029406596,1.7977101640369988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,307.0
1987,No migration background,female,1.4861330567190563,1.4025390799638302,1.5697270334742823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,531.0
1987,Direct migration background,male,1.4888675947724663,1.365496953671112,1.6122382358738208,1.0,1.0,1.8908528222634529,0.0,3.2271320556586325,1.0,1.0,1.0,134.0
1987,Direct migration background,female,1.4729529489837578,1.3646761452371756,1.58122975273034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,166.0
1987,Indirect migration background,male,,,,,,,,,,,,
1987,Indirect migration background,female,,,,,,,,,,,,
1988,No migration background,male,1.7085676471001339,1.5531910139636675,1.8639442802366002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,337.0
1988,No migration background,female,1.4690661622335648,1.3830269534014816,1.555105371065648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,476.0
1988,Direct migration background,male,1.3461159891926793,1.2415389487919837,1.4506930295933749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0
1988,Direct migration background,female,1.9452885253392176,1.7611790690214133,2.129397981657022,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,160.0
1988,Indirect migration background,male,,,,,,,,,,,,
1988,Indirect migration background,female,,,,,,,,,,,,
1989,No migration background,male,1.7250170876951265,1.5221390498555134,1.9278951255347396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,284.0
1989,No migration background,female,1.5225682895488912,1.3881843467635084,1.656952232334274,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,465.0
1989,Direct migration background,male,2.0796930442555377,1.8035059498676187,2.3558801386434567,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,111.0
1989,Direct migration background,female,1.2607054450301414,1.2117066294461933,1.3097042606140894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.0
1989,Indirect migration background,male,,,,,,,,,,,,
1989,Indirect migration background,female,,,,,,,,,,,,
1990,No migration background,male,,,,,,,,,,,,
1990,No migration background,female,,,,,,,,,,,,
1990,Direct migration background,male,,,,,,,,,,,,
1990,Direct migration background,female,,,,,,,,,,,,
1990,Indirect migration background,male,,,,,,,,,,,,
1990,Indirect migration background,female,,,,,,,,,,,,
1991,No migration background,male,1.5140278933975277,1.4254105338608096,1.6026452529342459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0
1991,No migration background,female,1.6626287912759334,1.5544190247544112,1.7708385577974557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496.0
1991,Direct migration background,male,1.138533372803429,1.1053902844291403,1.1716764611777177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.0
1991,Direct migration background,female,1.6485398322544373,1.537910455957298,1.7591692085515767,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,149.0
1991,Indirect migration background,male,,,,,,,,,,,,
1991,Indirect migration background,female,,,,,,,,,,,,
1992,No migration background,male,1.504038251960549,1.4350384151751383,1.5730380887459599,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,436.0
1992,No migration background,female,1.4937813438767578,1.4121177219498187,1.5754449658036969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,637.0
1992,Direct migration background,male,1.428054870004561,1.2793381149933047,1.5767716250158172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0
1992,Direct migration background,female,1.2990246908564476,1.2481932657881605,1.3498561159247346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,152.0
1992,Indirect migration background,male,,,,,,,,,,,,
1992,Indirect migration background,female,,,,,,,,,,,,
1993,No migration background,male,,,,,,,,,,,,
1993,No migration background,female,,,,,,,,,,,,
1993,Direct migration background,male,,,,,,,,,,,,
1993,Direct migration background,female,,,,,,,,,,,,
1993,Indirect migration background,male,,,,,,,,,,,,
1993,Indirect migration background,female,,,,,,,,,,,,
1994,No migration background,male,1.5475885727396204,1.4246432993632174,1.6705338461160233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,410.0
1994,No migration background,female,1.4668232381741542,1.4161986992657138,1.5174477770825945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,699.0
1994,Direct migration background,male,1.3018441410668184,1.2361481508656798,1.3675401312679571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,103.0
1994,Direct migration background,female,1.2131475902594104,1.1158240643712682,1.3104711161475526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,139.0
1994,Indirect migration background,male,,,,,,,,,,,,
1994,Indirect migration background,female,2.2156680349664803,1.8364759507404427,2.594860119192518,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,32.0
1995,No migration background,male,1.5795553417076607,1.483332759965649,1.6757779234496724,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,434.0
1995,No migration background,female,1.4305093689698176,1.3934680376146915,1.4675507003249437,1.0,1.0,1.9109283189907362,0.0,3.2773207974768406,1.0,1.0,1.0,687.0
1995,Direct migration background,male,1.9150100374369268,1.683379735261586,2.1466403396122677,1.0,1.0,1.645927160731798,1.0,2.614817901829495,1.0,1.0,1.0,127.0
1995,Direct migration background,female,1.293047740622507,1.2212425693851319,1.364852911859882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,177.0
1995,Indirect migration background,male,,,,,,,,,,,,
1995,Indirect migration background,female,2.14727734185693,1.6994003673236624,2.595154316390198,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,33.0
1996,No migration background,male,1.7721882981999684,1.6472816669696078,1.897094929430329,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,424.0
1996,No migration background,female,1.5931624279072105,1.5087694630924255,1.6775553927219955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,716.0
1996,Direct migration background,male,1.5241328111086376,1.403408880148912,1.6448567420683633,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,140.0
1996,Direct migration background,female,1.1473118067500065,1.1136002419076778,1.1810233715923353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165.0
1996,Indirect migration background,male,,,,,,,,,,,,
1996,Indirect migration background,female,1.1801472742013055,1.1192981789821286,1.2409963694204824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0
1997,No migration background,male,1.8155206981452445,1.7032782931299129,1.9277631031605762,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,460.0
1997,No migration background,female,1.496978187634749,1.4051961978192087,1.5887601774502893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,673.0
1997,Direct migration background,male,1.5582532153938462,1.4307463063858759,1.6857601244018166,1.0,1.0,1.6577486129186967,1.0,2.644371532296742,1.0,1.0,1.0,108.0
1997,Direct migration background,female,1.2574661373733338,1.1613231090811338,1.3536091656655338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,174.0
1997,Indirect migration background,male,,,,,,,,,,,,
1997,Indirect migration background,female,1.2995950115633594,1.205329889624849,1.3938601335018699,1.0,1.0,1.8044187389673825,1.0,3.011046847418456,1.0,1.0,1.0,36.0
