year,pgisced97,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,-5,-1,,,,,,,,,,,,
1984,-1,-1,,,,,,,,,,,,
1984,in school,-1,,,,,,,,,,,,
1984,inadequately,-1,1.2266362734563572,1.1737076140964677,1.2795649328162466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0
1984,general elemantary,-1,1.4011946606690588,1.3339491405373425,1.4684401808007752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,376.0
1984,middle vocational,-1,1.3613754856163036,1.3194344746378075,1.4033164965947997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,588.0
1984,vocational + Abi,-1,1.2603946412408789,1.099728120441355,1.4210611620404028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0
1984,higher vocational,-1,1.2412743211839012,1.1733045624352911,1.3092440799325114,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.0
1984,higher education,-1,1.2752586693780752,1.201783244466569,1.3487340942895814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.0
1985,-5,Staedtischer Raum,,,,,,,,,,,,
1985,-5,Laendlicher Raum,,,,,,,,,,,,
1985,-1,Staedtischer Raum,,,,,,,,,,,,
1985,-1,Laendlicher Raum,,,,,,,,,,,,
1985,in school,Staedtischer Raum,,,,,,,,,,,,
1985,in school,Laendlicher Raum,,,,,,,,,,,,
1985,inadequately,Staedtischer Raum,1.4797641398232755,1.3130715599523175,1.6464567196942335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84.0
1985,inadequately,Laendlicher Raum,,,,,,,,,,,,
1985,general elemantary,Staedtischer Raum,1.4074101764831901,1.3161223989218025,1.4986979540445777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0
1985,general elemantary,Laendlicher Raum,1.528848961937261,1.3256908517206711,1.7320070721538507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.0
1985,middle vocational,Staedtischer Raum,1.3772844999266531,1.3137860509149364,1.44078294893837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,411.0
1985,middle vocational,Laendlicher Raum,1.439138844130539,1.3176223407486194,1.5606553475124587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,129.0
1985,vocational + Abi,Staedtischer Raum,,,,,,,,,,,,
1985,vocational + Abi,Laendlicher Raum,,,,,,,,,,,,
1985,higher vocational,Staedtischer Raum,2.1596343962778737,1.8110702272527328,2.5081985653030143,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,57.0
1985,higher vocational,Laendlicher Raum,,,,,,,,,,,,
1985,higher education,Staedtischer Raum,1.1370714329263043,1.0892039261280941,1.1849389397245145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.0
1985,higher education,Laendlicher Raum,,,,,,,,,,,,
1986,-5,Staedtischer Raum,,,,,,,,,,,,
1986,-5,Laendlicher Raum,,,,,,,,,,,,
1986,-1,Staedtischer Raum,,,,,,,,,,,,
1986,-1,Laendlicher Raum,,,,,,,,,,,,
1986,in school,Staedtischer Raum,,,,,,,,,,,,
1986,in school,Laendlicher Raum,,,,,,,,,,,,
1986,inadequately,Staedtischer Raum,1.360252032924067,1.1786758352765236,1.5418282305716104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84.0
1986,inadequately,Laendlicher Raum,,,,,,,,,,,,
1986,general elemantary,Staedtischer Raum,1.3230783647149866,1.2753456038058992,1.370811125624074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,244.0
1986,general elemantary,Laendlicher Raum,2.04500999731861,1.3475493681011952,2.7424706265360252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0
1986,middle vocational,Staedtischer Raum,1.7026573561789662,1.5595249897282533,1.845789722629679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,445.0
1986,middle vocational,Laendlicher Raum,1.3074134242567703,1.2116545504735305,1.40317229804001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,114.0
1986,vocational + Abi,Staedtischer Raum,1.2418102771926174,1.1657290448778632,1.3178915095073716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0
1986,vocational + Abi,Laendlicher Raum,,,,,,,,,,,,
1986,higher vocational,Staedtischer Raum,1.9898316272576742,1.4658269003901905,2.513836354125158,1.0,1.0,1.6218383510479915,1.0,2.5545958776199784,1.0,1.0,1.0,51.0
1986,higher vocational,Laendlicher Raum,,,,,,,,,,,,
1986,higher education,Staedtischer Raum,1.1157915466754866,1.0774941644416909,1.1540889289092824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0
1986,higher education,Laendlicher Raum,,,,,,,,,,,,
1987,-5,Staedtischer Raum,,,,,,,,,,,,
1987,-5,Laendlicher Raum,,,,,,,,,,,,
1987,-1,Staedtischer Raum,,,,,,,,,,,,
1987,-1,Laendlicher Raum,,,,,,,,,,,,
1987,in school,Staedtischer Raum,,,,,,,,,,,,
1987,in school,Laendlicher Raum,,,,,,,,,,,,
1987,inadequately,Staedtischer Raum,2.155987167402922,1.755926131228025,2.5560482035778187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.0
1987,inadequately,Laendlicher Raum,,,,,,,,,,,,
1987,general elemantary,Staedtischer Raum,1.2422208156726373,1.2030693702067206,1.281372261138554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,224.0
1987,general elemantary,Laendlicher Raum,2.2331574999143373,1.7734248485608548,2.69289015126782,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,86.0
1987,middle vocational,Staedtischer Raum,1.4952469798315482,1.4131853645932628,1.5773085950698336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,437.0
1987,middle vocational,Laendlicher Raum,1.9178270440332188,1.5980833627169353,2.2375707253495025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,113.0
1987,vocational + Abi,Staedtischer Raum,,,,,,,,,,,,
1987,vocational + Abi,Laendlicher Raum,,,,,,,,,,,,
1987,higher vocational,Staedtischer Raum,1.278263552645117,1.191615624151733,1.3649114811385008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0
1987,higher vocational,Laendlicher Raum,,,,,,,,,,,,
1987,higher education,Staedtischer Raum,1.4955183805996846,1.3719089622970415,1.6191277989023276,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,68.0
1987,higher education,Laendlicher Raum,,,,,,,,,,,,
1988,-5,Staedtischer Raum,,,,,,,,,,,,
1988,-5,Laendlicher Raum,,,,,,,,,,,,
1988,-1,Staedtischer Raum,,,,,,,,,,,,
1988,-1,Laendlicher Raum,,,,,,,,,,,,
1988,in school,Staedtischer Raum,,,,,,,,,,,,
1988,in school,Laendlicher Raum,,,,,,,,,,,,
1988,inadequately,Staedtischer Raum,1.2264337637346772,1.160910060305504,1.2919574671638503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.0
1988,inadequately,Laendlicher Raum,,,,,,,,,,,,
1988,general elemantary,Staedtischer Raum,1.6082794586946683,1.4446254103000018,1.7719335070893347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,259.0
1988,general elemantary,Laendlicher Raum,2.330952475105378,1.811865709209148,2.850039241001608,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,69.0
1988,middle vocational,Staedtischer Raum,1.559747839092016,1.4462153892454181,1.673280288938614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,397.0
1988,middle vocational,Laendlicher Raum,1.5089670873681233,1.3406533521692703,1.6772808225669764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,103.0
1988,vocational + Abi,Staedtischer Raum,,,,,,,,,,,,
1988,vocational + Abi,Laendlicher Raum,,,,,,,,,,,,
1988,higher vocational,Staedtischer Raum,1.3771221537656777,1.2329492582996064,1.521295049231749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0
1988,higher vocational,Laendlicher Raum,,,,,,,,,,,,
1988,higher education,Staedtischer Raum,1.452473069746501,1.354342453056048,1.550603686436954,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,53.0
1988,higher education,Laendlicher Raum,,,,,,,,,,,,
1989,-5,Staedtischer Raum,,,,,,,,,,,,
