syear,migback,sampreg,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,No migration background,West,1.3721537301595856,1.334970657707605,1.4093368026115662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,886.0
1984,Direct migration background,West,1.20773704781264,1.179055667404456,1.2364184282208237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,386.0
1984,Indirect migration background,West,,,,,,,,,,,,
1985,No migration background,West,1.454071833499214,1.4013179927751986,1.5068256742232293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,835.0
1985,Direct migration background,West,1.4691373435597128,1.3769166347460977,1.561358052373328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,316.0
1985,Indirect migration background,West,,,,,,,,,,,,
1986,No migration background,West,1.5515677266424341,1.4541593100577033,1.648976143227165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,808.0
1986,Direct migration background,West,1.9630554565133493,1.696709780172955,2.2294011328537437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,366.0
1986,Indirect migration background,West,,,,,,,,,,,,
1987,No migration background,West,1.5459729502522421,1.4703155357508386,1.6216303647536456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,838.0
1987,Direct migration background,West,1.4798557822015188,1.39847781273633,1.5612337516667076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0
1987,Indirect migration background,West,,,,,,,,,,,,
1988,No migration background,West,1.5705644883473728,1.4883824133533545,1.6527465633413911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,813.0
1988,Direct migration background,West,1.6774444900093612,1.563654741103251,1.7912342389154714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,285.0
1988,Indirect migration background,West,,,,,,,,,,,,
1989,No migration background,West,1.6002278738740159,1.486609418184353,1.7138463295636788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,749.0
1989,Direct migration background,West,1.5978918383943281,1.4791576223313143,1.716626054457342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,274.0
1989,Indirect migration background,West,,,,,,,,,,,,
1990,No migration background,West,,,,,,,,,,,,
1990,No migration background,East,,,,,,,,,,,,
1990,Direct migration background,West,,,,,,,,,,,,
1990,Direct migration background,East,,,,,,,,,,,,
1990,Indirect migration background,West,,,,,,,,,,,,
1990,Indirect migration background,East,,,,,,,,,,,,
1991,No migration background,West,1.6070746203573154,1.531702782927742,1.6824464577868887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,796.0
1991,No migration background,East,,,,,,,,,,,,
1991,Direct migration background,West,1.4443684239019858,1.3765858986090191,1.5121509491949525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,261.0
1991,Direct migration background,East,,,,,,,,,,,,
1991,Indirect migration background,West,,,,,,,,,,,,
1991,Indirect migration background,East,,,,,,,,,,,,
1992,No migration background,West,1.4785078670085021,1.4251387853484,1.5318769486686041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,770.0
1992,No migration background,East,1.597289801218928,1.422183965349244,1.772395637088612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,303.0
1992,Direct migration background,West,1.3543283957518852,1.280600538857869,1.4280562526459015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,247.0
1992,Direct migration background,East,,,,,,,,,,,,
1992,Indirect migration background,West,1.4271066184519805,1.3054711632960523,1.5487420736079087,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,35.0
1992,Indirect migration background,East,,,,,,,,,,,,
1993,No migration background,West,,,,,,,,,,,,
1993,No migration background,East,,,,,,,,,,,,
1993,Direct migration background,West,,,,,,,,,,,,
1993,Direct migration background,East,,,,,,,,,,,,
1993,Indirect migration background,West,,,,,,,,,,,,
1993,Indirect migration background,East,,,,,,,,,,,,
1994,No migration background,West,1.5072208641196534,1.4371056501787485,1.5773360780605583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,768.0
1994,No migration background,East,1.4501125698595305,1.3756731860849973,1.5245519536340637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,341.0
1994,Direct migration background,West,1.2411874527178803,1.1788582292314769,1.3035166762042838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.0
1994,Direct migration background,East,,,,,,,,,,,,
1994,Indirect migration background,West,1.9762282911107638,1.6959618272503225,2.256494754971205,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,44.0
1994,Indirect migration background,East,,,,,,,,,,,,
1995,No migration background,West,1.483340586241168,1.4377953274604716,1.5288858450218643,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,728.0
1995,No migration background,East,1.4999910703085098,1.3949521907432403,1.6050299498737792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,393.0
1995,Direct migration background,West,1.5301561057613047,1.4209672835392606,1.6393449279833487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,291.0
1995,Direct migration background,East,,,,,,,,,,,,
1995,Indirect migration background,West,2.138303539368695,1.7429070211654616,2.5337000575719286,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,39.0
1995,Indirect migration background,East,,,,,,,,,,,,
1996,No migration background,West,1.6499666536531004,1.5658407903551281,1.7340925169510726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,741.0
1996,No migration background,East,1.7156540862222638,1.5797380006614936,1.851570171783034,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,399.0
1996,Direct migration background,West,1.2821254441163852,1.2415842596752773,1.322666628557493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288.0
1996,Direct migration background,East,,,,,,,,,,,,
1996,Indirect migration background,West,1.1620554179337914,1.1125471161742853,1.2115637196932976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0
1996,Indirect migration background,East,,,,,,,,,,,,
1997,No migration background,West,1.5917664092762949,1.517025447607756,1.6665073709448337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,749.0
1997,No migration background,East,1.768038408160661,1.5956342010711586,1.9404426152501635,1.0,1.0,1.7197361213938733,1.0,2.7993403034846835,1.0,1.0,1.0,384.0
1997,Direct migration background,West,1.3646119768185465,1.28365015601678,1.4455737976203131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,266.0
1997,Direct migration background,East,,,,,,,,,,,,
1997,Indirect migration background,West,1.306027857304455,1.2342656525850637,1.3777900620238464,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,54.0
1997,Indirect migration background,East,,,,,,,,,,,,
1998,No migration background,West,1.494586038366235,1.4472770220370867,1.5418950546953833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,877.0
1998,No migration background,East,1.3966717097882262,1.3525215230001495,1.4408218965763029,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,440.0
1998,Direct migration background,West,1.8271429754743689,1.4801120829248948,2.174173868023843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,269.0
1998,Direct migration background,East,,,,,,,,,,,,
1998,Indirect migration background,West,1.2416457835955128,1.1516802221899056,1.33161134500112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.0
1998,Indirect migration background,East,,,,,,,,,,,,
1999,No migration background,West,1.5317208727895173,1.486042292756945,1.5773994528220896,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,853.0
1999,No migration background,East,1.5125786999668789,1.4511787630450386,1.5739786368887192,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,443.0
1999,Direct migration background,West,1.4705967461430305,1.3444266783264673,1.5967668139595936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0
1999,Direct migration background,East,,,,,,,,,,,,
1999,Indirect migration background,West,1.224630680276924,1.1461598984898238,1.3031014620640242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0
1999,Indirect migration background,East,,,,,,,,,,,,
2000,No migration background,West,1.599916557649179,1.5537431747615407,1.6460899405368172,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1662.0
2000,No migration background,East,1.6141764433965708,1.5562202705072266,1.6721326162859151,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,672.0
2000,Direct migration background,West,1.6713717949919358,1.5491509552256002,1.7935926347582714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,346.0
2000,Direct migration background,East,,,,,,,,,,,,
2000,Indirect migration background,West,1.5536547365844093,1.4124742458258708,1.694835227342948,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,77.0
2000,Indirect migration background,East,,,,,,,,,,,,
2001,No migration background,West,1.3891072520141972,1.365479241105113,1.4127352629232812,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1557.0
2001,No migration background,East,1.3378834388460277,1.3074383711587199,1.3683285065333355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,609.0
2001,Direct migration background,West,1.4011169060992117,1.36195737372788,1.4402764384705433,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,317.0
2001,Direct migration background,East,,,,,,,,,,,,
2001,Indirect migration background,West,1.268628378711071,1.199290347691753,1.3379664097303892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.0
2001,Indirect migration background,East,,,,,,,,,,,,
2002,No migration background,West,1.3352352579999767,1.314558186970943,1.3559123290290103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1641.0
2002,No migration background,East,1.4974556009128308,1.4292874910032702,1.5656237108223914,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,620.0
2002,Direct migration background,West,1.3497950688999072,1.2920500711776308,1.4075400666221836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,304.0
2002,Direct migration background,East,,,,,,,,,,,,
2002,Indirect migration background,West,1.3440387135628082,1.2434096219072548,1.4446678052183617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78.0
2002,Indirect migration background,East,,,,,,,,,,,,
2003,No migration background,West,1.4298426897240362,1.403828258187726,1.4558571212603464,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1584.0
2003,No migration background,East,1.401788272528689,1.3665232378431642,1.4370533072142138,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,621.0
2003,Direct migration background,West,1.3817758994888059,1.3303683249734097,1.433183474004202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,282.0
2003,Direct migration background,East,,,,,,,,,,,,
2003,Indirect migration background,West,1.4008892733143523,1.2843692278671492,1.5174093187615554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0
2003,Indirect migration background,East,,,,,,,,,,,,
2004,No migration background,West,1.417816291287043,1.3912140416184138,1.444418540955672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1575.0
2004,No migration background,East,1.4620840790127139,1.4244967157698256,1.4996714422556021,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,589.0
2004,Direct migration background,West,1.3701368253696953,1.328511428340866,1.4117622223985244,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,276.0
2004,Direct migration background,East,,,,,,,,,,,,
2004,Indirect migration background,West,1.0652214502075756,1.036982493046154,1.0934604073689973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69.0
2004,Indirect migration background,East,,,,,,,,,,,,
2005,No migration background,West,1.390861780960439,1.3674114020792352,1.414312159841643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1339.0
2005,No migration background,East,1.4573794888524532,1.416993574776447,1.4977654029284593,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,583.0
2005,Direct migration background,West,1.3884759936467925,1.3389942143932054,1.4379577729003796,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,237.0
2005,Direct migration background,East,,,,,,,,,,,,
2005,Indirect migration background,West,1.4871417917510885,1.2493222931647385,1.7249612903374385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.0
2005,Indirect migration background,East,,,,,,,,,,,,
2006,No migration background,West,1.3641682260802803,1.3446249840982483,1.3837114680623124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1559.0
2006,No migration background,East,1.6370640822914981,1.5577582792102704,1.7163698853727258,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,625.0
2006,Direct migration background,West,1.2784396401188771,1.2209724655710417,1.3359068146667126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,239.0
2006,Direct migration background,East,,,,,,,,,,,,
2006,Indirect migration background,West,1.2289710448943443,1.1545401590500854,1.303401930738603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.0
2006,Indirect migration background,East,,,,,,,,,,,,
2007,No migration background,West,1.4957834783503672,1.464754100379228,1.5268128563215064,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1505.0
2007,No migration background,East,1.3843126874077827,1.3497222753139702,1.4189030995015952,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,602.0
2007,Direct migration background,West,1.3884315924501964,1.3210152005774816,1.4558479843229113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,221.0
2007,Direct migration background,East,,,,,,,,,,,,
2007,Indirect migration background,West,1.1736727044304736,1.1155789598743036,1.2317664489866436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.0
2007,Indirect migration background,East,,,,,,,,,,,,
2008,No migration background,West,1.4463612046405525,1.4212557903660101,1.471466618915095,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1340.0
2008,No migration background,East,1.3691405489566557,1.33503175079497,1.4032493471183414,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,581.0
2008,Direct migration background,West,1.3014779591468235,1.2598885660043047,1.3430673522893424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,198.0
2008,Direct migration background,East,,,,,,,,,,,,
2008,Indirect migration background,West,1.1915540595156588,1.0915215293515201,1.2915865896797976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0
2008,Indirect migration background,East,,,,,,,,,,,,
2009,No migration background,West,1.5164968055437262,1.4764665040423317,1.5565271070451208,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1412.0
2009,No migration background,East,1.4066058634919838,1.3673610792935909,1.4458506476903767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,577.0
2009,Direct migration background,West,1.3785772547489394,1.3340810379425572,1.4230734715553217,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,181.0
2009,Direct migration background,East,,,,,,,,,,,,
2009,Indirect migration background,West,1.1472149946002506,1.0888287650645718,1.2056012241359293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.0
2009,Indirect migration background,East,,,,,,,,,,,,
2010,No migration background,West,1.4506345731975336,1.4232796186955077,1.4779895276995596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1924.0
2010,No migration background,East,1.3890339399910057,1.3604084369469855,1.4176594430350258,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,730.0
2010,Direct migration background,West,1.4657529149500137,1.3916628629098473,1.53984296699018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,406.0
2010,Direct migration background,East,,,,,,,,,,,,
2010,Indirect migration background,West,1.328087863860332,1.2734020245782336,1.3827737031424303,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,135.0
2010,Indirect migration background,East,,,,,,,,,,,,
2011,No migration background,West,1.4349014207667643,1.4098665615719688,1.4599362799615598,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2335.0
2011,No migration background,East,1.3842889285265778,1.3579158006112906,1.410662056441865,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,875.0
2011,Direct migration background,West,1.365511123384839,1.330314819989471,1.4007074267802069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,453.0
2011,Direct migration background,East,1.4733572009219074,1.3409925098857884,1.6057218919580263,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,31.0
2011,Indirect migration background,West,1.2599727819046393,1.1968376597867014,1.3231079040225773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,125.0
2011,Indirect migration background,East,,,,,,,,,,,,
2012,No migration background,West,1.4618716848893092,1.4371003535576727,1.4866430162209456,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2250.0
2012,No migration background,East,1.4174606865210722,1.3865697829362074,1.448351590105937,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,854.0
2012,Direct migration background,West,1.3778131451990658,1.334711215360791,1.4209150750373407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,389.0
2012,Direct migration background,East,,,,,,,,,,,,
2012,Indirect migration background,West,1.4534660422259427,1.3579276835193699,1.5490044009325155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,147.0
2012,Indirect migration background,East,,,,,,,,,,,,
2013,No migration background,West,1.404598584873404,1.384620166670374,1.424577003076434,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,2162.0
2013,No migration background,East,1.5048875626448115,1.461356585715011,1.548418539574612,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,755.0
2013,Direct migration background,West,1.3718848598287612,1.327947040257954,1.4158226793995683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,328.0
2013,Direct migration background,East,,,,,,,,,,,,
2013,Indirect migration background,West,1.408758347471825,1.3310542523947089,1.4864624425489412,1.0,1.0,1.613031094614087,1.0,2.532577736535217,1.0,1.0,1.0,114.0
2013,Indirect migration background,East,,,,,,,,,,,,
2014,No migration background,West,1.4053051537864436,1.3852296460328992,1.425380661539988,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1825.0
2014,No migration background,East,1.4566761184875963,1.4212905223156442,1.4920617146595483,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,701.0
2014,Direct migration background,West,1.3183211176585992,1.2801192943985673,1.356522940918631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,298.0
2014,Direct migration background,East,,,,,,,,,,,,
2014,Indirect migration background,West,1.2147710028961072,1.1636847709877858,1.2658572348044286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.0
2014,Indirect migration background,East,,,,,,,,,,,,
2015,No migration background,West,1.4527991509307403,1.4170035185118108,1.4885947833496698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1813.0
2015,No migration background,East,1.436690853638374,1.3995723629362846,1.4738093443404634,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,685.0
2015,Direct migration background,West,1.3077654568523938,1.2713963955857428,1.3441345181190447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,551.0
2015,Direct migration background,East,1.0508340183274212,1.0182443470549458,1.0834236895998965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.0
2015,Indirect migration background,West,1.2367654466723874,1.1824795444659153,1.2910513488788595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,171.0
2015,Indirect migration background,East,,,,,,,,,,,,
2016,No migration background,West,1.5181448906094888,1.4678936393296016,1.568396141889376,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1690.0
2016,No migration background,East,1.4529907490466927,1.4151595899619256,1.4908219081314598,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,607.0
2016,Direct migration background,West,1.290756726683307,1.2612537066458034,1.3202597467208108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,604.0
2016,Direct migration background,East,1.1422403743314766,1.047308234192758,1.2371725144701953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48.0
2016,Indirect migration background,West,1.7210040781238247,1.438261267280655,2.0037468889669943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,165.0
2016,Indirect migration background,East,,,,,,,,,,,,
2017,No migration background,West,1.4477674119192536,1.4258607213054213,1.469674102533086,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1973.0
2017,No migration background,East,1.488445173182454,1.4377088555010102,1.5391814908638977,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,698.0
2017,Direct migration background,West,1.3481653848128334,1.316693008460776,1.379637761164891,1.0,1.0,1.289118307640093,1.0,1.7227957691002325,1.0,1.0,1.0,560.0
2017,Direct migration background,East,1.734190948724015,1.5528945060660087,1.9154873913820214,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,61.0
2017,Indirect migration background,West,1.2246670892133238,1.1772500083169988,1.2720841701096488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,176.0
2017,Indirect migration background,East,,,,,,,,,,,,
2018,No migration background,West,1.438355089556692,1.4163658338673812,1.4603443452460025,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1868.0
2018,No migration background,East,1.5054172939421908,1.4155120037327835,1.595322584151598,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,715.0
2018,Direct migration background,West,1.2317541193376849,1.1929599941731894,1.2705482445021803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,525.0
2018,Direct migration background,East,1.1441744091555797,1.0996202091593217,1.1887286091518376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0
2018,Indirect migration background,West,1.188316092333537,1.1395776822310963,1.2370545024359776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,178.0
2018,Indirect migration background,East,,,,,,,,,,,,
2019,No migration background,West,1.4468388150537483,1.4187427668853778,1.4749348632221189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1979.0
2019,No migration background,East,1.4694011209761542,1.4374943918034564,1.501307850148852,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,704.0
2019,Direct migration background,West,1.3391805719041245,1.2994015417325613,1.3789596020756878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,487.0
2019,Direct migration background,East,1.2650141016605705,1.1660189475543252,1.3640092557668158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0
2019,Indirect migration background,West,1.2356078016947254,1.18813230019287,1.2830833031965807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,169.0
2019,Indirect migration background,East,,,,,,,,,,,,
2020,No migration background,West,1.4572028646075654,1.429173619140003,1.4852321100751278,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1841.0
2020,No migration background,East,1.4261171103557164,1.3863786498134045,1.4658555708980283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,622.0
2020,Direct migration background,West,1.4886236984730106,1.4488301763862703,1.5284172205597508,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,866.0
2020,Direct migration background,East,1.7704474714152314,1.6806951894817923,1.8601997533486705,1.0,1.4924471768724707,2.0,1.0,3.5,2.0,2.0,3.0,91.0
2020,Indirect migration background,West,1.2260723491164023,1.179947660916996,1.2721970373158085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0
2020,Indirect migration background,East,,,,,,,,,,,,
2021,No migration background,West,1.5500040300892446,1.5136943951317525,1.5863136650467367,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,1208.0
2021,No migration background,East,1.6054335875542105,1.4876717842842668,1.7231953908241542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,403.0
2021,Direct migration background,West,1.6750534043710907,1.522190923616059,1.8279158851261226,1.0,1.0,2.0,1.0,3.5,1.0,1.0,1.0,309.0
2021,Direct migration background,East,,,,,,,,,,,,
2021,Indirect migration background,West,1.5921990323328197,1.458002118821354,1.7263959458442852,1.0,1.0,2.0,1.0,3.5,1.0,0.0,1.0,86.0
2021,Indirect migration background,East,,,,,,,,,,,,
