year,sex,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,male,Yes,0.10178,885,8598,0.09539,0.10817
2009,male,No,0.89822,7713,8598,0.89183,0.90461
2009,female,Yes,0.09449,769,9420,0.08859,0.10040
2009,female,No,0.90551,8651,9420,0.89960,0.91141
2011,male,Yes,0.10907,1101,9789,0.10289,0.11524
2011,male,No,0.89093,8688,9789,0.88476,0.89711
2011,female,Yes,0.09104,869,10956,0.08566,0.09643
2011,female,No,0.90896,10087,10956,0.90357,0.91434
2013,male,Yes,0.11998,1048,8834,0.11320,0.12676
2013,male,No,0.88002,7786,8834,0.87324,0.88680
2013,female,Yes,0.10513,902,10032,0.09913,0.11114
2013,female,No,0.89487,9130,10032,0.88886,0.90087
2015,male,Yes,0.11290,1148,11459,0.10711,0.11869
2015,male,No,0.88710,10311,11459,0.88131,0.89289
2015,female,Yes,0.09096,937,13581,0.08613,0.09580
2015,female,No,0.90904,12644,13581,0.90420,0.91387
2017,male,Yes,0.11274,1209,12261,0.10714,0.11833
2017,male,No,0.88726,11052,12261,0.88167,0.89286
2017,female,Yes,0.08245,938,14288,0.07794,0.08696
2017,female,No,0.91755,13350,14288,0.91304,0.92206
2019,male,Yes,0.11641,1328,12279,0.11074,0.12208
2019,male,No,0.88359,10951,12279,0.87792,0.88926
2019,female,Yes,0.08933,975,13441,0.08451,0.09416
2019,female,No,0.91067,12466,13441,0.90584,0.91549
2021,male,Yes,0.11574,942,9291,0.10924,0.12225
2021,male,No,0.88426,8349,9291,0.87775,0.89076
2021,female,Yes,0.10320,758,9869,0.09720,0.10920
2021,female,No,0.89680,9111,9869,0.89080,0.90280
