year,quintil_oecd,sampreg,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,West,Yes,0.12312,233,1941,0.10850,0.13774
2009,1st Quintile,West,No,0.87688,1708,1941,0.86226,0.89150
2009,1st Quintile,East,Yes,0.09447,91,927,0.07563,0.11331
2009,1st Quintile,East,No,0.90553,836,927,0.88669,0.92437
2009,2nd Quintile,West,Yes,0.11850,227,2094,0.10465,0.13234
2009,2nd Quintile,West,No,0.88150,1867,2094,0.86766,0.89535
2009,2nd Quintile,East,Yes,0.15916,160,1068,0.13721,0.18112
2009,2nd Quintile,East,No,0.84084,908,1068,0.81888,0.86279
2009,3rd Quintile,West,Yes,0.08710,181,2332,0.07566,0.09855
2009,3rd Quintile,West,No,0.91290,2151,2332,0.90145,0.92434
2009,3rd Quintile,East,Yes,0.12446,123,1075,0.10471,0.14420
2009,3rd Quintile,East,No,0.87554,952,1075,0.85580,0.89529
2009,4th Quintile,West,Yes,0.08573,255,2967,0.07565,0.09580
2009,4th Quintile,West,No,0.91427,2712,2967,0.90420,0.92435
2009,4th Quintile,East,Yes,0.08914,70,803,0.06941,0.10886
2009,4th Quintile,East,No,0.91086,733,803,0.89114,0.93059
2009,5th Quintile,West,Yes,0.07116,279,4138,0.06332,0.07899
2009,5th Quintile,West,No,0.92884,3859,4138,0.92101,0.93668
2009,5th Quintile,East,Yes,0.04495,35,668,0.02922,0.06067
2009,5th Quintile,East,No,0.95505,633,668,0.93933,0.97078
2011,1st Quintile,West,Yes,0.14883,207,1645,0.13163,0.16604
2011,1st Quintile,West,No,0.85117,1438,1645,0.83396,0.86837
2011,1st Quintile,East,Yes,0.11965,89,848,0.09779,0.14151
2011,1st Quintile,East,No,0.88035,759,848,0.85849,0.90221
2011,2nd Quintile,West,Yes,0.12366,193,1735,0.10817,0.13916
2011,2nd Quintile,West,No,0.87634,1542,1735,0.86084,0.89183
2011,2nd Quintile,East,Yes,0.16814,152,992,0.14486,0.19143
2011,2nd Quintile,East,No,0.83186,840,992,0.80857,0.85514
2011,3rd Quintile,West,Yes,0.09317,199,2214,0.08106,0.10528
2011,3rd Quintile,West,No,0.90683,2015,2214,0.89472,0.91894
2011,3rd Quintile,East,Yes,0.12449,98,850,0.10228,0.14670
2011,3rd Quintile,East,No,0.87551,752,850,0.85330,0.89772
2011,4th Quintile,West,Yes,0.08027,195,2590,0.06980,0.09074
2011,4th Quintile,West,No,0.91973,2395,2590,0.90926,0.93020
2011,4th Quintile,East,Yes,0.08240,53,699,0.06200,0.10280
2011,4th Quintile,East,No,0.91760,646,699,0.89720,0.93800
2011,5th Quintile,West,Yes,0.07964,269,3576,0.07077,0.08852
2011,5th Quintile,West,No,0.92036,3307,3576,0.91148,0.92923
2011,5th Quintile,East,No,0.94547,485,485,0.92524,0.96570
2013,1st Quintile,West,Yes,0.14972,250,2079,0.13438,0.16506
2013,1st Quintile,West,No,0.85028,1829,2079,0.83494,0.86562
2013,1st Quintile,East,Yes,0.13099,116,1021,0.11029,0.15170
2013,1st Quintile,East,No,0.86901,905,1021,0.84830,0.88971
2013,2nd Quintile,West,Yes,0.13766,283,2324,0.12365,0.15168
2013,2nd Quintile,West,No,0.86234,2041,2324,0.84832,0.87635
2013,2nd Quintile,East,Yes,0.14911,168,1117,0.12821,0.17001
2013,2nd Quintile,East,No,0.85089,949,1117,0.82999,0.87179
2013,3rd Quintile,West,Yes,0.11868,299,2667,0.10641,0.13096
2013,3rd Quintile,West,No,0.88132,2368,2667,0.86904,0.89359
2013,3rd Quintile,East,Yes,0.12548,110,937,0.10425,0.14670
2013,3rd Quintile,East,No,0.87452,827,937,0.85330,0.89575
2013,4th Quintile,West,Yes,0.09881,280,3135,0.08836,0.10926
2013,4th Quintile,West,No,0.90119,2855,3135,0.89074,0.91164
2013,4th Quintile,East,Yes,0.08403,68,782,0.06457,0.10348
2013,4th Quintile,East,No,0.91597,714,782,0.89652,0.93543
2013,5th Quintile,West,Yes,0.07698,336,4205,0.06892,0.08503
2013,5th Quintile,West,No,0.92302,3869,4205,0.91497,0.93108
2013,5th Quintile,East,Yes,0.06379,39,595,0.04414,0.08344
