year,age_gr,quintil_oecd,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,1st Quintile,No,0.97974,695,695,0.96926,0.99022
2009,17-29 y.,2nd Quintile,No,0.98979,479,479,0.98078,0.99880
2009,17-29 y.,3rd Quintile,No,0.98721,556,556,0.97786,0.99656
2009,17-29 y.,4th Quintile,No,0.99443,583,583,0.98838,1.00048
2009,17-29 y.,5th Quintile,No,0.99926,505,505,0.99689,1.00163
2009,30-45 y.,1st Quintile,No,0.97969,649,649,0.96883,0.99055
2009,30-45 y.,2nd Quintile,No,0.98340,838,838,0.97475,0.99206
2009,30-45 y.,3rd Quintile,No,0.98906,931,931,0.98237,0.99575
2009,30-45 y.,4th Quintile,No,0.97862,1029,1029,0.96977,0.98746
2009,30-45 y.,5th Quintile,No,0.98950,1150,1150,0.98361,0.99539
2009,46-65 y.,1st Quintile,Yes,0.11860,87,778,0.09586,0.14133
2009,46-65 y.,1st Quintile,No,0.88140,691,778,0.85867,0.90414
2009,46-65 y.,2nd Quintile,Yes,0.09357,63,775,0.07305,0.11409
2009,46-65 y.,2nd Quintile,No,0.90643,712,775,0.88591,0.92695
2009,46-65 y.,3rd Quintile,Yes,0.08049,80,1073,0.06420,0.09677
2009,46-65 y.,3rd Quintile,No,0.91951,993,1073,0.90323,0.93580
2009,46-65 y.,4th Quintile,Yes,0.06651,103,1405,0.05348,0.07955
2009,46-65 y.,4th Quintile,No,0.93349,1302,1405,0.92045,0.94652
2009,46-65 y.,5th Quintile,Yes,0.06366,126,2293,0.05366,0.07365
2009,46-65 y.,5th Quintile,No,0.93634,2167,2293,0.92635,0.94634
2009,66 and older,1st Quintile,Yes,0.28894,206,715,0.25569,0.32218
2009,66 and older,1st Quintile,No,0.71106,509,715,0.67782,0.74431
2009,66 and older,2nd Quintile,Yes,0.30803,302,1048,0.28007,0.33600
2009,66 and older,2nd Quintile,No,0.69197,746,1048,0.66400,0.71993
2009,66 and older,3rd Quintile,Yes,0.26735,210,833,0.23727,0.29742
2009,66 and older,3rd Quintile,No,0.73265,623,833,0.70258,0.76273
2009,66 and older,4th Quintile,Yes,0.27790,194,725,0.24526,0.31053
2009,66 and older,4th Quintile,No,0.72210,531,725,0.68947,0.75474
2009,66 and older,5th Quintile,Yes,0.22362,172,842,0.19546,0.25178
2009,66 and older,5th Quintile,No,0.77638,670,842,0.74822,0.80454
2011,17-29 y.,1st Quintile,No,0.97505,517,517,0.96159,0.98851
2011,17-29 y.,2nd Quintile,No,0.99833,423,423,0.99443,1.00223
2011,17-29 y.,3rd Quintile,No,0.98452,471,471,0.97335,0.99568
2011,17-29 y.,4th Quintile,No,0.99204,465,465,0.98396,1.00013
2011,17-29 y.,5th Quintile,No,0.99579,378,378,0.98925,1.00233
2011,30-45 y.,1st Quintile,No,0.98028,509,509,0.96819,0.99237
2011,30-45 y.,2nd Quintile,No,0.97357,633,633,0.96106,0.98608
2011,30-45 y.,3rd Quintile,No,0.98902,751,751,0.98156,0.99648
2011,30-45 y.,4th Quintile,No,0.99325,874,874,0.98782,0.99868
2011,30-45 y.,5th Quintile,No,0.98972,880,880,0.98305,0.99639
2011,46-65 y.,1st Quintile,Yes,0.12170,82,737,0.09808,0.14532
2011,46-65 y.,1st Quintile,No,0.87830,655,737,0.85468,0.90192
2011,46-65 y.,2nd Quintile,Yes,0.08051,65,751,0.06104,0.09999
2011,46-65 y.,2nd Quintile,No,0.91949,686,751,0.90001,0.93896
2011,46-65 y.,3rd Quintile,Yes,0.07919,81,1014,0.06256,0.09582
2011,46-65 y.,3rd Quintile,No,0.92081,933,1014,0.90418,0.93744
2011,46-65 y.,4th Quintile,Yes,0.06711,84,1336,0.05369,0.08054
2011,46-65 y.,4th Quintile,No,0.93289,1252,1336,0.91946,0.94631
2011,46-65 y.,5th Quintile,Yes,0.07195,115,2035,0.06072,0.08318
2011,46-65 y.,5th Quintile,No,0.92805,1920,2035,0.91682,0.93928
2011,66 and older,1st Quintile,Yes,0.26220,195,711,0.22985,0.29455
2011,66 and older,1st Quintile,No,0.73780,516,711,0.70545,0.77015
2011,66 and older,2nd Quintile,Yes,0.29130,265,905,0.26168,0.32092
2011,66 and older,2nd Quintile,No,0.70870,640,905,0.67908,0.73832
2011,66 and older,3rd Quintile,Yes,0.23576,191,803,0.20638,0.26514
2011,66 and older,3rd Quintile,No,0.76424,612,803,0.73486,0.79362
2011,66 and older,4th Quintile,Yes,0.25220,149,599,0.21739,0.28701
2011,66 and older,4th Quintile,No,0.74780,450,599,0.71299,0.78261
2011,66 and older,5th Quintile,Yes,0.23335,169,783,0.20370,0.26299
2011,66 and older,5th Quintile,No,0.76665,614,783,0.73701,0.79630
2013,17-29 y.,1st Quintile,No,0.97875,652,652,0.96767,0.98983
2013,17-29 y.,2nd Quintile,No,0.99429,473,473,0.98750,1.00109
2013,17-29 y.,3rd Quintile,No,0.99242,472,472,0.98459,1.00025
2013,17-29 y.,4th Quintile,No,0.98400,491,491,0.97288,0.99511
2013,17-29 y.,5th Quintile,No,0.99463,420,420,0.98764,1.00163
2013,30-45 y.,1st Quintile,No,0.96830,625,625,0.95455,0.98204
2013,30-45 y.,2nd Quintile,No,0.97556,774,774,0.96468,0.98645
2013,30-45 y.,3rd Quintile,No,0.98424,781,781,0.97550,0.99298
2013,30-45 y.,4th Quintile,No,0.98179,880,880,0.97295,0.99063
2013,30-45 y.,5th Quintile,No,0.98065,930,930,0.97179,0.98951
2013,46-65 y.,1st Quintile,Yes,0.12478,112,970,0.10398,0.14559
