year,migback,pgisced97,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,No answer / don't know,No,0.99649,237,237,0.98895,1.00404
2009,No migration background,Pre-primary Level,No,0.99837,251,251,0.99337,1.00337
2009,No migration background,Primary Level,No,0.98623,63,63,0.95722,1.01524
2009,No migration background,Lower Secondary Level,Yes,0.17085,197,1282,0.15024,0.19146
2009,No migration background,Lower Secondary Level,No,0.82915,1085,1282,0.80854,0.84976
2009,No migration background,Upper Secondary Level,Yes,0.11043,847,8160,0.10363,0.11723
2009,No migration background,Upper Secondary Level,No,0.88957,7313,8160,0.88277,0.89637
2009,No migration background,Post-secondary Non-tertiary Level,Yes,0.05104,34,790,0.03569,0.06640
2009,No migration background,Post-secondary Non-tertiary Level,No,0.94896,756,790,0.93360,0.96431
2009,No migration background,First Stage of Tertiary Education,Yes,0.10827,119,1206,0.09073,0.12582
2009,No migration background,First Stage of Tertiary Education,No,0.89173,1087,1206,0.87418,0.90927
2009,No migration background,Second Stage of Tertiary Education,Yes,0.08558,305,3656,0.07651,0.09465
2009,No migration background,Second Stage of Tertiary Education,No,0.91442,3351,3656,0.90535,0.92349
2009,Direct migration background,Primary Level,No,0.87659,83,83,0.80540,0.94778
2009,Direct migration background,Lower Secondary Level,Yes,0.12499,36,362,0.09088,0.15911
2009,Direct migration background,Lower Secondary Level,No,0.87501,326,362,0.84089,0.90912
2009,Direct migration background,Upper Secondary Level,Yes,0.07147,44,615,0.05109,0.09184
2009,Direct migration background,Upper Secondary Level,No,0.92853,571,615,0.90816,0.94891
2009,Direct migration background,Post-secondary Non-tertiary Level,No,0.88927,154,154,0.83955,0.93899
2009,Direct migration background,First Stage of Tertiary Education,No,0.89083,84,84,0.82373,0.95792
2009,Direct migration background,Second Stage of Tertiary Education,No,0.92830,268,268,0.89736,0.95925
2009,Indirect migration background,No answer / don't know,No,0.99609,63,63,0.98055,1.01163
2009,Indirect migration background,Upper Secondary Level,No,0.98815,285,285,0.97557,1.00074
2009,Indirect migration background,Post-secondary Non-tertiary Level,No,0.99228,36,36,0.96328,1.02128
2009,Indirect migration background,Second Stage of Tertiary Education,No,0.97281,84,84,0.93782,1.00780
2011,No migration background,No answer / don't know,No,0.98903,204,204,0.97470,1.00336
2011,No migration background,Primary Level,No,0.88579,107,107,0.82525,0.94634
2011,No migration background,Lower Secondary Level,Yes,0.15258,227,1614,0.13503,0.17013
2011,No migration background,Lower Secondary Level,No,0.84742,1387,1614,0.82987,0.86497
2011,No migration background,Upper Secondary Level,Yes,0.11071,991,9378,0.10435,0.11706
2011,No migration background,Upper Secondary Level,No,0.88929,8387,9378,0.88294,0.89565
2011,No migration background,Post-secondary Non-tertiary Level,Yes,0.04829,37,945,0.03461,0.06196
2011,No migration background,Post-secondary Non-tertiary Level,No,0.95171,908,945,0.93804,0.96539
