year,age_gr,pgisced97,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No answer / don't know,No,0.99675,307,307,0.99037,1.00313
2009,17-29 y.,Pre-primary Level,No,0.99883,312,312,0.99503,1.00263
2009,17-29 y.,Lower Secondary Level,No,0.96668,468,468,0.95040,0.98296
2009,17-29 y.,Upper Secondary Level,No,0.99065,1245,1245,0.98530,0.99600
2009,17-29 y.,Post-secondary Non-tertiary Level,No,0.99329,185,185,0.98150,1.00509
2009,17-29 y.,Second Stage of Tertiary Education,No,0.99431,244,244,0.98485,1.00377
2009,30-45 y.,Primary Level,No,0.97568,47,47,0.93117,1.02020
2009,30-45 y.,Lower Secondary Level,No,0.96587,266,266,0.94401,0.98773
2009,30-45 y.,Upper Secondary Level,Yes,0.01790,44,2331,0.01252,0.02329
2009,30-45 y.,Upper Secondary Level,No,0.98210,2287,2331,0.97671,0.98748
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.98608,431,431,0.97501,0.99715
2009,30-45 y.,First Stage of Tertiary Education,No,0.98517,428,428,0.97370,0.99663
2009,30-45 y.,Second Stage of Tertiary Education,No,0.99307,1134,1134,0.98824,0.99790
2009,46-65 y.,Primary Level,No,0.90802,51,51,0.82792,0.98813
2009,46-65 y.,Lower Secondary Level,Yes,0.07785,35,389,0.05119,0.10452
2009,46-65 y.,Lower Secondary Level,No,0.92215,354,389,0.89548,0.94881
2009,46-65 y.,Upper Secondary Level,Yes,0.08721,266,3295,0.07758,0.09685
2009,46-65 y.,Upper Secondary Level,No,0.91279,3029,3295,0.90315,0.92242
2009,46-65 y.,Post-secondary Non-tertiary Level,No,0.93553,261,261,0.90567,0.96538
2009,46-65 y.,First Stage of Tertiary Education,Yes,0.08172,41,545,0.05870,0.10474
2009,46-65 y.,First Stage of Tertiary Education,No,0.91828,504,545,0.89526,0.94130
2009,46-65 y.,Second Stage of Tertiary Education,Yes,0.06648,100,1759,0.05484,0.07813
2009,46-65 y.,Second Stage of Tertiary Education,No,0.93352,1659,1759,0.92187,0.94516
2009,66 and older,Primary Level,No,0.84386,34,34,0.72001,0.96771
2009,66 and older,Lower Secondary Level,Yes,0.31537,186,653,0.27970,0.35104
2009,66 and older,Lower Secondary Level,No,0.68463,467,653,0.64896,0.72030
2009,66 and older,Upper Secondary Level,Yes,0.27180,567,2175,0.25309,0.29050
2009,66 and older,Upper Secondary Level,No,0.72820,1608,2175,0.70950,0.74691
2009,66 and older,Post-secondary Non-tertiary Level,No,0.68887,69,69,0.57884,0.79891
2009,66 and older,First Stage of Tertiary Education,Yes,0.28022,83,315,0.23054,0.32989
2009,66 and older,First Stage of Tertiary Education,No,0.71978,232,315,0.67011,0.76946
2009,66 and older,Second Stage of Tertiary Education,Yes,0.25841,215,881,0.22949,0.28734
2009,66 and older,Second Stage of Tertiary Education,No,0.74159,666,881,0.71266,0.77051
2011,17-29 y.,No answer / don't know,No,0.99763,262,262,0.99174,1.00353
2011,17-29 y.,Primary Level,No,0.92879,36,36,0.84358,1.01399
2011,17-29 y.,Lower Secondary Level,No,0.96935,464,464,0.95366,0.98505
2011,17-29 y.,Upper Secondary Level,No,0.99442,1337,1337,0.99042,0.99841
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.99713,213,213,0.98993,1.00433
2011,17-29 y.,Second Stage of Tertiary Education,No,0.97356,280,280,0.95473,0.99239
2011,30-45 y.,Primary Level,No,0.98528,60,60,0.95456,1.01601
2011,30-45 y.,Lower Secondary Level,No,0.98054,327,327,0.96554,0.99554
2011,30-45 y.,Upper Secondary Level,Yes,0.02484,52,2376,0.01858,0.03110
2011,30-45 y.,Upper Secondary Level,No,0.97516,2324,2376,0.96890,0.98142
2011,30-45 y.,Post-secondary Non-tertiary Level,No,0.98740,466,466,0.97726,0.99754
2011,30-45 y.,First Stage of Tertiary Education,No,0.99394,362,362,0.98593,1.00195
2011,30-45 y.,Second Stage of Tertiary Education,No,0.99128,1211,1211,0.98604,0.99652
2011,46-65 y.,Primary Level,No,0.84173,63,63,0.75087,0.93258
2011,46-65 y.,Lower Secondary Level,Yes,0.09259,47,536,0.06802,0.11715
2011,46-65 y.,Lower Secondary Level,No,0.90741,489,536,0.88285,0.93198
2011,46-65 y.,Upper Secondary Level,Yes,0.08221,333,4121,0.07383,0.09060
2011,46-65 y.,Upper Secondary Level,No,0.91779,3788,4121,0.90940,0.92617
