year,pgisced97,sex,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,male,No,0.98735,171,171,0.97055,1.00415
2009,No answer / don't know,female,No,0.99806,153,153,0.99108,1.00505
2009,Pre-primary Level,male,No,0.99780,168,168,0.99068,1.00491
2009,Primary Level,male,No,0.95622,62,62,0.90487,1.00756
2009,Primary Level,female,No,0.89474,92,92,0.83168,0.95779
2009,Lower Secondary Level,male,Yes,0.10089,44,556,0.07583,0.12595
2009,Lower Secondary Level,male,No,0.89911,512,556,0.87405,0.92417
2009,Lower Secondary Level,female,Yes,0.16865,189,1232,0.14773,0.18956
2009,Lower Secondary Level,female,No,0.83135,1043,1232,0.81044,0.85227
2009,Upper Secondary Level,male,Yes,0.10756,472,4275,0.09827,0.11685
2009,Upper Secondary Level,male,No,0.89244,3803,4275,0.88315,0.90173
2009,Upper Secondary Level,female,Yes,0.09808,422,4788,0.08966,0.10651
2009,Upper Secondary Level,female,No,0.90192,4366,4788,0.89349,0.91034
2009,Post-secondary Non-tertiary Level,male,No,0.92889,368,368,0.90259,0.95518
2009,Post-secondary Non-tertiary Level,female,No,0.94665,578,578,0.92831,0.96498
2009,First Stage of Tertiary Education,male,Yes,0.12286,91,783,0.09985,0.14587
2009,First Stage of Tertiary Education,male,No,0.87714,692,783,0.85413,0.90015
2009,First Stage of Tertiary Education,female,Yes,0.08177,39,548,0.05881,0.10474
2009,First Stage of Tertiary Education,female,No,0.91823,509,548,0.89526,0.94119
2009,Second Stage of Tertiary Education,male,Yes,0.10691,249,2186,0.09395,0.11987
2009,Second Stage of Tertiary Education,male,No,0.89309,1937,2186,0.88013,0.90605
2009,Second Stage of Tertiary Education,female,Yes,0.05088,83,1849,0.04086,0.06090
2009,Second Stage of Tertiary Education,female,No,0.94912,1766,1849,0.93910,0.95914
2011,No answer / don't know,male,No,0.98475,153,153,0.96527,1.00423
2011,No answer / don't know,female,No,0.98563,151,151,0.96658,1.00468
2011,Primary Level,male,No,0.91285,79,79,0.85025,0.97544
2011,Primary Level,female,No,0.81734,126,126,0.74961,0.88508
2011,Lower Secondary Level,male,Yes,0.10355,67,666,0.08039,0.12670
2011,Lower Secondary Level,male,No,0.89645,599,666,0.87330,0.91961
2011,Lower Secondary Level,female,Yes,0.15263,199,1500,0.13442,0.17084
2011,Lower Secondary Level,female,No,0.84737,1301,1500,0.82916,0.86558
2011,Upper Secondary Level,male,Yes,0.11573,593,4901,0.10678,0.12469
2011,Upper Secondary Level,male,No,0.88427,4308,4901,0.87531,0.89322
2011,Upper Secondary Level,female,Yes,0.09285,470,5589,0.08524,0.10046
