year,pgisced97,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,No,0.99219,324,324,0.98260,1.00179
2009,Pre-primary Level,No,0.99883,312,312,0.99503,1.00263
2009,Primary Level,No,0.92348,154,154,0.88136,0.96561
2009,Lower Secondary Level,Yes,0.14712,233,1788,0.13070,0.16354
2009,Lower Secondary Level,No,0.85288,1555,1788,0.83646,0.86930
2009,Upper Secondary Level,Yes,0.10272,894,9063,0.09647,0.10897
2009,Upper Secondary Level,No,0.89728,8169,9063,0.89103,0.90353
2009,Post-secondary Non-tertiary Level,Yes,0.06076,49,995,0.04590,0.07561
2009,Post-secondary Non-tertiary Level,No,0.93924,946,995,0.92439,0.95410
2009,First Stage of Tertiary Education,Yes,0.10603,130,1331,0.08948,0.12257
2009,First Stage of Tertiary Education,No,0.89397,1201,1331,0.87743,0.91052
2009,Second Stage of Tertiary Education,Yes,0.08219,332,4035,0.07372,0.09067
2009,Second Stage of Tertiary Education,No,0.91781,3703,4035,0.90933,0.92628
2011,No answer / don't know,No,0.98514,304,304,0.97151,0.99876
2011,Primary Level,No,0.85734,205,205,0.80935,0.90533
2011,Lower Secondary Level,Yes,0.13606,266,2166,0.12162,0.15051
2011,Lower Secondary Level,No,0.86394,1900,2166,0.84949,0.87838
2011,Upper Secondary Level,Yes,0.10400,1063,10490,0.09816,0.10985
2011,Upper Secondary Level,No,0.89600,9427,10490,0.89015,0.90184
2011,Post-secondary Non-tertiary Level,Yes,0.04941,51,1200,0.03714,0.06168
2011,Post-secondary Non-tertiary Level,No,0.95059,1149,1200,0.93832,0.96286
2011,First Stage of Tertiary Education,Yes,0.10871,161,1445,0.09265,0.12476
2011,First Stage of Tertiary Education,No,0.89129,1284,1445,0.87524,0.90735
2011,Second Stage of Tertiary Education,Yes,0.09000,395,4588,0.08171,0.09828
2011,Second Stage of Tertiary Education,No,0.91000,4193,4588,0.90172,0.91829
2013,No answer / don't know,No,0.97732,264,264,0.95933,0.99532
2013,Pre-primary Level,No,0.99453,259,259,0.98552,1.00353
2013,Primary Level,No,0.84640,171,171,0.79219,0.90060
2013,Lower Secondary Level,Yes,0.15985,258,1851,0.14315,0.17655
