year,age_gr,migback,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,No,0.98588,2264,2264,0.98102,0.99075
2009,17-29 y.,Direct migration background,No,0.99428,172,172,0.98298,1.00558
2009,17-29 y.,Indirect migration background,No,0.99706,384,384,0.99165,1.00248
2009,30-45 y.,No migration background,Yes,0.01561,67,3876,0.01170,0.01951
2009,30-45 y.,No migration background,No,0.98439,3809,3876,0.98049,0.98830
2009,30-45 y.,Direct migration background,No,0.98100,522,522,0.96927,0.99272
2009,30-45 y.,Indirect migration background,No,0.98997,268,268,0.97802,1.00192
2009,46-65 y.,No migration background,Yes,0.07519,393,5660,0.06832,0.08206
2009,46-65 y.,No migration background,No,0.92481,5267,5660,0.91794,0.93168
2009,46-65 y.,Direct migration background,Yes,0.11408,63,619,0.08901,0.13914
2009,46-65 y.,Direct migration background,No,0.88592,556,619,0.86086,0.91099
2009,46-65 y.,Indirect migration background,No,0.94534,43,43,0.87660,1.01409
2009,66 and older,No migration background,Yes,0.28381,1018,3821,0.26951,0.29811
2009,66 and older,No migration background,No,0.71619,2803,3821,0.70189,0.73049
2009,66 and older,Direct migration background,Yes,0.22048,65,336,0.17609,0.26488
2009,66 and older,Direct migration background,No,0.77952,271,336,0.73512,0.82391
2011,17-29 y.,No migration background,Yes,0.01375,35,2390,0.00908,0.01842
2011,17-29 y.,No migration background,No,0.98625,2355,2390,0.98158,0.99092
2011,17-29 y.,Direct migration background,No,0.99831,214,214,0.99280,1.00383
2011,17-29 y.,Indirect migration background,No,0.99455,386,386,0.98720,1.00190
2011,30-45 y.,No migration background,Yes,0.01740,74,3955,0.01332,0.02147
2011,30-45 y.,No migration background,No,0.98260,3881,3955,0.97853,0.98668
2011,30-45 y.,Direct migration background,No,0.98618,577,577,0.97665,0.99571
2011,30-45 y.,Indirect migration background,No,0.97620,309,309,0.95918,0.99322
2011,46-65 y.,No migration background,Yes,0.07873,502,6892,0.07237,0.08508
2011,46-65 y.,No migration background,No,0.92127,6390,6892,0.91492,0.92763
2011,46-65 y.,Direct migration background,Yes,0.07314,62,793,0.05501,0.09127
2011,46-65 y.,Direct migration background,No,0.92686,731,793,0.90873,0.94499
2011,46-65 y.,Indirect migration background,No,0.90093,80,80,0.83505,0.96681
2011,66 and older,No migration background,Yes,0.25603,1177,4696,0.24354,0.26851
2011,66 and older,No migration background,No,0.74397,3519,4696,0.73149,0.75646
2011,66 and older,Direct migration background,Yes,0.21359,91,420,0.17435,0.25283
2011,66 and older,Direct migration background,No,0.78641,329,420,0.74717,0.82565
2013,17-29 y.,No migration background,No,0.98625,2021,2021,0.98118,0.99133
2013,17-29 y.,Indirect migration background,No,0.99926,313,313,0.99625,1.00227
