year,sampreg,sex,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,West,male,Yes,0.09877,631,6411,0.09146,0.10607
2009,West,male,No,0.90123,5780,6411,0.89393,0.90854
2009,West,female,Yes,0.09161,544,7066,0.08488,0.09834
2009,West,female,No,0.90839,6522,7066,0.90166,0.91512
2009,East,male,Yes,0.11458,254,2187,0.10123,0.12793
2009,East,male,No,0.88542,1933,2187,0.87207,0.89877
2009,East,female,Yes,0.10714,225,2354,0.09464,0.11963
2009,East,female,No,0.89286,2129,2354,0.88037,0.90536
2011,West,male,Yes,0.10713,826,7459,0.10011,0.11415
2011,West,male,No,0.89287,6633,7459,0.88585,0.89989
2011,West,female,Yes,0.08627,619,8381,0.08026,0.09228
2011,West,female,No,0.91373,7762,8381,0.90772,0.91974
2011,East,male,Yes,0.11740,275,2330,0.10433,0.13048
2011,East,male,No,0.88260,2055,2330,0.86952,0.89567
2011,East,female,Yes,0.11291,250,2575,0.10069,0.12514
2011,East,female,No,0.88709,2325,2575,0.87486,0.89931
2013,West,male,Yes,0.11729,779,6731,0.10960,0.12498
2013,West,male,No,0.88271,5952,6731,0.87502,0.89040
2013,West,female,Yes,0.10507,670,7683,0.09821,0.11193
2013,West,female,No,0.89493,7013,7683,0.88807,0.90179
2013,East,male,Yes,0.13097,269,2103,0.11654,0.14539
2013,East,male,No,0.86903,1834,2103,0.85461,0.88346
2013,East,female,Yes,0.10541,232,2349,0.09299,0.11783
2013,East,female,No,0.89459,2117,2349,0.88217,0.90701
2015,West,male,Yes,0.10988,849,9061,0.10344,0.11632
2015,West,male,No,0.89012,8212,9061,0.88368,0.89656
2015,West,female,Yes,0.08700,685,10726,0.08167,0.09233
2015,West,female,No,0.91300,10041,10726,0.90767,0.91833
2015,East,male,Yes,0.12666,299,2398,0.11335,0.13998
2015,East,male,No,0.87334,2099,2398,0.86002,0.88665
2015,East,female,Yes,0.10930,252,2855,0.09785,0.12075
2015,East,female,No,0.89070,2603,2855,0.87925,0.90215
2017,West,male,Yes,0.10957,895,9685,0.10335,0.11579
2017,West,male,No,0.89043,8790,9685,0.88421,0.89665
2017,West,female,Yes,0.07883,672,11274,0.07385,0.08380
2017,West,female,No,0.92117,10602,11274,0.91620,0.92615
2017,East,male,Yes,0.12773,314,2576,0.11484,0.14063
2017,East,male,No,0.87227,2262,2576,0.85937,0.88516
2017,East,female,Yes,0.09993,266,3014,0.08922,0.11064
2017,East,female,No,0.90007,2748,3014,0.88936,0.91078
2019,Does not apply,female,No,0.94045,34,34,0.85971,1.02119
2019,West,male,Yes,0.11267,997,9601,0.10634,0.11899
2019,West,male,No,0.88733,8604,9601,0.88101,0.89366
2019,West,female,Yes,0.08387,707,10501,0.07857,0.08918
2019,West,female,No,0.91613,9794,10501,0.91082,0.92143
2019,East,male,Yes,0.13383,325,2642,0.12085,0.14682
2019,East,male,No,0.86617,2317,2642,0.85318,0.87915
2019,East,female,Yes,0.11548,265,2903,0.10385,0.12711
2019,East,female,No,0.88452,2638,2903,0.87289,0.89615
2021,West,male,Yes,0.11696,731,7450,0.10966,0.12425
2021,West,male,No,0.88304,6719,7450,0.87575,0.89034
2021,West,female,Yes,0.10125,575,7863,0.09459,0.10792
2021,West,female,No,0.89875,7288,7863,0.89208,0.90541
2021,East,male,Yes,0.10979,211,1841,0.09551,0.12408
2021,East,male,No,0.89021,1630,1841,0.87592,0.90449
2021,East,female,Yes,0.11271,183,2006,0.09887,0.12656
2021,East,female,No,0.88729,1823,2006,0.87344,0.90113
