year,quintil_oecd,regtyp,ple0014,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Urban regions,No,0.8853362734288864,21983,0.881124356989076,0.8895481898686969
2009,1st Quintile,Urban regions,Yes,0.11466372657111357,21983,0.11045181013130312,0.11887564301092401
2009,1st Quintile,Rural regions,No,0.8863849765258216,21983,0.882189882821677,0.8905800702299662
2009,1st Quintile,Rural regions,Yes,0.1136150234741784,21983,0.10941992977003384,0.11781011717832296
2009,2nd Quintile,Urban regions,No,0.8810289389067524,21983,0.876749090900602,0.8853087869129027
2009,2nd Quintile,Urban regions,Yes,0.1189710610932476,21983,0.11469121308709727,0.12325090909939791
2009,2nd Quintile,Rural regions,No,0.8723076923076923,21983,0.8678957501463137,0.876719634469071
2009,2nd Quintile,Rural regions,Yes,0.1276923076923077,21983,0.123280365530929,0.13210424985368638
2009,3rd Quintile,Urban regions,No,0.912011863568957,21983,0.9082670957581593,0.9157566313797547
2009,3rd Quintile,Urban regions,Yes,0.087988136431043,21983,0.08424336862024533,0.09173290424184068
2009,3rd Quintile,Rural regions,No,0.9043231750531537,21983,0.9004347135910681,0.9082116365152394
2009,3rd Quintile,Rural regions,Yes,0.0956768249468462,21983,0.09178836348476055,0.09956528640893186
2009,4th Quintile,Urban regions,No,0.9209131675499389,21983,0.917345585060598,0.9244807500392798
2009,4th Quintile,Urban regions,Yes,0.07908683245006115,21983,0.07551924996072025,0.08265441493940205
2009,4th Quintile,Rural regions,No,0.90852228303362,21983,0.904711290992204,0.912333275075036
2009,4th Quintile,Rural regions,Yes,0.09147771696637999,21983,0.08766672492496398,0.095288709007796
2009,5th Quintile,Urban regions,No,0.9350170261066969,21983,0.931758492966138,0.9382755592472558
2009,5th Quintile,Urban regions,Yes,0.06498297389330307,21983,0.061724440752744206,0.06824150703386193
2009,5th Quintile,Rural regions,No,0.9342723004694836,21983,0.9309964539644593,0.937548146974508
2009,5th Quintile,Rural regions,Yes,0.06572769953051644,21983,0.06245185302549207,0.0690035460355408
2011,1st Quintile,Urban regions,No,0.8758344459279038,41903,0.8726769333505545,0.8789919585052531
2011,1st Quintile,Urban regions,Yes,0.12416555407209613,41903,0.12100804149474682,0.12732306664944545
2011,1st Quintile,Rural regions,No,0.8827800829875518,41903,0.8797000137389019,0.8858601522362017
2011,1st Quintile,Rural regions,Yes,0.11721991701244813,41903,0.11413984776379822,0.12029998626109804
2011,2nd Quintile,Urban regions,No,0.8740157480314961,41903,0.8708384988780242,0.8771929971849679
2011,2nd Quintile,Urban regions,Yes,0.12598425196850394,41903,0.12280700281503207,0.1291615011219758
2011,2nd Quintile,Rural regions,No,0.8712871287128713,41903,0.8680806736979867,0.8744935837277559
2011,2nd Quintile,Rural regions,Yes,0.12871287128712872,41903,0.1255064162722441,0.13191932630201333
2011,3rd Quintile,Urban regions,No,0.9075584556824361,41903,0.9047851073990901,0.9103318039657821
2011,3rd Quintile,Urban regions,Yes,0.09244154431756389,41903,0.08966819603421788,0.0952148926009099
2011,3rd Quintile,Rural regions,No,0.9082047116165719,41903,0.9054400907382077,0.9109693324949361
2011,3rd Quintile,Rural regions,Yes,0.09179528838342811,41903,0.08903066750506398,0.09455990926179224
2011,4th Quintile,Urban regions,No,0.9274230592558567,41903,0.9249389437437121,0.9299071747680012
2011,4th Quintile,Urban regions,Yes,0.07257694074414332,41903,0.07009282523199878,0.07506105625628787
2011,4th Quintile,Rural regions,No,0.9173871277617676,41903,0.9147511988428156,0.9200230566807195
2011,4th Quintile,Rural regions,Yes,0.08261287223823247,41903,0.07997694331928049,0.08524880115718445
2011,5th Quintile,Urban regions,No,0.9280598958333334,41903,0.9255858539530929,0.9305339377135738
2011,5th Quintile,Urban regions,Yes,0.07194010416666667,41903,0.06946606228642616,0.07441414604690719
2011,5th Quintile,Rural regions,No,0.9211502782931354,41903,0.9185698081461984,0.9237307484400725
2011,5th Quintile,Rural regions,Yes,0.07884972170686456,41903,0.07626925155992745,0.08143019185380168
2013,1st Quintile,Urban regions,No,0.8764289602612956,44486,0.873370793928251,0.8794871265943401
2013,1st Quintile,Urban regions,Yes,0.12357103973870441,44486,0.12051287340565987,0.12662920607174893
2013,1st Quintile,Rural regions,No,0.8783570300157978,44486,0.875319479977102,0.8813945800544936
2013,1st Quintile,Rural regions,Yes,0.12164296998420221,44486,0.11860541994550643,0.12468052002289799
2013,2nd Quintile,Urban regions,No,0.877,44486,0.8739479141529434,0.8800520858470566
2013,2nd Quintile,Urban regions,Yes,0.123,44486,0.11994791415294337,0.12605208584705663
2013,2nd Quintile,Rural regions,No,0.8642061281337048,44486,0.8610227139340215,0.867389542333388
2013,2nd Quintile,Rural regions,Yes,0.13579387186629527,44486,0.13261045766661203,0.1389772860659785
2013,3rd Quintile,Urban regions,No,0.8821596244131455,44486,0.8791634641492783,0.8851557846770128
2013,3rd Quintile,Urban regions,Yes,0.11784037558685447,44486,0.11484421532298716,0.12083653585072177
2013,3rd Quintile,Rural regions,No,0.8912448700410397,44486,0.8883517410982077,0.8941379989838717
2013,3rd Quintile,Rural regions,Yes,0.10875512995896033,44486,0.10586200101612837,0.1116482589017923
2013,4th Quintile,Urban regions,No,0.9145129224652088,44486,0.9119146209225109,0.9171112240079067
2013,4th Quintile,Urban regions,Yes,0.08548707753479125,44486,0.08288877599209339,0.0880853790774891
2013,4th Quintile,Rural regions,No,0.9121574139142656,44486,0.9095269530472068,0.9147878747813245
2013,4th Quintile,Rural regions,Yes,0.08784258608573436,44486,0.08521212521867545,0.09047304695279328
2013,5th Quintile,Urban regions,No,0.9224936815501263,44486,0.9200088631926155,0.9249784999076371
2013,5th Quintile,Urban regions,Yes,0.07750631844987363,44486,0.07502150009236284,0.07999113680738441
2013,5th Quintile,Rural regions,No,0.9180194805194806,44486,0.9154701527651736,0.9205688082737875
2013,5th Quintile,Rural regions,Yes,0.08198051948051949,44486,0.0794311917262126,0.08452984723482637
2015,1st Quintile,Urban regions,No,0.9167192429022082,38036,0.9139424137620484,0.9194960720423679
2015,1st Quintile,Urban regions,Yes,0.0832807570977918,38036,0.080503927957632,0.0860575862379516
2015,1st Quintile,Rural regions,No,0.9118127381600436,38036,0.9089629379860747,0.9146625383340125
2015,1st Quintile,Rural regions,Yes,0.08818726183995645,38036,0.08533746166598757,0.09103706201392534
2015,2nd Quintile,Urban regions,No,0.908655381667199,38036,0.9057600405604234,0.9115507227739745
2015,2nd Quintile,Urban regions,Yes,0.09134461833280103,38036,0.08844927722602547,0.09423995943957658
2015,2nd Quintile,Rural regions,No,0.8883720930232558,38036,0.8852073205204434,0.8915368655260683
2015,2nd Quintile,Rural regions,Yes,0.11162790697674418,38036,0.10846313447393173,0.11479267947955664
2015,3rd Quintile,Urban regions,No,0.9156270518713067,38036,0.9128337390692464,0.918420364673367
2015,3rd Quintile,Urban regions,Yes,0.08437294812869336,38036,0.08157963532663301,0.08716626093075372
