"ple0014","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","7","","",""
"Ja","2009","(noch) kein Abschluss","2","7","","",""
"Ja","2009","(noch) kein Abschluss","3","2","","",""
"Ja","2009","(noch) kein Abschluss","4","2","","",""
"Ja","2009","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","Hauptschule","1 Einkommensschwächstes Quintil","196","0.141383642401122","0.123132786540783","0.159634498261461"
"Ja","2009","Hauptschule","2","318","0.1765181393364","0.158463405161069","0.194572873511731"
"Ja","2009","Hauptschule","3","204","0.168746463239711","0.148441865503758","0.189051060975665"
"Ja","2009","Hauptschule","4","158","0.124641251531338","0.106037524513049","0.143244978549626"
"Ja","2009","Hauptschule","5 Einkommensstärkstes Quintil","51","0.11187011051873","0.086239715389671","0.137500505647789"
"Ja","2009","Realschule","1 Einkommensschwächstes Quintil","37","0.0663438717906391","0.0482399083769836","0.0844478352042945"
"Ja","2009","Realschule","2","69","0.0756350330161519","0.0594241794681167","0.091845886564187"
"Ja","2009","Realschule","3","60","0.0587665339725624","0.0442549029767163","0.0732781649684086"
"Ja","2009","Realschule","4","62","0.0545382108458407","0.0413276092815025","0.0677488124101788"
"Ja","2009","Realschule","5 Einkommensstärkstes Quintil","51","0.0660310074054722","0.0499839883637246","0.0820780264472199"
"Ja","2009","(Fach-)Abitur","1 Einkommensschwächstes Quintil","14","","",""
"Ja","2009","(Fach-)Abitur","2","17","","",""
"Ja","2009","(Fach-)Abitur","3","14","","",""
"Ja","2009","(Fach-)Abitur","4","20","","",""
"Ja","2009","(Fach-)Abitur","5 Einkommensstärkstes Quintil","23","","",""
"Ja","2009","AkademikerIn","1 Einkommensschwächstes Quintil","19","","",""
"Ja","2009","AkademikerIn","2","42","0.094036604343025","0.0655748803284381","0.122498328357612"
"Ja","2009","AkademikerIn","3","57","0.10909992467961","0.082901488746487","0.135298360612732"
"Ja","2009","AkademikerIn","4","75","0.0798039433578142","0.0624896154133776","0.0971182713022508"
"Ja","2009","AkademikerIn","5 Einkommensstärkstes Quintil","139","0.073524936634846","0.0618657858004526","0.0851840874692394"
"Nein","2009","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","157","0.951992001063657","0.919273031425952","0.984710970701362"
"Nein","2009","(noch) kein Abschluss","2","93","0.931698607818729","0.882256088457641","0.981141127179818"
"Nein","2009","(noch) kein Abschluss","3","62","0.954197839472768","0.902980112496344","1.00541556644919"
