year,migback,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,Yes,0.10448,1507,15650,0.09969,0.10928
2009,No migration background,No,0.89552,14143,15650,0.89072,0.90031
2009,Direct migration background,Yes,0.09037,138,1659,0.07657,0.10417
2009,Direct migration background,No,0.90963,1521,1659,0.89583,0.92343
2009,Indirect migration background,No,0.99030,700,700,0.98304,0.99757
2011,No migration background,Yes,0.10665,1788,17933,0.10213,0.11116
2011,No migration background,No,0.89335,16145,17933,0.88884,0.89787
2011,Direct migration background,Yes,0.07859,165,2016,0.06684,0.09034
2011,Direct migration background,No,0.92141,1851,2016,0.90966,0.93316
2011,Indirect migration background,No,0.97755,779,779,0.96714,0.98796
2013,No migration background,Yes,0.11600,1771,16421,0.11110,0.12089
2013,No migration background,No,0.88400,14650,16421,0.87911,0.88890
2013,Direct migration background,Yes,0.10295,167,1746,0.08870,0.11721
2013,Direct migration background,No,0.89705,1579,1746,0.88279,0.91130
2013,Indirect migration background,No,0.97441,687,687,0.96259,0.98623
2015,No migration background,Yes,0.11006,1798,19023,0.10562,0.11451
2015,No migration background,No,0.88994,17225,19023,0.88549,0.89438
2015,Direct migration background,Yes,0.07661,252,4473,0.06881,0.08440
2015,Direct migration background,No,0.92339,4221,4473,0.91560,0.93119
2015,Indirect migration background,Yes,0.02899,35,1544,0.02062,0.03736
2015,Indirect migration background,No,0.97101,1509,1544,0.96264,0.97938
2017,No migration background,Yes,0.10696,1846,20111,0.10269,0.11123
2017,No migration background,No,0.89304,18265,20111,0.88877,0.89731
2017,Direct migration background,Yes,0.07047,262,4816,0.06324,0.07770
2017,Direct migration background,No,0.92953,4554,4816,0.92230,0.93676
2017,Indirect migration background,Yes,0.03048,39,1622,0.02211,0.03885
2017,Indirect migration background,No,0.96952,1583,1622,0.96115,0.97789
2019,No migration background,Yes,0.11620,2027,20123,0.11177,0.12063
2019,No migration background,No,0.88380,18096,20123,0.87937,0.88823
2019,Direct migration background,Yes,0.06310,231,4030,0.05559,0.07061
2019,Direct migration background,No,0.93690,3799,4030,0.92939,0.94441
2019,Indirect migration background,Yes,0.02297,46,1573,0.01557,0.03038
2019,Indirect migration background,No,0.97703,1527,1573,0.96962,0.98443
2021,No migration background,Yes,0.11972,1396,13056,0.11415,0.12529
2021,No migration background,No,0.88028,11660,13056,0.87471,0.88585
2021,Direct migration background,Yes,0.08220,269,5185,0.07472,0.08968
2021,Direct migration background,No,0.91780,4916,5185,0.91032,0.92528
2021,Indirect migration background,Yes,0.03494,36,926,0.02311,0.04677
2021,Indirect migration background,No,0.96506,890,926,0.95323,0.97689
