year,pgisced97,quintil_oecd,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No answer / don't know,1st Quintile,No,0.98604,107,107,0.96371,1.00838
2009,No answer / don't know,2nd Quintile,No,0.99196,57,57,0.96858,1.01535
2009,No answer / don't know,4th Quintile,No,0.99420,58,58,0.97448,1.01391
2009,Pre-primary Level,4th Quintile,No,0.99413,75,75,0.97673,1.01153
2009,Primary Level,1st Quintile,No,0.90281,90,90,0.84126,0.96435
2009,Primary Level,2nd Quintile,No,0.93800,42,42,0.86419,1.01182
2009,Lower Secondary Level,1st Quintile,Yes,0.16288,88,594,0.13316,0.19260
2009,Lower Secondary Level,1st Quintile,No,0.83712,506,594,0.80740,0.86684
2009,Lower Secondary Level,2nd Quintile,Yes,0.15553,66,460,0.12237,0.18868
2009,Lower Secondary Level,2nd Quintile,No,0.84447,394,460,0.81132,0.87763
2009,Lower Secondary Level,3rd Quintile,Yes,0.10994,35,361,0.07763,0.14225
2009,Lower Secondary Level,3rd Quintile,No,0.89006,326,361,0.85775,0.92237
2009,Lower Secondary Level,4th Quintile,Yes,0.18587,36,249,0.13745,0.23428
2009,Lower Secondary Level,4th Quintile,No,0.81413,213,249,0.76572,0.86255
2009,Lower Secondary Level,5th Quintile,No,0.94027,114,114,0.89657,0.98396
2009,Upper Secondary Level,1st Quintile,Yes,0.11832,185,1560,0.10229,0.13435
2009,Upper Secondary Level,1st Quintile,No,0.88168,1375,1560,0.86565,0.89771
2009,Upper Secondary Level,2nd Quintile,Yes,0.13658,244,1881,0.12105,0.15210
2009,Upper Secondary Level,2nd Quintile,No,0.86342,1637,1881,0.84790,0.87895
2009,Upper Secondary Level,3rd Quintile,Yes,0.09785,184,1901,0.08449,0.11121
2009,Upper Secondary Level,3rd Quintile,No,0.90215,1717,1901,0.88879,0.91551
2009,Upper Secondary Level,4th Quintile,Yes,0.08389,174,1985,0.07169,0.09609
2009,Upper Secondary Level,4th Quintile,No,0.91611,1811,1985,0.90391,0.92831
2009,Upper Secondary Level,5th Quintile,Yes,0.06983,107,1734,0.05783,0.08183
2009,Upper Secondary Level,5th Quintile,No,0.93017,1627,1734,0.91817,0.94217
2009,Post-secondary Non-tertiary Level,1st Quintile,No,0.87619,102,102,0.81196,0.94043
2009,Post-secondary Non-tertiary Level,2nd Quintile,No,0.93065,139,139,0.88827,0.97304
2009,Post-secondary Non-tertiary Level,3rd Quintile,No,0.95262,187,187,0.92209,0.98315
2009,Post-secondary Non-tertiary Level,4th Quintile,No,0.96345,224,224,0.93882,0.98808
2009,Post-secondary Non-tertiary Level,5th Quintile,No,0.94494,294,294,0.91882,0.97106
