year,age_gr,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Yes,0.01151,35,2855,0.00760,0.01542
2009,17-29 y.,No,0.98849,2820,2855,0.98458,0.99240
2009,30-45 y.,Yes,0.01570,76,4675,0.01214,0.01927
2009,30-45 y.,No,0.98430,4599,4675,0.98073,0.98786
2009,46-65 y.,Yes,0.08053,459,6325,0.07383,0.08724
2009,46-65 y.,No,0.91947,5866,6325,0.91276,0.92617
2009,66 and older,Yes,0.27770,1084,4163,0.26410,0.29131
2009,66 and older,No,0.72230,3079,4163,0.70869,0.73590
2011,17-29 y.,Yes,0.01150,39,2994,0.00768,0.01532
2011,17-29 y.,No,0.98850,2955,2994,0.98468,0.99232
2011,30-45 y.,Yes,0.01729,89,4856,0.01362,0.02095
2011,30-45 y.,No,0.98271,4767,4856,0.97905,0.98638
2011,46-65 y.,Yes,0.07816,573,7774,0.07220,0.08413
2011,46-65 y.,No,0.92184,7201,7774,0.91587,0.92780
2011,66 and older,Yes,0.25175,1269,5121,0.23987,0.26364
2011,66 and older,No,0.74825,3852,5121,0.73636,0.76013
2013,17-29 y.,No,0.98821,2510,2510,0.98398,0.99243
2013,30-45 y.,Yes,0.02076,82,4073,0.01638,0.02513
2013,30-45 y.,No,0.97924,3991,4073,0.97487,0.98362
2013,46-65 y.,Yes,0.08156,571,7319,0.07529,0.08783
2013,46-65 y.,No,0.91844,6748,7319,0.91217,0.92471
2013,66 and older,Yes,0.26616,1271,4938,0.25383,0.27849
2013,66 and older,No,0.73384,3667,4938,0.72151,0.74617
2015,17-29 y.,Yes,0.01253,53,3923,0.00905,0.01601
2015,17-29 y.,No,0.98747,3870,3923,0.98399,0.99095
2015,30-45 y.,Yes,0.01823,123,7356,0.01517,0.02128
2015,30-45 y.,No,0.98177,7233,7356,0.97872,0.98483
2015,46-65 y.,Yes,0.07975,637,8877,0.07411,0.08538
2015,46-65 y.,No,0.92025,8240,8877,0.91462,0.92589
2015,66 and older,Yes,0.26430,1272,4884,0.25194,0.27667
2015,66 and older,No,0.73570,3612,4884,0.72333,0.74806
2017,17-29 y.,Yes,0.01101,53,4359,0.00791,0.01411
2017,17-29 y.,No,0.98899,4306,4359,0.98589,0.99209
2017,30-45 y.,Yes,0.02313,153,7257,0.01967,0.02659
2017,30-45 y.,No,0.97687,7104,7257,0.97341,0.98033
2017,46-65 y.,Yes,0.07989,721,9973,0.07457,0.08521
2017,46-65 y.,No,0.92011,9252,9973,0.91479,0.92543
2017,66 and older,Yes,0.25118,1220,4960,0.23911,0.26325
2017,66 and older,No,0.74882,3740,4960,0.73675,0.76089
2019,17-29 y.,Yes,0.01655,57,3843,0.01252,0.02058
2019,17-29 y.,No,0.98345,3786,3843,0.97942,0.98748
2019,30-45 y.,Yes,0.02084,149,6288,0.01731,0.02438
2019,30-45 y.,No,0.97916,6139,6288,0.97562,0.98269
2019,46-65 y.,Yes,0.08643,780,10420,0.08104,0.09183
2019,46-65 y.,No,0.91357,9640,10420,0.90817,0.91896
2019,66 and older,Yes,0.25929,1318,5175,0.24735,0.27123
2019,66 and older,No,0.74071,3857,5175,0.72877,0.75265
2021,17-29 y.,Yes,0.01868,49,3182,0.01398,0.02339
2021,17-29 y.,No,0.98132,3133,3182,0.97661,0.98602
2021,30-45 y.,Yes,0.02314,129,5206,0.01905,0.02722
2021,30-45 y.,No,0.97686,5077,5206,0.97278,0.98095
2021,46-65 y.,Yes,0.09035,592,7215,0.08373,0.09696
2021,46-65 y.,No,0.90965,6623,7215,0.90304,0.91627
2021,66 and older,Yes,0.27868,931,3564,0.26395,0.29340
2021,66 and older,No,0.72132,2633,3564,0.70660,0.73605
