year,bula_h,sex,ple0014,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,male,No,0.87546,218,218,0.83152,0.91939
2009,Schleswig-Holstein,female,No,0.91968,240,240,0.88522,0.95414
2009,Hamburg,male,No,0.94820,119,119,0.90821,0.98819
2009,Hamburg,female,No,0.93284,133,133,0.89014,0.97554
2009,Lower Saxony,male,Yes,0.11312,98,789,0.09100,0.13524
2009,Lower Saxony,male,No,0.88688,691,789,0.86476,0.90900
2009,Lower Saxony,female,Yes,0.10759,81,844,0.08667,0.12851
2009,Lower Saxony,female,No,0.89241,763,844,0.87149,0.91333
2009,Bremen,male,No,0.94711,54,54,0.88686,1.00737
2009,North Rhine-Westphalia,male,Yes,0.10550,182,1736,0.09104,0.11995
2009,North Rhine-Westphalia,male,No,0.89450,1554,1736,0.88005,0.90896
2009,North Rhine-Westphalia,female,Yes,0.09529,159,1892,0.08206,0.10853
2009,North Rhine-Westphalia,female,No,0.90471,1733,1892,0.89147,0.91794
2009,Hesse,male,Yes,0.10513,64,583,0.08021,0.13005
2009,Hesse,male,No,0.89487,519,583,0.86995,0.91979
2009,Hesse,female,Yes,0.08942,49,634,0.06719,0.11165
2009,Hesse,female,No,0.91058,585,634,0.88835,0.93281
2009,"Rhineland-Palatinate, Saarland",male,Yes,0.09930,49,463,0.07203,0.12657
2009,"Rhineland-Palatinate, Saarland",male,No,0.90070,414,463,0.87343,0.92797
2009,"Rhineland-Palatinate, Saarland",female,Yes,0.08476,42,561,0.06169,0.10783
2009,"Rhineland-Palatinate, Saarland",female,No,0.91524,519,561,0.89217,0.93831
2009,Baden-Wuerttemberg,male,Yes,0.07022,63,1007,0.05443,0.08601
2009,Baden-Wuerttemberg,male,No,0.92978,944,1007,0.91399,0.94557
2009,Baden-Wuerttemberg,female,Yes,0.08752,65,1100,0.07081,0.10422
2009,Baden-Wuerttemberg,female,No,0.91248,1035,1100,0.89578,0.92919
2009,Bavaria,male,Yes,0.10181,119,1235,0.08494,0.11868
2009,Bavaria,male,No,0.89819,1116,1235,0.88132,0.91506
2009,Bavaria,female,Yes,0.08833,98,1374,0.07332,0.10334
2009,Bavaria,female,No,0.91167,1276,1374,0.89666,0.92668
2009,Berlin,male,Yes,0.13983,42,317,0.10159,0.17807
2009,Berlin,male,No,0.86017,275,317,0.82193,0.89841
2009,Berlin,female,Yes,0.12815,37,366,0.09386,0.16244
2009,Berlin,female,No,0.87185,329,366,0.83756,0.90614
2009,Brandenburg,male,Yes,0.12185,44,381,0.08896,0.15474
2009,Brandenburg,male,No,0.87815,337,381,0.84526,0.91104
2009,Brandenburg,female,Yes,0.12735,46,408,0.09496,0.15973
2009,Brandenburg,female,No,0.87265,362,408,0.84027,0.90504
2009,Mecklenburg-Western Pomerania,male,No,0.86463,195,195,0.81649,0.91278
2009,Mecklenburg-Western Pomerania,female,No,0.86958,222,222,0.82518,0.91398
2009,Saxony,male,Yes,0.08653,71,675,0.06530,0.10775
2009,Saxony,male,No,0.91347,604,675,0.89225,0.93470
2009,Saxony,female,Yes,0.10203,58,694,0.07949,0.12457
2009,Saxony,female,No,0.89797,636,694,0.87543,0.92051
2009,Saxony-Anhalt,male,Yes,0.11989,42,367,0.08661,0.15317
2009,Saxony-Anhalt,male,No,0.88011,325,367,0.84683,0.91339
2009,Saxony-Anhalt,female,Yes,0.07753,35,402,0.05136,0.10371
2009,Saxony-Anhalt,female,No,0.92247,367,402,0.89629,0.94864
2009,Thuringa,male,Yes,0.10770,45,393,0.07701,0.13839
2009,Thuringa,male,No,0.89230,348,393,0.86161,0.92299
2009,Thuringa,female,Yes,0.09918,43,430,0.07090,0.12747
2009,Thuringa,female,No,0.90082,387,430,0.87253,0.92910
2011,Schleswig-Holstein,male,Yes,0.12766,38,306,0.09021,0.16511
2011,Schleswig-Holstein,male,No,0.87234,268,306,0.83489,0.90979
2011,Schleswig-Holstein,female,Yes,0.09753,32,345,0.06618,0.12888
2011,Schleswig-Holstein,female,No,0.90247,313,345,0.87112,0.93382
2011,Hamburg,male,No,0.91344,140,140,0.86670,0.96019
2011,Hamburg,female,No,0.93127,150,150,0.89065,0.97189
2011,Lower Saxony,male,Yes,0.11567,104,899,0.09475,0.13659
2011,Lower Saxony,male,No,0.88433,795,899,0.86341,0.90525
2011,Lower Saxony,female,Yes,0.09090,81,1009,0.07315,0.10865
2011,Lower Saxony,female,No,0.90910,928,1009,0.89135,0.92685
2011,Bremen,male,No,0.97557,59,59,0.93583,1.01530
2011,Bremen,female,No,0.98585,63,63,0.95644,1.01525
2011,North Rhine-Westphalia,male,Yes,0.12095,239,1967,0.10654,0.13536
2011,North Rhine-Westphalia,male,No,0.87905,1728,1967,0.86464,0.89346
2011,North Rhine-Westphalia,female,Yes,0.08343,170,2164,0.07177,0.09508
2011,North Rhine-Westphalia,female,No,0.91657,1994,2164,0.90492,0.92823
2011,Hesse,male,Yes,0.10474,79,656,0.08129,0.12819
2011,Hesse,male,No,0.89526,577,656,0.87181,0.91871
2011,Hesse,female,Yes,0.08629,49,753,0.06622,0.10635
2011,Hesse,female,No,0.91371,704,753,0.89365,0.93378
2011,"Rhineland-Palatinate, Saarland",male,Yes,0.09361,56,547,0.06918,0.11804
2011,"Rhineland-Palatinate, Saarland",male,No,0.90639,491,547,0.88196,0.93082
2011,"Rhineland-Palatinate, Saarland",female,Yes,0.07725,49,659,0.05685,0.09765
2011,"Rhineland-Palatinate, Saarland",female,No,0.92275,610,659,0.90235,0.94315
2011,Baden-Wuerttemberg,male,Yes,0.08756,103,1167,0.07134,0.10378
2011,Baden-Wuerttemberg,male,No,0.91244,1064,1167,0.89622,0.92866
2011,Baden-Wuerttemberg,female,Yes,0.08472,86,1319,0.06969,0.09976
2011,Baden-Wuerttemberg,female,No,0.91528,1233,1319,0.90024,0.93031
2011,Bavaria,male,Yes,0.10446,170,1505,0.08900,0.11991
2011,Bavaria,male,No,0.89554,1335,1505,0.88009,0.91100
2011,Bavaria,female,Yes,0.09097,119,1679,0.07721,0.10473
2011,Bavaria,female,No,0.90903,1560,1679,0.89527,0.92279
2011,Berlin,male,Yes,0.13761,48,358,0.10187,0.17334
2011,Berlin,male,No,0.86239,310,358,0.82666,0.89813
2011,Berlin,female,Yes,0.12939,45,423,0.09737,0.16141
2011,Berlin,female,No,0.87061,378,423,0.83859,0.90263
2011,Brandenburg,male,Yes,0.11127,47,420,0.08116,0.14138
2011,Brandenburg,male,No,0.88873,373,420,0.85862,0.91884
2011,Brandenburg,female,Yes,0.10434,49,462,0.07644,0.13225
2011,Brandenburg,female,No,0.89566,413,462,0.86775,0.92356
2011,Mecklenburg-Western Pomerania,male,Yes,0.14752,31,243,0.10284,0.19220
2011,Mecklenburg-Western Pomerania,male,No,0.85248,212,243,0.80780,0.89716
2011,Mecklenburg-Western Pomerania,female,No,0.85861,244,244,0.81480,0.90242
2011,Saxony,male,Yes,0.10077,74,683,0.07818,0.12336
2011,Saxony,male,No,0.89923,609,683,0.87664,0.92182
2011,Saxony,female,Yes,0.11129,71,721,0.08832,0.13426
2011,Saxony,female,No,0.88871,650,721,0.86574,0.91168
2011,Saxony-Anhalt,male,Yes,0.08325,41,409,0.05645,0.11006
2011,Saxony-Anhalt,male,No,0.91675,368,409,0.88994,0.94355
2011,Saxony-Anhalt,female,Yes,0.10804,41,458,0.07958,0.13650
2011,Saxony-Anhalt,female,No,0.89196,417,458,0.86350,0.92042
2011,Thuringa,male,Yes,0.15219,57,416,0.11763,0.18675
2011,Thuringa,male,No,0.84781,359,416,0.81325,0.88237
2011,Thuringa,female,Yes,0.08670,38,468,0.06118,0.11223
2011,Thuringa,female,No,0.91330,430,468,0.88777,0.93882
2013,Schleswig-Holstein,male,Yes,0.15451,35,261,0.11057,0.19844
2013,Schleswig-Holstein,male,No,0.84549,226,261,0.80156,0.88943
