year,regtyp,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Urban regions,Strong,0.09971,1437,15234,0.09495,0.10447
2002,Urban regions,A Little,0.24199,4087,15234,0.23519,0.24879
2002,Urban regions,Not at all,0.48754,9710,15234,0.47960,0.49548
2002,Rural regions,Strong,0.09596,771,7737,0.08940,0.10252
2002,Rural regions,A Little,0.26554,2348,7737,0.25570,0.27538
2002,Rural regions,Not at all,0.46703,4618,7737,0.45592,0.47815
2004,Urban regions,Strong,0.10532,1416,14315,0.10029,0.11035
2004,Urban regions,A Little,0.24229,3884,14315,0.23528,0.24931
2004,Urban regions,Not at all,0.48363,9015,14315,0.47544,0.49182
2004,Rural regions,Strong,0.09957,719,7237,0.09267,0.10647
2004,Rural regions,A Little,0.26894,2244,7237,0.25872,0.27916
2004,Rural regions,Not at all,0.47048,4274,7237,0.45897,0.48198
2006,Urban regions,Strong,0.09577,1409,14408,0.09097,0.10058
2006,Urban regions,A Little,0.25152,4119,14408,0.24443,0.25860
2006,Urban regions,Not at all,0.48507,8880,14408,0.47691,0.49323
2006,Rural regions,Strong,0.10502,832,7514,0.09808,0.11195
2006,Rural regions,A Little,0.27556,2452,7514,0.26546,0.28567
2006,Rural regions,Not at all,0.45083,4230,7514,0.43958,0.46208
2008,Urban regions,Strong,0.09604,1264,12634,0.09090,0.10118
2008,Urban regions,A Little,0.24649,3583,12634,0.23898,0.25401
2008,Urban regions,Not at all,0.49209,7787,12634,0.48337,0.50081
2008,Rural regions,Strong,0.10275,752,6637,0.09545,0.11006
2008,Rural regions,A Little,0.28023,2175,6637,0.26942,0.29104
2008,Rural regions,Not at all,0.46006,3710,6637,0.44807,0.47206
2014,Urban regions,Strong,0.10074,1707,17581,0.09629,0.10519
2014,Urban regions,A Little,0.24693,4815,17581,0.24056,0.25331
2014,Urban regions,Not at all,0.48697,11059,17581,0.47958,0.49436
2014,Rural regions,Strong,0.10824,982,9427,0.10197,0.11452
2014,Rural regions,A Little,0.28658,2897,9427,0.27745,0.29571
2014,Rural regions,Not at all,0.45532,5548,9427,0.44527,0.46538
2016,Urban regions,Strong,0.09879,1701,17707,0.09439,0.10318
2016,Urban regions,A Little,0.24889,4893,17707,0.24252,0.25525
2016,Urban regions,Not at all,0.48491,11113,17707,0.47754,0.49227
2016,Rural regions,Strong,0.10316,980,9355,0.09700,0.10933
2016,Rural regions,A Little,0.28532,2858,9355,0.27617,0.29447
2016,Rural regions,Not at all,0.45356,5517,9355,0.44348,0.46365
2018,Urban regions,Strong,0.09988,1884,19142,0.09564,0.10413
2018,Urban regions,A Little,0.25353,5410,19142,0.24737,0.25969
2018,Urban regions,Not at all,0.48525,11848,19142,0.47817,0.49233
2018,Rural regions,Strong,0.09884,992,9959,0.09298,0.10470
2018,Rural regions,A Little,0.29136,3117,9959,0.28244,0.30029
2018,Rural regions,Not at all,0.45243,5850,9959,0.44266,0.46221
2020,Urban regions,Strong,0.09548,1839,19882,0.09140,0.09957
2020,Urban regions,A Little,0.27223,5928,19882,0.26604,0.27842
2020,Urban regions,Not at all,0.46699,12115,19882,0.46006,0.47393
2020,Rural regions,Strong,0.10124,940,9468,0.09516,0.10732
2020,Rural regions,A Little,0.29819,3078,9468,0.28897,0.30740
2020,Rural regions,Not at all,0.43258,5450,9468,0.42260,0.44256
