year,pgisced97,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Pre-primary Level,A Little,0.07406,42,606,0.05320,0.09493
2002,Pre-primary Level,Not at all,0.91606,564,606,0.89396,0.93816
2002,Primary Level,Strong,0.18900,61,285,0.14346,0.23453
2002,Primary Level,A Little,0.40691,108,285,0.34977,0.46404
2002,Primary Level,Not at all,0.40047,116,285,0.34348,0.45746
2002,Lower Secondary Level,Strong,0.19360,476,2882,0.17917,0.20803
2002,Lower Secondary Level,A Little,0.33966,919,2882,0.32237,0.35695
2002,Lower Secondary Level,Not at all,0.46439,1487,2882,0.44618,0.48260
2002,Upper Secondary Level,Strong,0.12203,1207,11558,0.11607,0.12800
2002,Upper Secondary Level,A Little,0.30769,3418,11558,0.29927,0.31610
2002,Upper Secondary Level,Not at all,0.56747,6933,11558,0.55844,0.57651
2002,Post-secondary Non-tertiary Level,Strong,0.08897,76,1164,0.07260,0.10533
2002,Post-secondary Non-tertiary Level,A Little,0.23743,255,1164,0.21297,0.26188
2002,Post-secondary Non-tertiary Level,Not at all,0.67041,833,1164,0.64340,0.69743
2002,First Stage of Tertiary Education,Strong,0.09203,130,1739,0.07844,0.10562
2002,First Stage of Tertiary Education,A Little,0.33825,555,1739,0.31601,0.36050
2002,First Stage of Tertiary Education,Not at all,0.56871,1054,1739,0.54542,0.59199
2002,Second Stage of Tertiary Education,Strong,0.07011,242,4548,0.06269,0.07753
2002,Second Stage of Tertiary Education,A Little,0.26912,1109,4548,0.25623,0.28201
2002,Second Stage of Tertiary Education,Not at all,0.65841,3197,4548,0.64463,0.67220
2004,Pre-primary Level,A Little,0.08682,52,632,0.06485,0.10879
2004,Pre-primary Level,Not at all,0.89565,580,632,0.87180,0.91951
2004,Primary Level,Strong,0.16557,41,252,0.11958,0.21155
2004,Primary Level,A Little,0.36211,94,252,0.30265,0.42157
2004,Primary Level,Not at all,0.44852,117,252,0.38699,0.51005
2004,Lower Secondary Level,Strong,0.20488,446,2564,0.18926,0.22051
2004,Lower Secondary Level,A Little,0.32298,808,2564,0.30488,0.34108
2004,Lower Secondary Level,Not at all,0.46878,1310,2564,0.44946,0.48810
2004,Upper Secondary Level,Strong,0.12693,1162,10750,0.12064,0.13323
2004,Upper Secondary Level,A Little,0.31582,3272,10750,0.30703,0.32461
2004,Upper Secondary Level,Not at all,0.55343,6316,10750,0.54403,0.56282
2004,Post-secondary Non-tertiary Level,Strong,0.08651,75,1159,0.07032,0.10270
2004,Post-secondary Non-tertiary Level,A Little,0.24711,271,1159,0.22227,0.27196
2004,Post-secondary Non-tertiary Level,Not at all,0.66638,813,1159,0.63922,0.69354
2004,First Stage of Tertiary Education,Strong,0.11747,153,1638,0.10187,0.13307
2004,First Stage of Tertiary Education,A Little,0.31426,496,1638,0.29177,0.33674
2004,First Stage of Tertiary Education,Not at all,0.56229,989,1638,0.53826,0.58632
2004,Second Stage of Tertiary Education,Strong,0.07519,240,4284,0.06729,0.08309
2004,Second Stage of Tertiary Education,A Little,0.27377,1100,4284,0.26042,0.28713
2004,Second Stage of Tertiary Education,Not at all,0.64771,2944,4284,0.63341,0.66202
2006,Pre-primary Level,A Little,0.04050,33,395,0.02103,0.05996
2006,Pre-primary Level,Not at all,0.58894,362,395,0.54036,0.63752
2006,Primary Level,Strong,0.21109,55,238,0.15913,0.26304
2006,Primary Level,A Little,0.37897,91,238,0.31721,0.44074
2006,Primary Level,Not at all,0.39609,92,238,0.33382,0.45836
2006,Lower Secondary Level,Strong,0.20756,476,2472,0.19157,0.22355
2006,Lower Secondary Level,A Little,0.33677,831,2472,0.31814,0.35540
2006,Lower Secondary Level,Not at all,0.43553,1165,2472,0.41598,0.45508
2006,Upper Secondary Level,Strong,0.12027,1211,11055,0.11421,0.12634
2006,Upper Secondary Level,A Little,0.32704,3526,11055,0.31829,0.33578
2006,Upper Secondary Level,Not at all,0.54935,6318,11055,0.54007,0.55862
2006,Post-secondary Non-tertiary Level,Strong,0.06466,64,1213,0.05082,0.07851
2006,Post-secondary Non-tertiary Level,A Little,0.25649,298,1213,0.23190,0.28108
2006,Post-secondary Non-tertiary Level,Not at all,0.67806,851,1213,0.65175,0.70436
2006,First Stage of Tertiary Education,Strong,0.09497,139,1645,0.08080,0.10914
2006,First Stage of Tertiary Education,A Little,0.33635,524,1645,0.31351,0.35918
2006,First Stage of Tertiary Education,Not at all,0.56412,982,1645,0.54015,0.58809
