year,age_gr,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,Strong,0.01531,55,4129,0.01156,0.01905
2002,17-29 y.,A Little,0.11641,469,4129,0.10663,0.12619
2002,17-29 y.,Not at all,0.86498,3605,4129,0.85455,0.87540
2002,30-45 y.,Strong,0.03318,225,7427,0.02910,0.03725
2002,30-45 y.,A Little,0.20820,1461,7427,0.19897,0.21744
2002,30-45 y.,Not at all,0.75707,5741,7427,0.74732,0.76683
2002,46-65 y.,Strong,0.12398,875,7839,0.11669,0.13128
2002,46-65 y.,A Little,0.37704,2844,7839,0.36631,0.38777
2002,46-65 y.,Not at all,0.49705,4120,7839,0.48598,0.50812
2002,66 and older,Strong,0.31579,1053,3576,0.30055,0.33103
2002,66 and older,A Little,0.45951,1661,3576,0.44318,0.47585
2002,66 and older,Not at all,0.21991,862,3576,0.20633,0.23348
2004,17-29 y.,Strong,0.01561,50,3952,0.01175,0.01948
2004,17-29 y.,A Little,0.12517,496,3952,0.11485,0.13549
2004,17-29 y.,Not at all,0.85658,3406,3952,0.84565,0.86751
2004,30-45 y.,Strong,0.03238,176,6519,0.02808,0.03668
2004,30-45 y.,A Little,0.21797,1313,6519,0.20794,0.22799
2004,30-45 y.,Not at all,0.74677,5030,6519,0.73621,0.75733
2004,46-65 y.,Strong,0.12206,765,7343,0.11457,0.12954
2004,46-65 y.,A Little,0.36683,2662,7343,0.35581,0.37785
2004,46-65 y.,Not at all,0.50709,3916,7343,0.49565,0.51852
2004,66 and older,Strong,0.32778,1144,3738,0.31273,0.34283
2004,66 and older,A Little,0.44140,1657,3738,0.42547,0.45732
2004,66 and older,Not at all,0.22413,937,3738,0.21076,0.23750
2006,17-29 y.,Strong,0.00990,31,3673,0.00670,0.01310
2006,17-29 y.,A Little,0.13685,512,3673,0.12574,0.14797
2006,17-29 y.,Not at all,0.79063,3130,3673,0.77747,0.80379
2006,30-45 y.,Strong,0.03516,179,6271,0.03060,0.03972
2006,30-45 y.,A Little,0.23206,1359,6271,0.22161,0.24251
2006,30-45 y.,Not at all,0.73005,4733,6271,0.71907,0.74104
2006,46-65 y.,Strong,0.11290,752,7564,0.10577,0.12003
2006,46-65 y.,A Little,0.37661,2743,7564,0.36569,0.38753
