"year","bildungsniveau","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median","NA"
"2005","(Fach-)Abitur","6.44","6.5","2289","5","6","7","7","7","6.41","6.47","1","7","7","7",""
"2005","(noch) kein Abschluss","6.32","6.5","895","5","6","7","7","7","6.26","6.38","1","7","7","7",""
"2005","AkademikerIn","6.45","6.5","4153","5","6","7","7","7","6.42","6.48","1","7","7","7",""
"2005","Hauptschule","6.44","6.5","7532","5","6","7","7","7","6.42","6.46","1","7","7","7",""
"2005","Realschule","6.53","6.5","5372","6","6","7","7","7","6.51","6.55","1","7","7","7",""
"2006","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2006","AkademikerIn","","","","","","","","","","","","","","",""
"2006","Hauptschule","","","","","","","","","","","","","","",""
"2006","Realschule","","","","","","","","","","","","","","",""
"2007","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2007","AkademikerIn","","","","","","","","","","","","","","",""
"2007","Hauptschule","","","","","","","","","","","","","","",""
"2007","Realschule","","","","","","","","","","","","","","",""
"2008","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2008","AkademikerIn","","","","","","","","","","","","","","",""
"2008","Hauptschule","","","","","","","","","","","","","","",""
"2008","Realschule","","","","","","","","","","","","","","",""
"2009","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2009","AkademikerIn","","","","","","","","","","","","","","",""
"2009","Hauptschule","","","","","","","","","","","","","","",""
"2009","Realschule","","","","","","","","","","","","","","",""
"2010","(Fach-)Abitur","6.42","6.5","1897","5","6","7","7","7","6.38","6.46","1","7","7","7",""
"2010","(noch) kein Abschluss","6.37","6.5","412","5","6","7","7","7","6.27","6.47","1","7","6","7",""
"2010","AkademikerIn","6.45","6.5","3820","5","6","7","7","7","6.42","6.48","1","7","7","7",""
"2010","Hauptschule","6.36","6.5","5580","5","6","7","7","7","6.33","6.39","1","7","7","7",""
"2010","Realschule","6.43","6.5","4460","5","6","7","7","7","6.4","6.46","1","7","7","7",""
"2011","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2011","AkademikerIn","","","","","","","","","","","","","","",""
"2011","Hauptschule","","","","","","","","","","","","","","",""
"2011","Realschule","","","","","","","","","","","","","","",""
"2012","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2012","AkademikerIn","","","","","","","","","","","","","","",""
"2012","Hauptschule","","","","","","","","","","","","","","",""
"2012","Realschule","","","","","","","","","","","","","","",""
"2013","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2013","AkademikerIn","","","","","","","","","","","","","","",""
"2013","Hauptschule","","","","","","","","","","","","","","",""
"2013","Realschule","","","","","","","","","","","","","","",""
"2014","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","","","","","","","","","","","","","","",""
"2014","AkademikerIn","","","","","","","","","","","","","","",""
"2014","Hauptschule","","","","","","","","","","","","","","",""
"2014","Realschule","","","","","","","","","","","","","","",""
"2015","(Fach-)Abitur","6.42","6.5","4123","5","6","7","7","7","6.39","6.45","1","7","7","7",""
"2015","(noch) kein Abschluss","6.26","6.5","943","5","6","7","7","7","6.19","6.33","1","7","7","7",""
"2015","AkademikerIn","6.42","6.5","6385","5","6","7","7","7","6.4","6.44","1","7","7","7",""
"2015","Hauptschule","6.34","6.5","7745","5","6","7","7","7","6.32","6.36","1","7","7","7",""
"2015","Realschule","6.44","6.5","6554","5","6","7","7","7","6.42","6.46","1","7","7","7",""
"2016","(Fach-)Abitur","6.57","6.5","520","5","6","7","7","7","6.53","6.61","3","7","7","7",""
"2016","(noch) kein Abschluss","6.36","6.5","1020","5","6","7","7","7","6.32","6.4","1","7","7","7",""
"2016","AkademikerIn","6.53","6.5","604","6","6","7","7","7","6.47","6.59","1","7","7","7",""
"2016","Hauptschule","6.51","6.5","642","6","6","7","7","7","6.46","6.56","1","7","7","7",""
"2016","Realschule","","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","6.83","6.5","303","6","7","7","7","7","6.77","6.89","3","7","7","7",""
"2017","(noch) kein Abschluss","6.84","6.5","730","6","7","7","7","7","6.8","6.88","1","7","7","7",""
"2017","AkademikerIn","6.9","6.5","314","7","7","7","7","7","6.85","6.95","1","7","7","7",""
"2017","Hauptschule","6.77","6.5","405","6","7","7","7","7","6.7","6.84","1","7","7","7",""
"2017","Realschule","","","","","","","","","","","","","","",""
"2018","(Fach-)Abitur","6.91","6.5","59","7","7","7","7","7","6.8","7.02","5","7","7","7",""
"2018","(noch) kein Abschluss","6.77","6.5","147","6","7","7","7","7","6.65","6.89","1","7","7","7",""
"2018","AkademikerIn","6.85","6.5","45","6","7","7","7","7","6.71","6.99","5","7","7","7",""
"2018","Hauptschule","6.88","6.5","88","7","7","7","7","7","6.76","7","4","7","7","7",""
"2018","Realschule","","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","","","","","","","","","","","","","","",""
"2019","(noch) kein Abschluss","6.5","6.5","128","5","6","7","7","7","6.33","6.67","1","7","7","7",""
"2019","AkademikerIn","","","","","","","","","","","","","","",""
"2019","Hauptschule","6.81","6.5","46","6","7","7","7","7","6.62","7","4","7","7","7",""
"2019","Realschule","","","","","","","","","","","","","","",""
"2020","(Fach-)Abitur","6.4","6.5","5058","5","6","7","7","7","6.37","6.43","1","7","7","7",""
"2020","(noch) kein Abschluss","6.21","6.5","2253","4","6","7","7","7","6.17","6.25","1","7","7","7",""
"2020","AkademikerIn","6.4","6.5","7776","5","6","7","7","7","6.38","6.42","1","7","7","7",""
"2020","Hauptschule","6.33","6.5","6736","5","6","7","7","7","6.31","6.35","1","7","7","7",""
"2020","Realschule","6.44","6.5","6252","5","6","7","7","7","6.42","6.46","1","7","7","7",""
