year,migback,sex,m11124,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,male,Not Disabled,0.8678775814879324,16099,0.8626467092383715,0.8731084537374932
1984,No migration background,male,Disabled,0.13212241851206769,16099,0.12689154626250682,0.13735329076162855
1984,No migration background,female,Not Disabled,0.9142085115964873,16099,0.9098823637977227,0.9185346593952519
1984,No migration background,female,Disabled,0.08579148840351272,16099,0.08146534060474805,0.09011763620227739
1984,Direct migration background,male,Not Disabled,0.9395509499136442,16099,0.9358695624466303,0.943232337380658
1984,Direct migration background,male,Disabled,0.06044905008635579,16099,0.056767662619341894,0.06413043755336968
1984,Direct migration background,female,Not Disabled,0.9741602067183462,16099,0.9717093589789312,0.9766110544577613
1984,Direct migration background,female,Disabled,0.025839793281653745,16099,0.023388945542238665,0.028290641021068826
1984,Indirect migration background,male,Not Disabled,0.94,16099,0.9363314353817659,0.943668564618234
1984,Indirect migration background,male,Disabled,0.06,16099,0.05633143538176593,0.06366856461823407
1984,Indirect migration background,female,Not Disabled,0.9821428571428571,16099,0.9800971194888001,0.9841885947969141
1984,Indirect migration background,female,Disabled,0.017857142857142856,16099,0.01581140520308585,0.01990288051119986
1985,No migration background,male,Not Disabled,0.8706359945872801,14443,0.865162654905967,0.8761093342685933
1985,No migration background,male,Disabled,0.1293640054127199,14443,0.1238906657314068,0.134837345094033
1985,No migration background,female,Not Disabled,0.9192439862542955,14443,0.914800434926912,0.923687537581679
1985,No migration background,female,Disabled,0.08075601374570447,14443,0.07631246241832099,0.08519956507308796
1985,Direct migration background,male,Not Disabled,0.944,14443,0.9402502062887638,0.9477497937112361
1985,Direct migration background,male,Disabled,0.056,14443,0.052250206288763854,0.05974979371123615
1985,Direct migration background,female,Not Disabled,0.9761194029850746,14443,0.9736293910513205,0.9786094149188287
1985,Direct migration background,female,Disabled,0.023880597014925373,14443,0.02139058508117128,0.026370608948679465
1985,Indirect migration background,male,Not Disabled,0.96,14443,0.9568041014999101,0.9631958985000898
1985,Indirect migration background,male,Disabled,0.04,14443,0.036804101499910216,0.043195898500089785
1985,Indirect migration background,female,Not Disabled,0.9661016949152542,14443,0.9631502969076897,0.9690530929228187
1985,Indirect migration background,female,Disabled,0.03389830508474576,14443,0.030946907077181233,0.036849703092310296
1986,No migration background,male,Not Disabled,0.9991568296795953,13742,0.9986715349381675,0.9996421244210231
1986,No migration background,male,Disabled,0.0008431703204047217,13742,0.0003578755789768858,0.0013284650618325575
1986,No migration background,female,Not Disabled,0.9992276004119465,13742,0.9987631019003115,0.9996920989235815
1986,No migration background,female,Disabled,0.000772399588053553,13742,0.0003079010764185171,0.001236898099688589
1986,Direct migration background,male,Not Disabled,1.0,13742,1.0,1.0
1986,Direct migration background,female,Not Disabled,1.0,13742,1.0,1.0
1986,Indirect migration background,male,Not Disabled,1.0,13742,1.0,1.0
1986,Indirect migration background,female,Not Disabled,1.0,13742,1.0,1.0
1987,No migration background,male,Not Disabled,0.878062678062678,13496,0.8725420991549266,0.8835832569704294
1987,No migration background,male,Disabled,0.12193732193732194,13496,0.11641674302957063,0.12745790084507325
1987,No migration background,female,Not Disabled,0.918167372881356,13496,0.9135427352212353,0.9227920105414766
1987,No migration background,female,Disabled,0.08183262711864407,13496,0.07720798945852345,0.0864572647787647
1987,Direct migration background,male,Not Disabled,0.9300411522633745,13496,0.9257376112795374,0.9343446932472116
1987,Direct migration background,male,Disabled,0.06995884773662552,13496,0.06565530675278844,0.07426238872046259
1987,Direct migration background,female,Not Disabled,0.968503937007874,13496,0.9655572611360486,0.9714506128796994
1987,Direct migration background,female,Disabled,0.031496062992125984,13496,0.028549387120300543,0.034442738863951425
1987,Indirect migration background,male,Not Disabled,0.958904109589041,13496,0.9555549154401759,0.9622533037379062
1987,Indirect migration background,male,Disabled,0.0410958904109589,13496,0.037746696262093725,0.04444508455982408
1987,Indirect migration background,female,Not Disabled,0.9629629629629629,13496,0.9597767379226416,0.9661491880032842
1987,Indirect migration background,female,Disabled,0.037037037037037035,13496,0.03385081199671578,0.04022326207735829
1988,No migration background,male,Not Disabled,0.86810551558753,12817,0.862247339061747,0.873963692113313
1988,No migration background,male,Disabled,0.13189448441247004,12817,0.126036307886687,0.13775266093825309
1988,No migration background,female,Not Disabled,0.9118057493720346,12817,0.9068962842439838,0.9167152145000854
1988,No migration background,female,Disabled,0.08819425062796539,12817,0.08328478549991458,0.0931037157560162
1988,Direct migration background,male,Not Disabled,0.9123823316437364,12817,0.907487394060761,0.9172772692267118
1988,Direct migration background,male,Disabled,0.08761766835626358,12817,0.08272273077328815,0.09251260593923902
1988,Direct migration background,female,Not Disabled,0.9542168674698795,12817,0.9505982791592539,0.9578354557805052
1988,Direct migration background,female,Disabled,0.04578313253012048,12817,0.04216454421949477,0.04940172084074619
1988,Indirect migration background,male,Not Disabled,0.975,12817,0.972297067555191,0.977702932444809
1988,Indirect migration background,male,Disabled,0.025,12817,0.02229706755519093,0.02770293244480907
1988,Indirect migration background,female,Not Disabled,0.945054945054945,12817,0.941109865961286,0.9490000241486041
1988,Indirect migration background,female,Disabled,0.054945054945054944,12817,0.05099997585139589,0.058890134038714
1989,No migration background,male,Not Disabled,0.8656531182128452,12393,0.8596489397712269,0.8716572966544635
1989,No migration background,male,Disabled,0.13434688178715481,12393,0.1283427033455366,0.14035106022877303
1989,No migration background,female,Not Disabled,0.907010428736964,12393,0.9018972484078909,0.9121236090660372
1989,No migration background,female,Disabled,0.09298957126303592,12393,0.08787639093396277,0.09810275159210907
1989,Direct migration background,male,Not Disabled,0.9144786196549137,12393,0.9095549152109695,0.9194023240988579
1989,Direct migration background,male,Disabled,0.08552138034508627,12393,0.0805976759011421,0.09044508478903045
1989,Direct migration background,female,Not Disabled,0.9532019704433498,12393,0.9494834164149101,0.9569205244717894
1989,Direct migration background,female,Disabled,0.046798029556650245,12393,0.04307947552821053,0.05051658358508996
