year,m11124,bula_h,migback,proportion,n,lower_confidence,upper_confidence
1984,Not Disabled,North Rhine-Westphalia,No migration background,0.17803521779425394,16099,0.17212591578309952,0.18394451980540835
1984,Not Disabled,Bavaria,No migration background,0.13206672845227063,16099,0.12683679094482797,0.1372966659597133
1984,Not Disabled,Baden-Wuerttemberg,No migration background,0.11223354958294718,16099,0.10735750874042393,0.11710959042547042
1984,Not Disabled,Lower Saxony,No migration background,0.08313253012048193,16099,0.07886776220225175,0.0873972980387121
1984,Not Disabled,North Rhine-Westphalia,Direct migration background,0.08137164040778498,16099,0.07714823199069548,0.08559504882487448
1984,Not Disabled,Baden-Wuerttemberg,Direct migration background,0.07562557924003707,16099,0.07154130459983835,0.0797098538802358
1984,Not Disabled,Hesse,No migration background,0.06153846153846154,16099,0.057826203317450794,0.06525071975947229
1984,Not Disabled,"Rhineland-Palatinate, Saarland",No migration background,0.056533827618164965,16099,0.052966245462623164,0.06010140977370677
1984,Not Disabled,Hesse,Direct migration background,0.04077849860982391,16099,0.037723354576832735,0.043833642642815085
1984,Not Disabled,Bavaria,Direct migration background,0.03892493049119555,16099,0.035937146472967765,0.04191271450942334
1984,Not Disabled,Schleswig-Holstein,No migration background,0.028730305838739572,16099,0.026149848611664875,0.03131076306581427
1984,Not Disabled,Berlin,No migration background,0.021872103799814642,16099,0.019612669471278266,0.02413153812835102
1984,Not Disabled,Hamburg,No migration background,0.01779425393883225,16099,0.015752056400187866,0.019836451477476636
1984,Not Disabled,Lower Saxony,Direct migration background,0.016867469879518072,16099,0.014878227852760337,0.018856711906275806
1984,Not Disabled,"Rhineland-Palatinate, Saarland",Direct migration background,0.012974976830398516,16099,0.011226845734237956,0.014723107926559077
1984,Not Disabled,Berlin,Direct migration background,0.01010194624652456,16099,0.008557209837095407,0.011646682655953713
1984,Not Disabled,Hamburg,Direct migration background,0.00778498609823911,16099,0.006427334175411083,0.009142638021067137
1984,Not Disabled,Bremen,No migration background,0.007599629286376274,16099,0.006258111966936122,0.008941146605816427
1984,Not Disabled,Schleswig-Holstein,Direct migration background,0.0036144578313253013,16099,0.002687431839665442,0.004541483822985161
1984,Not Disabled,Bremen,Direct migration background,0.0029657089898053753,16099,0.002125715470117903,0.0038057025094928474
1984,Not Disabled,North Rhine-Westphalia,Indirect migration background,0.0027803521779425394,16099,0.0019669563518539,0.003593748004031179
1984,Not Disabled,Baden-Wuerttemberg,Indirect migration background,0.0022242817423540314,16099,0.0014965555856427217,0.002952007899065341
1984,Not Disabled,Bavaria,Indirect migration background,0.0020389249304911955,16099,0.0013421154668959196,0.0027357343940864714
1984,Not Disabled,Hesse,Indirect migration background,0.0009267840593141798,16099,0.0004567335182687717,0.001396834600359588
1984,Not Disabled,Lower Saxony,Indirect migration background,0.0006487488415199259,16099,0.00025542162466491927,0.0010420760583749326
1984,Not Disabled,Schleswig-Holstein,Indirect migration background,0.0003707136237256719,16099,7.334483754369009e-05,0.0006680824099076538
1984,Not Disabled,"Rhineland-Palatinate, Saarland",Indirect migration background,0.00018535681186283596,16099,-2.49341673090996e-05,0.0003956477910347715
1984,Not Disabled,Berlin,Indirect migration background,0.00018535681186283596,16099,-2.49341673090996e-05,0.0003956477910347715
1984,Not Disabled,Hamburg,Indirect migration background,9.267840593141798e-05,16099,-5.602666313618452e-05,0.0002413834749990205
1984,Disabled,North Rhine-Westphalia,No migration background,0.2761545711592837,16099,0.2692481086689778,0.2830610336495896
1984,Disabled,Bavaria,No migration background,0.1470311027332705,16099,0.14156059260993975,0.15250161285660124
1984,Disabled,Baden-Wuerttemberg,No migration background,0.10084825636192271,16099,0.09619660332636679,0.10549990939747864
1984,Disabled,Lower Saxony,No migration background,0.09613572101790764,16099,0.09158216559670534,0.10068927643910994
1984,Disabled,Hesse,No migration background,0.07257304429783223,16099,0.06856544631750411,0.07658064227816036
1984,Disabled,"Rhineland-Palatinate, Saarland",No migration background,0.06597549481621112,16099,0.062140832862851055,0.06981015676957118
1984,Disabled,Berlin,No migration background,0.046182846371347785,16099,0.042940723024988,0.04942496971770757
1984,Disabled,Baden-Wuerttemberg,Direct migration background,0.03770028275212064,16099,0.0347580020456005,0.04064256345864078
1984,Disabled,North Rhine-Westphalia,Direct migration background,0.036757775683317624,16099,0.03385108386171598,0.03966446750491927
1984,Disabled,Hesse,Direct migration background,0.020735155513666354,16099,0.018533951219088525,0.022936359808244183
1984,Disabled,Schleswig-Holstein,No migration background,0.019792648444863337,16099,0.017641018626704027,0.021944278263022646
1984,Disabled,Hamburg,No migration background,0.019792648444863337,16099,0.017641018626704027,0.021944278263022646
1984,Disabled,Bavaria,Direct migration background,0.016965127238454288,16099,0.014970234065657353,0.01896002041125122
1984,Disabled,Bremen,No migration background,0.015080113100848256,16099,0.013197507381166049,0.016962718820530465
1984,Disabled,Lower Saxony,Direct migration background,0.00942507068803016,16099,0.007932473581865634,0.010917667794194685
1984,Disabled,"Rhineland-Palatinate, Saarland",Direct migration background,0.00471253534401508,16099,0.00365460226050094,0.0057704684275292194
1984,Disabled,Berlin,Direct migration background,0.00471253534401508,16099,0.00365460226050094,0.0057704684275292194
1984,Disabled,Hamburg,Direct migration background,0.002827521206409048,16099,0.00200727411609842,0.0036477682967196766
