year,age_gr,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,At least once per week,0.08415,345,3813,0.07534,0.09297
1990,17-29 y.,At least once per month,0.06948,291,3813,0.06141,0.07755
1990,17-29 y.,Seldom,0.27802,988,3813,0.26380,0.29224
1990,17-29 y.,Never,0.55951,2189,3813,0.54375,0.57527
1990,30-45 y.,At least once per week,0.08781,367,4260,0.07931,0.09631
1990,30-45 y.,At least once per month,0.08564,356,4260,0.07724,0.09405
1990,30-45 y.,Seldom,0.31941,1229,4260,0.30540,0.33341
1990,30-45 y.,Never,0.50129,2308,4260,0.48627,0.51630
1990,46-65 y.,At least once per week,0.15209,621,4210,0.14124,0.16294
1990,46-65 y.,At least once per month,0.11252,470,4210,0.10297,0.12206
1990,46-65 y.,Seldom,0.29370,1124,4210,0.27994,0.30746
1990,46-65 y.,Never,0.43321,1995,4210,0.41824,0.44818
1990,66 and older,At least once per week,0.20644,284,1437,0.18551,0.22738
1990,66 and older,At least once per month,0.15214,203,1437,0.13356,0.17072
1990,66 and older,Seldom,0.21714,321,1437,0.19581,0.23846
1990,66 and older,Never,0.41116,629,1437,0.38572,0.43661
1992,17-29 y.,At least once per week,0.07386,282,3553,0.06526,0.08246
1992,17-29 y.,At least once per month,0.05994,265,3553,0.05213,0.06775
1992,17-29 y.,Seldom,0.26640,886,3553,0.25187,0.28094
1992,17-29 y.,Never,0.59535,2120,3553,0.57921,0.61149
1992,30-45 y.,At least once per week,0.07142,312,4227,0.06365,0.07918
1992,30-45 y.,At least once per month,0.07432,321,4227,0.06641,0.08223
1992,30-45 y.,Seldom,0.29768,1139,4227,0.28389,0.31146
1992,30-45 y.,Never,0.54913,2455,4227,0.53413,0.56413
1992,46-65 y.,At least once per week,0.13537,541,3984,0.12475,0.14600
1992,46-65 y.,At least once per month,0.08816,374,3984,0.07936,0.09697
1992,46-65 y.,Seldom,0.27878,1020,3984,0.26485,0.29271
1992,46-65 y.,Never,0.48258,2049,3984,0.46706,0.49810
1992,66 and older,At least once per week,0.18017,251,1427,0.16022,0.20012
1992,66 and older,At least once per month,0.12577,172,1427,0.10856,0.14299
1992,66 and older,Seldom,0.22726,328,1427,0.20551,0.24901
1992,66 and older,Never,0.44565,676,1427,0.41985,0.47145
1994,17-29 y.,At least once per week,0.06415,243,3320,0.05582,0.07249
1994,17-29 y.,At least once per month,0.06476,263,3320,0.05639,0.07313
1994,17-29 y.,Seldom,0.24855,826,3320,0.23384,0.26325
1994,17-29 y.,Never,0.61500,1988,3320,0.59845,0.63156
1994,30-45 y.,At least once per week,0.07495,324,4133,0.06692,0.08298
1994,30-45 y.,At least once per month,0.08722,357,4133,0.07862,0.09583
1994,30-45 y.,Seldom,0.30006,1174,4133,0.28609,0.31404
1994,30-45 y.,Never,0.53531,2278,4133,0.52010,0.55052
1994,46-65 y.,At least once per week,0.12095,487,3862,0.11066,0.13123
1994,46-65 y.,At least once per month,0.09097,379,3862,0.08190,0.10004
1994,46-65 y.,Seldom,0.30079,1074,3862,0.28632,0.31525
1994,46-65 y.,Never,0.47283,1922,3862,0.45709,0.48858
1994,66 and older,At least once per week,0.20172,283,1473,0.18122,0.22222
1994,66 and older,At least once per month,0.11657,174,1473,0.10017,0.13296
1994,66 and older,Seldom,0.23328,347,1473,0.21168,0.25489
1994,66 and older,Never,0.43339,669,1473,0.40807,0.45870
1995,17-29 y.,At least once per week,0.06656,273,3336,0.05810,0.07502
1995,17-29 y.,At least once per month,0.07071,262,3336,0.06201,0.07941
1995,17-29 y.,Seldom,0.25201,852,3336,0.23728,0.26675
1995,17-29 y.,Never,0.60480,1949,3336,0.58820,0.62139
1995,30-45 y.,At least once per week,0.07734,385,4411,0.06945,0.08522
1995,30-45 y.,At least once per month,0.09083,416,4411,0.08234,0.09931
1995,30-45 y.,Seldom,0.28737,1184,4411,0.27401,0.30073
1995,30-45 y.,Never,0.53689,2426,4411,0.52218,0.55161
1995,46-65 y.,At least once per week,0.12913,538,3939,0.11865,0.13960
1995,46-65 y.,At least once per month,0.10104,415,3939,0.09163,0.11045
1995,46-65 y.,Seldom,0.28774,1046,3939,0.27360,0.30188
1995,46-65 y.,Never,0.47532,1940,3939,0.45973,0.49092
1995,66 and older,At least once per week,0.21837,322,1505,0.19749,0.23925
1995,66 and older,At least once per month,0.11370,169,1505,0.09766,0.12974
1995,66 and older,Seldom,0.22196,341,1505,0.20096,0.24297
1995,66 and older,Never,0.43127,673,1505,0.40624,0.45630
1996,17-29 y.,At least once per week,0.05686,210,3159,0.04878,0.06493
1996,17-29 y.,At least once per month,0.06746,240,3159,0.05871,0.07621
1996,17-29 y.,Seldom,0.29343,859,3159,0.27755,0.30931
1996,17-29 y.,Never,0.58069,1850,3159,0.56348,0.59790
1996,30-45 y.,At least once per week,0.07366,354,4425,0.06596,0.08135
1996,30-45 y.,At least once per month,0.08745,385,4425,0.07913,0.09577
1996,30-45 y.,Seldom,0.30833,1296,4425,0.29473,0.32194
1996,30-45 y.,Never,0.52632,2390,4425,0.51161,0.54104
1996,46-65 y.,At least once per week,0.12003,468,3884,0.10981,0.13026
1996,46-65 y.,At least once per month,0.09730,407,3884,0.08798,0.10662
1996,46-65 y.,Seldom,0.30557,1084,3884,0.29109,0.32006
1996,46-65 y.,Never,0.47075,1925,3884,0.45505,0.48645
1996,66 and older,At least once per week,0.19789,289,1532,0.17794,0.21785
1996,66 and older,At least once per month,0.10820,166,1532,0.09264,0.12376
1996,66 and older,Seldom,0.25441,371,1532,0.23259,0.27622
1996,66 and older,Never,0.42388,706,1532,0.39912,0.44863
1997,17-29 y.,At least once per week,0.05746,190,3017,0.04915,0.06576
1997,17-29 y.,At least once per month,0.06438,220,3017,0.05562,0.07314
1997,17-29 y.,Seldom,0.29666,878,3017,0.28035,0.31296
1997,17-29 y.,Never,0.57570,1729,3017,0.55806,0.59334
1997,30-45 y.,At least once per week,0.06696,339,4354,0.05953,0.07438
1997,30-45 y.,At least once per month,0.08702,375,4354,0.07865,0.09539
1997,30-45 y.,Seldom,0.31894,1321,4354,0.30510,0.33279
1997,30-45 y.,Never,0.52480,2319,4354,0.50996,0.53963
1997,46-65 y.,At least once per week,0.12156,473,3827,0.11120,0.13191
1997,46-65 y.,At least once per month,0.09187,375,3827,0.08272,0.10103
1997,46-65 y.,Seldom,0.29878,1054,3827,0.28428,0.31329
1997,46-65 y.,Never,0.47898,1925,3827,0.46316,0.49481
1997,66 and older,At least once per week,0.20246,293,1554,0.18247,0.22244
1997,66 and older,At least once per month,0.09847,156,1554,0.08365,0.11329
1997,66 and older,Seldom,0.24536,384,1554,0.22395,0.26676
1997,66 and older,Never,0.42683,721,1554,0.40223,0.45143
1998,17-29 y.,At least once per week,0.05761,193,3152,0.04947,0.06574
1998,17-29 y.,At least once per month,0.06334,213,3152,0.05483,0.07184
1998,17-29 y.,Seldom,0.28854,914,3152,0.27272,0.30436
1998,17-29 y.,Never,0.58659,1832,3152,0.56940,0.60379
1998,30-45 y.,At least once per week,0.07513,376,4806,0.06767,0.08258
1998,30-45 y.,At least once per month,0.08451,407,4806,0.07664,0.09237
1998,30-45 y.,Seldom,0.31981,1485,4806,0.30662,0.33299
1998,30-45 y.,Never,0.51563,2538,4806,0.50150,0.52976
1998,46-65 y.,At least once per week,0.11387,530,4356,0.10444,0.12331
1998,46-65 y.,At least once per month,0.11061,475,4356,0.10129,0.11992
1998,46-65 y.,Seldom,0.29925,1254,4356,0.28565,0.31285
1998,46-65 y.,Never,0.46643,2097,4356,0.45162,0.48125
1998,66 and older,At least once per week,0.19651,344,1830,0.17830,0.21472
1998,66 and older,At least once per month,0.12779,233,1830,0.11249,0.14309
1998,66 and older,Seldom,0.26097,476,1830,0.24085,0.28110
