year,age_gr,quintil_oecd,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,At least once per week,0.11552,81,572,0.08930,0.14174
1990,17-29 y.,1st Quintile,At least once per month,0.08433,60,572,0.06154,0.10713
1990,17-29 y.,1st Quintile,Seldom,0.24744,150,572,0.21205,0.28284
1990,17-29 y.,1st Quintile,Never,0.54920,281,572,0.50838,0.59001
1990,17-29 y.,2nd Quintile,At least once per week,0.09187,66,563,0.06799,0.11575
1990,17-29 y.,2nd Quintile,At least once per month,0.07598,48,563,0.05407,0.09789
1990,17-29 y.,2nd Quintile,Seldom,0.34335,185,563,0.30409,0.38261
1990,17-29 y.,2nd Quintile,Never,0.47957,264,563,0.43827,0.52087
1990,17-29 y.,3rd Quintile,At least once per week,0.08618,53,548,0.06266,0.10969
1990,17-29 y.,3rd Quintile,At least once per month,0.06917,55,548,0.04790,0.09043
1990,17-29 y.,3rd Quintile,Seldom,0.36477,183,548,0.32443,0.40511
1990,17-29 y.,3rd Quintile,Never,0.47208,257,548,0.43025,0.51392
1990,17-29 y.,4th Quintile,At least once per week,0.08846,61,607,0.06585,0.11106
1990,17-29 y.,4th Quintile,At least once per month,0.09343,59,607,0.07026,0.11660
1990,17-29 y.,4th Quintile,Seldom,0.29159,176,607,0.25540,0.32777
1990,17-29 y.,4th Quintile,Never,0.52631,311,607,0.48656,0.56607
1990,17-29 y.,5th Quintile,At least once per week,0.09811,39,403,0.06903,0.12719
1990,17-29 y.,5th Quintile,At least once per month,0.07913,39,403,0.05274,0.10552
1990,17-29 y.,5th Quintile,Seldom,0.33335,134,403,0.28727,0.37944
1990,17-29 y.,5th Quintile,Never,0.47856,191,403,0.42973,0.52739
1990,30-45 y.,1st Quintile,At least once per week,0.16845,97,511,0.13597,0.20094
1990,30-45 y.,1st Quintile,At least once per month,0.09707,56,511,0.07138,0.12276
1990,30-45 y.,1st Quintile,Seldom,0.29024,137,511,0.25085,0.32963
1990,30-45 y.,1st Quintile,Never,0.43861,221,511,0.39555,0.48168
1990,30-45 y.,2nd Quintile,At least once per week,0.11719,80,617,0.09179,0.14259
1990,30-45 y.,2nd Quintile,At least once per month,0.12386,76,617,0.09785,0.14988
1990,30-45 y.,2nd Quintile,Seldom,0.35918,228,617,0.32129,0.39706
1990,30-45 y.,2nd Quintile,Never,0.39821,233,617,0.35955,0.43687
1990,30-45 y.,3rd Quintile,At least once per week,0.11433,65,578,0.08836,0.14029
1990,30-45 y.,3rd Quintile,At least once per month,0.12040,77,578,0.09385,0.14696
1990,30-45 y.,3rd Quintile,Seldom,0.37851,208,578,0.33894,0.41809
1990,30-45 y.,3rd Quintile,Never,0.38335,228,578,0.34368,0.42302
1990,30-45 y.,4th Quintile,At least once per week,0.07844,38,481,0.05439,0.10249
1990,30-45 y.,4th Quintile,At least once per month,0.08098,46,481,0.05658,0.10539
1990,30-45 y.,4th Quintile,Seldom,0.37047,177,481,0.32726,0.41367
1990,30-45 y.,4th Quintile,Never,0.46964,220,481,0.42499,0.51429
1990,30-45 y.,5th Quintile,At least once per week,0.05155,33,589,0.03368,0.06943
1990,30-45 y.,5th Quintile,At least once per month,0.07935,49,589,0.05751,0.10120
1990,30-45 y.,5th Quintile,Seldom,0.36720,219,589,0.32824,0.40616
1990,30-45 y.,5th Quintile,Never,0.50036,288,589,0.45995,0.54078
1990,46-65 y.,1st Quintile,At least once per week,0.21297,124,502,0.17712,0.24882
1990,46-65 y.,1st Quintile,At least once per month,0.14562,80,502,0.11473,0.17650
1990,46-65 y.,1st Quintile,Seldom,0.30668,124,502,0.26630,0.34706
1990,46-65 y.,1st Quintile,Never,0.32262,174,502,0.28169,0.36356
1990,46-65 y.,2nd Quintile,At least once per week,0.18211,101,478,0.14747,0.21674
1990,46-65 y.,2nd Quintile,At least once per month,0.13561,65,478,0.10489,0.16634
1990,46-65 y.,2nd Quintile,Seldom,0.31108,139,478,0.26954,0.35263
1990,46-65 y.,2nd Quintile,Never,0.37085,173,478,0.32750,0.41420
1990,46-65 y.,3rd Quintile,At least once per week,0.17700,112,576,0.14580,0.20820
