year,age_gr,quintil_oecd,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,1st Quintile,No,0.95389,706,706,0.93840,0.96937
1999,17-29 y.,2nd Quintile,No,0.94664,593,593,0.92854,0.96475
1999,17-29 y.,3rd Quintile,Yes,0.07218,37,552,0.05057,0.09378
1999,17-29 y.,3rd Quintile,No,0.92782,515,552,0.90622,0.94943
1999,17-29 y.,4th Quintile,Yes,0.14527,60,486,0.11391,0.17663
1999,17-29 y.,4th Quintile,No,0.85473,426,486,0.82337,0.88609
1999,17-29 y.,5th Quintile,Yes,0.12978,36,342,0.09411,0.16545
1999,17-29 y.,5th Quintile,No,0.87022,306,342,0.83455,0.90589
1999,30-45 y.,1st Quintile,Yes,0.05666,32,873,0.04132,0.07201
1999,30-45 y.,1st Quintile,No,0.94334,841,873,0.92799,0.95868
1999,30-45 y.,2nd Quintile,Yes,0.06006,47,988,0.04524,0.07489
1999,30-45 y.,2nd Quintile,No,0.93994,941,988,0.92511,0.95476
1999,30-45 y.,3rd Quintile,Yes,0.08826,80,910,0.06982,0.10670
1999,30-45 y.,3rd Quintile,No,0.91174,830,910,0.89330,0.93018
1999,30-45 y.,4th Quintile,Yes,0.14046,102,811,0.11653,0.16439
1999,30-45 y.,4th Quintile,No,0.85954,709,811,0.83561,0.88347
1999,30-45 y.,5th Quintile,Yes,0.20088,116,591,0.16855,0.23321
1999,30-45 y.,5th Quintile,No,0.79912,475,591,0.76679,0.83145
1999,46-65 y.,1st Quintile,No,0.96342,567,567,0.94796,0.97889
1999,46-65 y.,2nd Quintile,No,0.95979,685,685,0.94507,0.97451
1999,46-65 y.,3rd Quintile,No,0.95203,737,737,0.93659,0.96747
1999,46-65 y.,4th Quintile,Yes,0.09090,62,867,0.07175,0.11004
1999,46-65 y.,4th Quintile,No,0.90910,805,867,0.88996,0.92825
1999,46-65 y.,5th Quintile,Yes,0.22904,156,812,0.20011,0.25796
