year,pgisced97,ple0023,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Pre-primary Level,Yes,0.09322,40,313,0.06096,0.12549
2009,Pre-primary Level,No,0.53682,273,313,0.48149,0.59215
2009,Primary Level,Yes,0.20151,31,165,0.14012,0.26290
2009,Primary Level,No,0.79849,134,165,0.73710,0.85988
2009,Lower Secondary Level,Yes,0.20105,362,1788,0.18247,0.21963
2009,Lower Secondary Level,No,0.77626,1426,1788,0.75694,0.79559
2009,Upper Secondary Level,Yes,0.20288,1770,9060,0.19460,0.21116
2009,Upper Secondary Level,No,0.79703,7290,9060,0.78874,0.80531
2009,Post-secondary Non-tertiary Level,Yes,0.21757,184,997,0.19194,0.24319
2009,Post-secondary Non-tertiary Level,No,0.78243,813,997,0.75681,0.80806
2009,First Stage of Tertiary Education,Yes,0.21515,287,1332,0.19307,0.23722
2009,First Stage of Tertiary Education,No,0.78485,1045,1332,0.76278,0.80693
2009,Second Stage of Tertiary Education,Yes,0.20175,785,4035,0.18937,0.21414
2009,Second Stage of Tertiary Education,No,0.79825,3250,4035,0.78586,0.81063
2011,Pre-primary Level,No,0.44426,291,291,0.38707,0.50145
2011,Primary Level,Yes,0.12485,38,229,0.08194,0.16776
2011,Primary Level,No,0.71499,191,229,0.65640,0.77359
2011,Lower Secondary Level,Yes,0.12499,297,2164,0.11106,0.13893
2011,Lower Secondary Level,No,0.76878,1867,2164,0.75101,0.78654
2011,Upper Secondary Level,Yes,0.13255,1441,10489,0.12606,0.13904
2011,Upper Secondary Level,No,0.79399,9048,10489,0.78625,0.80173
2011,Post-secondary Non-tertiary Level,Yes,0.13576,179,1201,0.11638,0.15514
2011,Post-secondary Non-tertiary Level,No,0.73764,1022,1201,0.71275,0.76253
2011,First Stage of Tertiary Education,Yes,0.14806,213,1447,0.12976,0.16637
2011,First Stage of Tertiary Education,No,0.79261,1234,1447,0.77172,0.81351
2011,Second Stage of Tertiary Education,Yes,0.13801,666,4588,0.12803,0.14800
2011,Second Stage of Tertiary Education,No,0.77359,3922,4588,0.76148,0.78570
2013,Pre-primary Level,No,0.34290,238,238,0.28247,0.40334
2013,Primary Level,Yes,0.11643,33,192,0.07095,0.16192
2013,Primary Level,No,0.48490,159,192,0.41402,0.55578
