"plb0571","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Ja, viele Personen","2015","(Fach-)Abitur","kein Migrationshintergrund","90","0.040863295228074","0.0328487988756164","0.0488777915805316"
"Ja, viele Personen","2015","(Fach-)Abitur","direkter Migrationshintergrund","49","0.0412639205732264","0.030962162135622","0.0515656790108308"
"Ja, viele Personen","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja, viele Personen","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja, viele Personen","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja, viele Personen","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, viele Personen","2015","AkademikerInnen","kein Migrationshintergrund","101","0.0230451524456899","0.0187380123780613","0.0273522925133185"
"Ja, viele Personen","2015","AkademikerInnen","direkter Migrationshintergrund","45","0.0296943232136369","0.0209180384007577","0.0384706080265162"
"Ja, viele Personen","2015","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"Ja, viele Personen","2015","Hauptschulabschluss","kein Migrationshintergrund","158","0.02504887680503","0.0208827182690185","0.0292150353410415"
"Ja, viele Personen","2015","Hauptschulabschluss","direkter Migrationshintergrund","51","0.0251715127567964","0.0181298406752075","0.0322131848383852"
"Ja, viele Personen","2015","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"Ja, viele Personen","2015","Realschulabschluss","kein Migrationshintergrund","191","0.0302572731989898","0.0258146940928154","0.0346998523051641"
"Ja, viele Personen","2015","Realschulabschluss","direkter Migrationshintergrund","","","",""
"Ja, viele Personen","2015","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"Ja, wenige Personen","2015","(Fach-)Abitur","kein Migrationshintergrund","563","0.228016749837384","0.211032099849449","0.245001399825319"
"Ja, wenige Personen","2015","(Fach-)Abitur","direkter Migrationshintergrund","157","0.128949215921439","0.111590896616565","0.146307535226313"
"Ja, wenige Personen","2015","(Fach-)Abitur","indirekter Migrationshintergrund","58","0.187190903803923","0.144586273281546","0.2297955343263"
"Ja, wenige Personen","2015","(noch) kein Abschluss","kein Migrationshintergrund","62","0.144828984155815","0.109901281895684","0.179756686415946"
"Ja, wenige Personen","2015","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.0972542707133137","0.0690175037672001","0.125491037659427"
"Ja, wenige Personen","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja, wenige Personen","2015","AkademikerInnen","kein Migrationshintergrund","1005","0.216373811920983","0.204553776576178","0.228193847265788"
"Ja, wenige Personen","2015","AkademikerInnen","direkter Migrationshintergrund","234","0.179918952924618","0.160058618741579","0.199779287107657"
"Ja, wenige Personen","2015","AkademikerInnen","indirekter Migrationshintergrund","45","0.135811810612029","0.0941695450007903","0.177454076223267"
"Ja, wenige Personen","2015","Hauptschulabschluss","kein Migrationshintergrund","741","0.127972667309151","0.119066847544629","0.136878487073673"
"Ja, wenige Personen","2015","Hauptschulabschluss","direkter Migrationshintergrund","176","0.104089745832029","0.0903621886859627","0.117817302978094"
"Ja, wenige Personen","2015","Hauptschulabschluss","indirekter Migrationshintergrund","54","0.12407806117996","0.0921673587595656","0.155988763600354"
"Ja, wenige Personen","2015","Realschulabschluss","kein Migrationshintergrund","984","0.163132309946415","0.153549554516359","0.172715065376471"
"Ja, wenige Personen","2015","Realschulabschluss","direkter Migrationshintergrund","65","0.159695244764841","0.122519636949351","0.19687085258033"
"Ja, wenige Personen","2015","Realschulabschluss","indirekter Migrationshintergrund","66","0.202800286665577","0.164161874143255","0.241438699187899"
"Nein, weiss nicht","2015","(Fach-)Abitur","kein Migrationshintergrund","999","0.432897252478269","0.412839023824127","0.452955481132411"
"Nein, weiss nicht","2015","(Fach-)Abitur","direkter Migrationshintergrund","570","0.386140236829507","0.360923801402739","0.411356672256275"
"Nein, weiss nicht","2015","(Fach-)Abitur","indirekter Migrationshintergrund","122","0.368956455959343","0.316253208518636","0.42165970340005"
"Nein, weiss nicht","2015","(noch) kein Abschluss","kein Migrationshintergrund","160","0.399218966872407","0.350614131397326","0.447823802347488"
"Nein, weiss nicht","2015","(noch) kein Abschluss","direkter Migrationshintergrund","167","0.441476485913919","0.394155647932354","0.488797323895484"
"Nein, weiss nicht","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","51","0.367396889393336","0.284841421678644","0.449952357108028"
"Nein, weiss nicht","2015","AkademikerInnen","kein Migrationshintergrund","2029","0.432557246992153","0.418335767491686","0.446778726492621"
"Nein, weiss nicht","2015","AkademikerInnen","direkter Migrationshintergrund","507","0.346264404706331","0.32166499431739","0.370863815095273"
"Nein, weiss nicht","2015","AkademikerInnen","indirekter Migrationshintergrund","121","0.486306681303243","0.425553574233504","0.547059788372982"
"Nein, weiss nicht","2015","Hauptschulabschluss","kein Migrationshintergrund","2180","0.41477475839838","0.401640125891647","0.427909390905114"
"Nein, weiss nicht","2015","Hauptschulabschluss","direkter Migrationshintergrund","727","0.388700022220843","0.366787543603001","0.410612500838686"
"Nein, weiss nicht","2015","Hauptschulabschluss","indirekter Migrationshintergrund","156","0.405055562696015","0.357538272353805","0.452572853038225"
"Nein, weiss nicht","2015","Realschulabschluss","kein Migrationshintergrund","2509","0.439873013031366","0.426999445405576","0.452746580657156"
"Nein, weiss nicht","2015","Realschulabschluss","direkter Migrationshintergrund","142","0.365886013778543","0.317003869837415","0.414768157719672"
