"plb0571","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja, viele Personen","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","135","0.0408757001347139","0.034385170797192","0.0473662294722358"
"Ja, viele Personen","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","138","0.0273072944599292","0.0227606846805897","0.0318539042392687"
"Ja, viele Personen","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","221","0.0287799752550525","0.024717771438722","0.032842179071383"
"Ja, viele Personen","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","179","0.0335001566006122","0.0282433996555547","0.0387569135456697"
"Ja, viele Personen","2015","Realschulabschluss","Ostdeutschland, neue Bundeslaender","45","0.0269621257359138","0.0198617123957349","0.0340625390760928"
"Ja, wenige Personen","2015","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","696","0.209334297427163","0.195998262852926","0.2226703320014"
"Ja, wenige Personen","2015","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","82","0.130925090797649","0.10201580954343","0.159834372051868"
"Ja, wenige Personen","2015","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","114","0.144784331977313","0.120787347250943","0.168781316703683"
"Ja, wenige Personen","2015","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","AkademikerInnen","Westdeutschland, alte Bundeslaender","1092","0.224133868186436","0.21250044153627","0.235767294836603"
"Ja, wenige Personen","2015","AkademikerInnen","Ostdeutschland, neue Bundeslaender","192","0.135208897655633","0.117442315712023","0.152975479599242"
"Ja, wenige Personen","2015","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","893","0.133248310997979","0.124991052277077","0.141505569718881"
"Ja, wenige Personen","2015","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","78","0.0629246446529674","0.0492368782594837","0.0766124110464511"
"Ja, wenige Personen","2015","Realschulabschluss","Westdeutschland, alte Bundeslaender","884","0.187759293278693","0.176350579596431","0.199168006960955"
