"plb0571","year","migback","n","percent","lower_confidence","upper_confidence"
"Ja, viele Personen","2015","kein Migrationshintergrund","581","0.0286300307478982","0.0262630279952022","0.0309970335005942"
"Ja, viele Personen","2015","direkter Migrationshintergrund","172","0.0317890403079395","0.0272449586736578","0.0363331219422212"
"Ja, viele Personen","2015","indirekter Migrationshintergrund","62","0.0282927108509647","0.0203308312975127","0.0362545904044167"
"Ja, wenige Personen","2015","kein Migrationshintergrund","3466","0.171693265641479","0.166340629205116","0.177045902077842"
"Ja, wenige Personen","2015","direkter Migrationshintergrund","689","0.129969206692308","0.121259370940807","0.138679042443809"
"Ja, wenige Personen","2015","indirekter Migrationshintergrund","272","0.16907305344093","0.151074847697022","0.187071259184837"
"Nein, weiss nicht","2015","kein Migrationshintergrund","8102","0.427554319232665","0.420532359900919","0.434576278564412"
"Nein, weiss nicht","2015","direkter Migrationshintergrund","2175","0.380412826570416","0.36783802315545","0.392987629985382"
"Nein, weiss nicht","2015","indirekter Migrationshintergrund","669","0.40097513981498","0.377441357093447","0.424508922536514"
"Nein, niemand","2015","kein Migrationshintergrund","6919","0.372122384377957","0.365261566088242","0.378983202667673"
"Nein, niemand","2015","direkter Migrationshintergrund","2690","0.457828926429336","0.444924396030724","0.470733456827948"
"Nein, niemand","2015","indirekter Migrationshintergrund","663","0.401659095893126","0.378118701085826","0.425199490700425"
"Ja, viele Personen","2016","kein Migrationshintergrund","375","0.0199031799205181","0.0178523647303004","0.0219539951107358"
"Ja, viele Personen","2016","direkter Migrationshintergrund","113","0.0222477958219316","0.0180609842873482","0.0264346073565149"
"Ja, viele Personen","2016","indirekter Migrationshintergrund","51","0.040219988297619","0.030435700860993","0.0500042757342449"
"Ja, wenige Personen","2016","kein Migrationshintergrund","2515","0.134656732204094","0.129644409244642","0.139669055163546"
"Ja, wenige Personen","2016","direkter Migrationshintergrund","446","0.09071701029871","0.0825639733051317","0.0988700472922882"
"Ja, wenige Personen","2016","indirekter Migrationshintergrund","235","0.121516977811842","0.105246228704069","0.137787726919614"
"Nein, weiss nicht","2016","kein Migrationshintergrund","6144","0.337562808245296","0.330619276101504","0.344506340389088"
"Nein, weiss nicht","2016","direkter Migrationshintergrund","1569","0.335011011390776","0.321612323121553","0.348409699659998"
"Nein, weiss nicht","2016","indirekter Migrationshintergrund","516","0.335364462527251","0.311853376987874","0.358875548066628"
"Nein, niemand","2016","kein Migrationshintergrund","8783","0.507877279630092","0.500536420309336","0.515218138950847"
"Nein, niemand","2016","direkter Migrationshintergrund","2639","0.552024182488583","0.537907525830801","0.566140839146365"
"Nein, niemand","2016","indirekter Migrationshintergrund","747","0.502898571363289","0.477999388845062","0.527797753881516"
