"plb0571","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Ja, viele Personen","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Ja, viele Personen","2015","16-34 Jahre alt","Hauptschulabschluss","66","0.0418114122339411","0.0305428191522718","0.0530800053156104"
"Ja, viele Personen","2015","16-34 Jahre alt","Realschulabschluss","73","0.0464629942557537","0.0354530046181346","0.0574729838933729"
"Ja, viele Personen","2015","16-34 Jahre alt","(Fach-)Abitur","56","0.0358278632069071","0.0267576259069255","0.0448981005068887"
"Ja, viele Personen","2015","16-34 Jahre alt","AkademikerInnen","35","0.0298610296898998","0.0200536999695928","0.0396683594102069"
"Ja, viele Personen","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Ja, viele Personen","2015","35-65 Jahre alt","Hauptschulabschluss","138","0.0323098211387862","0.0268039467515123","0.0378156955260602"
"Ja, viele Personen","2015","35-65 Jahre alt","Realschulabschluss","143","0.0330603842143736","0.0277013951864598","0.0384193732422874"
"Ja, viele Personen","2015","35-65 Jahre alt","(Fach-)Abitur","85","0.0415300726821725","0.0332438123480228","0.0498163330163222"
"Ja, viele Personen","2015","35-65 Jahre alt","AkademikerInnen","98","0.0202821031128689","0.0159240140448415","0.0246401921808964"
"Ja, viele Personen","2015","66 und älter","(noch) kein Abschluss","","","",""
"Ja, viele Personen","2015","66 und älter","Hauptschulabschluss","","","",""
"Ja, viele Personen","2015","66 und älter","Realschulabschluss","","","",""
"Ja, viele Personen","2015","66 und älter","(Fach-)Abitur","","","",""
"Ja, viele Personen","2015","66 und älter","AkademikerInnen","","","",""
"Ja, wenige Personen","2015","16-34 Jahre alt","(noch) kein Abschluss","84","0.144357390280699","0.114120987287217","0.174593793274181"
"Ja, wenige Personen","2015","16-34 Jahre alt","Hauptschulabschluss","184","0.185832960060208","0.163934432619865","0.207731487500551"
"Ja, wenige Personen","2015","16-34 Jahre alt","Realschulabschluss","296","0.195191119041737","0.174459131263856","0.215923106819617"
"Ja, wenige Personen","2015","16-34 Jahre alt","(Fach-)Abitur","332","0.234779812063437","0.214094861268063","0.255464762858812"
"Ja, wenige Personen","2015","16-34 Jahre alt","AkademikerInnen","256","0.235550548413711","0.211099479025296","0.260001617802126"
"Ja, wenige Personen","2015","35-65 Jahre alt","(noch) kein Abschluss","40","0.133004248397962","0.0981670758046795","0.167841420991244"
"Ja, wenige Personen","2015","35-65 Jahre alt","Hauptschulabschluss","566","0.139123806297991","0.128347698428761","0.14989991416722"
"Ja, wenige Personen","2015","35-65 Jahre alt","Realschulabschluss","727","0.16890054462981","0.15767076415363","0.180130325105991"
"Ja, wenige Personen","2015","35-65 Jahre alt","(Fach-)Abitur","415","0.191968654844295","0.175611142847242","0.208326166841347"
"Ja, wenige Personen","2015","35-65 Jahre alt","AkademikerInnen","843","0.214940265413535","0.202240393819792","0.227640137007277"
"Ja, wenige Personen","2015","66 und älter","(noch) kein Abschluss","","","",""
"Ja, wenige Personen","2015","66 und älter","Hauptschulabschluss","221","0.0901383998750646","0.0790056382959633","0.101271161454166"
"Ja, wenige Personen","2015","66 und älter","Realschulabschluss","92","0.111810043394989","0.0902408203313","0.133379266458678"
"Ja, wenige Personen","2015","66 und älter","(Fach-)Abitur","31","0.105005233663702","0.067598140720069","0.142412326607335"
"Ja, wenige Personen","2015","66 und älter","AkademikerInnen","185","0.160246676435541","0.1393428351249","0.181150517746182"
"Nein, weiss nicht","2015","16-34 Jahre alt","(noch) kein Abschluss","206","0.417083873783299","0.374663045267075","0.459504702299523"
"Nein, weiss nicht","2015","16-34 Jahre alt","Hauptschulabschluss","416","0.345279148210615","0.318511510646959","0.37204678577427"
"Nein, weiss nicht","2015","16-34 Jahre alt","Realschulabschluss","546","0.409859085118175","0.384133830431632","0.435584339804717"
"Nein, weiss nicht","2015","16-34 Jahre alt","(Fach-)Abitur","647","0.396273586705593","0.372403798881778","0.420143374529408"
"Nein, weiss nicht","2015","16-34 Jahre alt","AkademikerInnen","458","0.383659620633997","0.355639837558414","0.41167940370958"
"Nein, weiss nicht","2015","35-65 Jahre alt","(noch) kein Abschluss","144","0.407754753396223","0.357340659384129","0.458168847408317"
"Nein, weiss nicht","2015","35-65 Jahre alt","Hauptschulabschluss","1575","0.419837071591522","0.404469464977617","0.435204678205428"
"Nein, weiss nicht","2015","35-65 Jahre alt","Realschulabschluss","1910","0.439133393338234","0.424258383339891","0.454008403336576"
"Nein, weiss nicht","2015","35-65 Jahre alt","(Fach-)Abitur","931","0.431430262885733","0.410860221979297","0.452000303792169"
"Nein, weiss nicht","2015","35-65 Jahre alt","AkademikerInnen","1694","0.440903671914058","0.42555381732252","0.456253526505597"
"Nein, weiss nicht","2015","66 und älter","(noch) kein Abschluss","","","",""
"Nein, weiss nicht","2015","66 und älter","Hauptschulabschluss","1072","0.416677165993885","0.397511908556374","0.435842423431396"
"Nein, weiss nicht","2015","66 und älter","Realschulabschluss","366","0.442769790047836","0.408772250917257","0.476767329178415"
