"plb0571","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja, viele Personen","2015","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","40","0.0504472064524414","0.036068122924192","0.0648262899806908"
"Ja, viele Personen","2015","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Hamburg","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Niedersachsen","Westdeutschland, alte Bundeslaender","87","0.0308137090904896","0.024119431323851","0.0375079868571282"
"Ja, viele Personen","2015","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Bremen","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","206","0.0352762728750248","0.0303915462031798","0.0401609995468699"
"Ja, viele Personen","2015","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Hessen","Westdeutschland, alte Bundeslaender","81","0.0376564292837107","0.0289512412657815","0.0463616173016398"
"Ja, viele Personen","2015","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","106","0.0245138065802558","0.0191551378257726","0.0298724753347391"
"Ja, viele Personen","2015","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Bayern","Westdeutschland, alte Bundeslaender","133","0.0303541282308442","0.0252429629670301","0.0354652934946583"
"Ja, viele Personen","2015","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Saarland","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Berlin","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Berlin","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Brandenburg","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Sachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Ja, viele Personen","2015","Thueringen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","201","0.2558632767107","0.227196198243629","0.284530355177771"
"Ja, wenige Personen","2015","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Hamburg","Westdeutschland, alte Bundeslaender","85","0.174612188024304","0.139729600250369","0.20949477579824"
"Ja, wenige Personen","2015","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Niedersachsen","Westdeutschland, alte Bundeslaender","503","0.206405049062302","0.19072715538845","0.222082942736154"
"Ja, wenige Personen","2015","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Bremen","Westdeutschland, alte Bundeslaender","37","0.149607915869295","0.0970608647679854","0.202154966970604"
"Ja, wenige Personen","2015","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","1005","0.163786716182968","0.153987410400855","0.17358602196508"
"Ja, wenige Personen","2015","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Hessen","Westdeutschland, alte Bundeslaender","363","0.203614222708174","0.185199748795878","0.22202869662047"
"Ja, wenige Personen","2015","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","205","0.155776004195936","0.136257098992461","0.175294909399411"
"Ja, wenige Personen","2015","Rheinland-Pfalz,Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Baden-Wuerttemberg","Westdeutschland, alte Bundeslaender","540","0.174720856104074","0.161562132024734","0.187879580183413"
"Ja, wenige Personen","2015","Baden-Wuerttemberg","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Bayern","Westdeutschland, alte Bundeslaender","715","0.163828620182464","0.15280188357024","0.174855356794688"
"Ja, wenige Personen","2015","Bayern","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Saarland","Westdeutschland, alte Bundeslaender","34","0.162213335590584","0.116607414735701","0.207819256445467"
"Ja, wenige Personen","2015","Saarland","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","Berlin","Westdeutschland, alte Bundeslaender","125","0.201255388848555","0.167778119915423","0.234732657781687"
"Ja, wenige Personen","2015","Berlin","Ostdeutschland, neue Bundeslaender","59","0.119305392095571","0.0890178202288855","0.149592963962257"
"Ja, wenige Personen","2015","Brandenburg","Westdeutschland, alte Bundeslaender","","","",""
"Ja, wenige Personen","2015","Brandenburg","Ostdeutschland, neue Bundeslaender","129","0.12412615254988","0.103791356044775","0.144460949054985"
"Ja, wenige Personen","2015","Mecklenburg-Vorpommern","Westdeutschland, alte Bundeslaender","","","",""
"Ja, wenige Personen","2015","Mecklenburg-Vorpommern","Ostdeutschland, neue Bundeslaender","79","0.105103546819806","0.0796343310419145","0.130572762597697"
"Ja, wenige Personen","2015","Sachsen","Westdeutschland, alte Bundeslaender","","","",""
"Ja, wenige Personen","2015","Sachsen","Ostdeutschland, neue Bundeslaender","161","0.0977438246667789","0.0828829282463013","0.112604721087257"
"Ja, wenige Personen","2015","Sachsen-Anhalt","Westdeutschland, alte Bundeslaender","","","",""
"Ja, wenige Personen","2015","Sachsen-Anhalt","Ostdeutschland, neue Bundeslaender","73","0.081176748559291","0.0632943446248913","0.0990591524936908"
"Ja, wenige Personen","2015","Thueringen","Westdeutschland, alte Bundeslaender","","","",""
"Ja, wenige Personen","2015","Thueringen","Ostdeutschland, neue Bundeslaender","113","0.105256795291154","0.0859443840930015","0.124569206489307"
"Nein, weiss nicht","2015","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","352","0.395228037396729","0.36310824089808","0.427347833895377"
"Nein, weiss nicht","2015","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","",""
"Nein, weiss nicht","2015","Hamburg","Westdeutschland, alte Bundeslaender","177","0.339642461904816","0.296127064640474","0.383157859169158"
"Nein, weiss nicht","2015","Hamburg","Ostdeutschland, neue Bundeslaender","","","",""
"Nein, weiss nicht","2015","Niedersachsen","Westdeutschland, alte Bundeslaender","950","0.390703243891142","0.371803059122485","0.409603428659799"
"Nein, weiss nicht","2015","Niedersachsen","Ostdeutschland, neue Bundeslaender","","","",""
"Nein, weiss nicht","2015","Bremen","Westdeutschland, alte Bundeslaender","64","0.351460664980175","0.281126233396983","0.421795096563366"
"Nein, weiss nicht","2015","Bremen","Ostdeutschland, neue Bundeslaender","","","",""
"Nein, weiss nicht","2015","Nordrhein-Westfalen","Westdeutschland, alte Bundeslaender","2094","0.40556798683619","0.392566878731625","0.418569094940756"
"Nein, weiss nicht","2015","Nordrhein-Westfalen","Ostdeutschland, neue Bundeslaender","","","",""
"Nein, weiss nicht","2015","Hessen","Westdeutschland, alte Bundeslaender","789","0.420346094720359","0.397773504142838","0.44291868529788"
"Nein, weiss nicht","2015","Hessen","Ostdeutschland, neue Bundeslaender","","","",""
"Nein, weiss nicht","2015","Rheinland-Pfalz,Saarland","Westdeutschland, alte Bundeslaender","478","0.389612442394794","0.363364481281636","0.415860403507952"
