"plb0571","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja, viele Personen","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","499","0.0317956430292287","0.0289086913209481","0.0346825947375093"
"Ja, viele Personen","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","82","0.016760512855584","0.0131584109963834","0.0203626147147845"
"Ja, viele Personen","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","166","0.0330806247359194","0.028267032918776","0.0378942165530628"
"Ja, viele Personen","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","61","0.0291707488117504","0.0208225678447376","0.0375189297787632"
"Ja, viele Personen","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2907","0.190338680899073","0.183879351681537","0.19679801011661"
"Ja, wenige Personen","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","559","0.101781959283827","0.0932977969007164","0.110266121666937"
"Ja, wenige Personen","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","648","0.129884262801357","0.12083623229711","0.138932293305603"
"Ja, wenige Personen","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","41","0.131519869835396","0.0993126278814917","0.1637271117893"
"Ja, wenige Personen","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","258","0.169179917116105","0.150581561977703","0.187778272254508"
"Ja, wenige Personen","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nein, weiss nicht","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5852","0.417566899138288","0.409452464743462","0.425681333533115"
"Nein, weiss nicht","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2250","0.46500232327517","0.451006895048846","0.478997751501493"
"Nein, weiss nicht","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2038","0.384095769327609","0.371005046338829","0.397186492316389"
"Nein, weiss nicht","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","137","0.313180168309705","0.268982796250759","0.357377540368651"
"Nein, weiss nicht","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","620","0.400426447596815","0.376119565722852","0.424733329470779"
"Nein, weiss nicht","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","49","0.412947547547451","0.318771742705762","0.50712335238914"
"Nein, niemand","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","4931","0.36029877693341","0.35239941193838","0.368198141928439"
"Nein, niemand","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1988","0.41645520458542","0.40262260106901","0.43028780810183"
"Nein, niemand","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2451","0.452939343135115","0.43954180377147","0.466336882498759"
"Nein, niemand","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","239","0.547088984032896","0.49965240797755","0.594525560088243"
"Nein, niemand","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","622","0.401222886475329","0.376908009044343","0.425537763906315"
"Nein, niemand","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","41","0.41117714049757","0.317061835614696","0.505292445380443"
"Ja, viele Personen","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","331","0.0221654933474886","0.0196573202882763","0.0246736664067009"
"Ja, viele Personen","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","44","0.0113708808131529","0.00830090961297017","0.0144408520133356"
"Ja, viele Personen","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","110","0.0232081644549009","0.0187664224049383","0.0276499065048634"
"Ja, viele Personen","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, viele Personen","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","48","0.0407423704511354","0.0305387043511934","0.0509460365510774"
"Ja, viele Personen","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ja, wenige Personen","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2127","0.147581434423716","0.141538770623255","0.153624098224176"
"Ja, wenige Personen","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","388","0.0859113090912965","0.0777972178881262","0.0940254002944669"
"Ja, wenige Personen","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","416","0.0903285486230498","0.0818721251057846","0.098784972140315"
"Ja, wenige Personen","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","30","0.0976715579907785","0.0667025624575312","0.128640553524026"
"Ja, wenige Personen","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","216","0.123045925960316","0.106091327636148","0.140000524284485"
"Ja, wenige Personen","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nein, weiss nicht","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","4549","0.334960906681924","0.326919967679509","0.343001845684338"
"Nein, weiss nicht","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1595","0.347375861610029","0.333589428008349","0.361162295211709"
"Nein, weiss nicht","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1484","0.343018553298094","0.329014063721637","0.35702304287455"
"Nein, weiss nicht","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","85","0.191653672482036","0.150593757486365","0.232713587477706"
"Nein, weiss nicht","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","482","0.34216182786393","0.317674535034618","0.366649120693242"
