"plb0571","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Ja, viele Personen","2015","Schleswig-Holstein","40","0.0504472064524414","0.036068122924192","0.0648262899806908"
"Ja, viele Personen","2015","Saarland","","","",""
"Ja, viele Personen","2015","Berlin","41","0.0319534706158801","0.0210033627365562","0.042903578495204"
"Ja, viele Personen","2015","Brandenburg","","","",""
"Ja, viele Personen","2015","Mecklenburg-Vorpommern","","","",""
"Ja, viele Personen","2015","Sachsen","","","",""
"Ja, viele Personen","2015","Sachsen-Anhalt","","","",""
"Ja, viele Personen","2015","Thueringen","","","",""
"Ja, viele Personen","2015","Hamburg","","","",""
"Ja, viele Personen","2015","Niedersachsen","87","0.0308137090904896","0.024119431323851","0.0375079868571282"
"Ja, viele Personen","2015","Bremen","","","",""
"Ja, viele Personen","2015","Nordrhein-Westfalen","206","0.0352762728750248","0.0303915462031798","0.0401609995468699"
"Ja, viele Personen","2015","Hessen","81","0.0376564292837107","0.0289512412657815","0.0463616173016398"
"Ja, viele Personen","2015","Rheinland-Pfalz,Saarland","","","",""
"Ja, viele Personen","2015","Baden-Wuerttemberg","106","0.0245138065802558","0.0191551378257726","0.0298724753347391"
"Ja, viele Personen","2015","Bayern","133","0.0303541282308442","0.0252429629670301","0.0354652934946583"
"Ja, wenige Personen","2015","Schleswig-Holstein","201","0.2558632767107","0.227196198243629","0.284530355177771"
"Ja, wenige Personen","2015","Saarland","34","0.162213335590584","0.116607414735701","0.207819256445467"
"Ja, wenige Personen","2015","Berlin","184","0.165174082990308","0.142054490356657","0.188293675623959"
"Ja, wenige Personen","2015","Brandenburg","129","0.12412615254988","0.103791356044775","0.144460949054985"
"Ja, wenige Personen","2015","Mecklenburg-Vorpommern","79","0.105103546819806","0.0796343310419145","0.130572762597697"
"Ja, wenige Personen","2015","Sachsen","161","0.0977438246667789","0.0828829282463013","0.112604721087257"
"Ja, wenige Personen","2015","Sachsen-Anhalt","73","0.081176748559291","0.0632943446248913","0.0990591524936908"
"Ja, wenige Personen","2015","Thueringen","113","0.105256795291154","0.0859443840930015","0.124569206489307"
"Ja, wenige Personen","2015","Hamburg","85","0.174612188024304","0.139729600250369","0.20949477579824"
