"plh0171","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","kein Migrationshintergrund","152","0.0378483081155316","0.032164372470891","0.0435322437601723"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","direkter Migrationshintergrund","72","0.0394369376304894","0.0308683192952156","0.0480055559657632"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","kein Migrationshintergrund","94","0.0729794633346507","0.0584847960262685","0.087474130643033"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","direkter Migrationshintergrund","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","kein Migrationshintergrund","54","0.0129665939220359","0.00959695765564674","0.0163362301884251"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","direkter Migrationshintergrund","32","0.016618269492788","0.0109903194657303","0.0222462195198458"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","kein Migrationshintergrund","63","0.0509306648607568","0.0386788088346108","0.0631825208869028"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","direkter Migrationshintergrund","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","kein Migrationshintergrund","35","0.0105646143939576","0.00697308789757481","0.0141561408903404"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","kein Migrationshintergrund","133","0.0313339763730387","0.0261447940245684","0.036523158721509"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","direkter Migrationshintergrund","92","0.0375899751947463","0.0292163724296677","0.0459635779598248"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","kein Migrationshintergrund","82","0.0680835965822866","0.0540466397560025","0.0821205534085707"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","direkter Migrationshintergrund","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","indirekter Migrationshintergrund","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","kein Migrationshintergrund","50","0.0162881197626611","0.0118415207641992","0.020734718761123"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","kein Migrationshintergrund","209","0.0500206232816119","0.0435277671347387","0.0565134794284852"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","direkter Migrationshintergrund","107","0.0510155132069895","0.0413287886118615","0.0607022378021176"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","kein Migrationshintergrund","95","0.0765549251038386","0.0617380935411188","0.0913717566665584"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","direkter Migrationshintergrund","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","66 und älter","indirekter Migrationshintergrund","","","",""
