"plh0171","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","275","0.03538654854693","0.0314998219871626","0.0392732751066973"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","98","0.0327418706636364","0.0267741003664739","0.0387096409607988"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","130","0.0173137982849764","0.0145697494623417","0.020057847107611"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","44","0.0162339344594473","0.0119960708727837","0.020471798046111"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","250","0.0315425597391789","0.0278657008265713","0.0352194186517866"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","113","0.0293043701747822","0.0236485330657264","0.0349602072838381"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","354","0.0440733539729796","0.039755295063425","0.0483914128825343"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","137","0.0373533725248828","0.0309943916855633","0.0437123533642022"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","368","0.0449396536740915","0.0405813398788326","0.0492979674693503"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","133","0.0386364707909748","0.0321735072505984","0.0450994343313512"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1307","0.155334655077348","0.1477144835853","0.162954826569396"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","451","0.147622648226397","0.135727178204961","0.159518118247834"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
