"plh0171","year","sex","n","percent","lower_confidence","upper_confidence"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","175","0.0319447746077491","0.0274933043275954","0.0363962448879028"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","199","0.0377241555867087","0.0329926595431277","0.0424556516302897"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","77","0.0144307797880198","0.0114119268093545","0.0174496327666851"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","98","0.0198235122660473","0.0163618765128659","0.0232851480192287"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","1432","0.210732606935431","0.200409000307103","0.221056213563758"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","1353","0.194273703775809","0.184448542124427","0.20409886542719"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","167","0.0283251061656271","0.0241255851276976","0.0325246272035566"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","199","0.034026185463371","0.0295239496850333","0.0385284212417087"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","210","0.037331992816658","0.0325331960941611","0.0421307895391549"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","284","0.0491472182229816","0.0437788161303961","0.0545156203155671"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","228","0.0417272954361095","0.0366654582192824","0.0467891326529366"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","275","0.0465254500146739","0.0412950034508431","0.0517558965785047"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","maennlich","752","0.134441129674551","0.125806019569733","0.143076239779369"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","1984","weiblich","1021","0.172899435003654","0.163508369465975","0.182290500541332"
