year,age_gr,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,1st Quintile,Full-Time Employment,0.23132,199,760,0.20132,0.26132
1984,17-29 y.,1st Quintile,Vocational Training,0.14199,97,760,0.11716,0.16682
1984,17-29 y.,1st Quintile,Not Employed,0.57371,464,760,0.53853,0.60890
1984,17-29 y.,2nd Quintile,Full-Time Employment,0.33147,227,642,0.29503,0.36792
1984,17-29 y.,2nd Quintile,Vocational Training,0.16559,106,642,0.13682,0.19437
1984,17-29 y.,2nd Quintile,Not Employed,0.45437,309,642,0.41583,0.49292
1984,17-29 y.,3rd Quintile,Full-Time Employment,0.43541,289,632,0.39672,0.47409
1984,17-29 y.,3rd Quintile,Vocational Training,0.17170,113,632,0.14228,0.20113
1984,17-29 y.,3rd Quintile,Not Employed,0.34777,230,632,0.31061,0.38493
1984,17-29 y.,4th Quintile,Full-Time Employment,0.54569,411,691,0.50854,0.58284
1984,17-29 y.,4th Quintile,Vocational Training,0.10926,78,691,0.08598,0.13254
1984,17-29 y.,4th Quintile,Not Employed,0.28717,202,691,0.25341,0.32093
1984,17-29 y.,5th Quintile,Full-Time Employment,0.61193,354,529,0.57036,0.65349
1984,17-29 y.,5th Quintile,Vocational Training,0.07944,41,529,0.05637,0.10250
1984,17-29 y.,5th Quintile,Not Employed,0.25994,134,529,0.22253,0.29735
1984,30-45 y.,1st Quintile,Full-Time Employment,0.38595,334,725,0.35049,0.42142
1984,30-45 y.,1st Quintile,Not Employed,0.51564,391,725,0.47923,0.55204
1984,30-45 y.,2nd Quintile,Full-Time Employment,0.55507,446,787,0.52032,0.58981
1984,30-45 y.,2nd Quintile,Regular Part-Time Employment,0.07286,53,787,0.05469,0.09103
1984,30-45 y.,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.07886,47,787,0.06001,0.09770
1984,30-45 y.,2nd Quintile,Not Employed,0.29322,241,787,0.26139,0.32504
1984,30-45 y.,3rd Quintile,Full-Time Employment,0.58145,466,724,0.54549,0.61741
1984,30-45 y.,3rd Quintile,Regular Part-Time Employment,0.12503,88,724,0.10092,0.14914
1984,30-45 y.,3rd Quintile,Not Employed,0.25165,170,724,0.22002,0.28328
1984,30-45 y.,4th Quintile,Full-Time Employment,0.66271,554,768,0.62925,0.69617
1984,30-45 y.,4th Quintile,Regular Part-Time Employment,0.12777,88,768,0.10415,0.15140
1984,30-45 y.,4th Quintile,Not Employed,0.17012,126,768,0.14353,0.19671
1984,30-45 y.,5th Quintile,Full-Time Employment,0.73292,583,758,0.70140,0.76443
1984,30-45 y.,5th Quintile,Regular Part-Time Employment,0.11802,88,758,0.09504,0.14100
1984,30-45 y.,5th Quintile,Not Employed,0.11191,87,758,0.08946,0.13437
1984,46-65 y.,1st Quintile,Full-Time Employment,0.24437,180,520,0.20740,0.28134
1984,46-65 y.,1st Quintile,Not Employed,0.70772,340,520,0.66859,0.74685
1984,46-65 y.,2nd Quintile,Full-Time Employment,0.38018,286,611,0.34165,0.41870
1984,46-65 y.,2nd Quintile,Not Employed,0.54147,325,611,0.50193,0.58101
1984,46-65 y.,3rd Quintile,Full-Time Employment,0.43491,358,692,0.39795,0.47187
1984,46-65 y.,3rd Quintile,Regular Part-Time Employment,0.06585,45,692,0.04736,0.08434
1984,46-65 y.,3rd Quintile,Not Employed,0.46644,289,692,0.42925,0.50364
1984,46-65 y.,4th Quintile,Full-Time Employment,0.48438,411,746,0.44850,0.52027
1984,46-65 y.,4th Quintile,Regular Part-Time Employment,0.08016,56,746,0.06066,0.09965
1984,46-65 y.,4th Quintile,Not Employed,0.41077,279,746,0.37544,0.44610
1984,46-65 y.,5th Quintile,Full-Time Employment,0.60987,557,850,0.57706,0.64268
1984,46-65 y.,5th Quintile,Regular Part-Time Employment,0.07930,65,850,0.06112,0.09747
1984,46-65 y.,5th Quintile,Not Employed,0.28226,228,850,0.25199,0.31254
1984,66 and older,1st Quintile,Not Employed,0.96076,336,336,0.93997,0.98155
1984,66 and older,2nd Quintile,Not Employed,0.98285,265,265,0.96719,0.99851
1984,66 and older,3rd Quintile,Not Employed,0.98532,237,237,0.96998,1.00066
1984,66 and older,4th Quintile,Not Employed,0.95883,197,197,0.93101,0.98664
1984,66 and older,5th Quintile,Not Employed,0.92955,179,179,0.89196,0.96714
1985,17-29 y.,1st Quintile,Full-Time Employment,0.26370,216,752,0.23219,0.29522
1985,17-29 y.,1st Quintile,Regular Part-Time Employment,0.05217,33,752,0.03627,0.06808
1985,17-29 y.,1st Quintile,Vocational Training,0.10413,65,752,0.08228,0.12597
1985,17-29 y.,1st Quintile,Not Employed,0.54089,438,752,0.50525,0.57653
1985,17-29 y.,2nd Quintile,Full-Time Employment,0.37401,218,546,0.33339,0.41463
