year,age_gr,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Full-Time Employment,0.43160,1484,3435,0.41504,0.44817
1984,17-29 y.,Regular Part-Time Employment,0.02661,93,3435,0.02123,0.03200
1984,17-29 y.,Vocational Training,0.13333,435,3435,0.12197,0.14470
1984,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02259,75,3435,0.01762,0.02756
1984,17-29 y.,Not Employed,0.38455,1348,3435,0.36828,0.40082
1984,30-45 y.,Full-Time Employment,0.59623,2383,3903,0.58084,0.61163
1984,30-45 y.,Regular Part-Time Employment,0.10156,346,3903,0.09208,0.11104
1984,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04775,157,3903,0.04106,0.05444
1984,30-45 y.,Not Employed,0.25401,1017,3903,0.24036,0.26767
1984,46-65 y.,Full-Time Employment,0.45627,1792,3556,0.43989,0.47264
1984,46-65 y.,Regular Part-Time Employment,0.06430,210,3556,0.05624,0.07236
1984,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02752,88,3556,0.02214,0.03290
1984,46-65 y.,Not Employed,0.45191,1466,3556,0.43555,0.46827
1984,66 and older,Not Employed,0.96542,1217,1217,0.95516,0.97569
1985,17-29 y.,Full-Time Employment,0.46822,1444,3140,0.45076,0.48567
1985,17-29 y.,Regular Part-Time Employment,0.03910,120,3140,0.03232,0.04588
1985,17-29 y.,Vocational Training,0.09431,275,3140,0.08409,0.10454
1985,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02540,80,3140,0.01990,0.03090
1985,17-29 y.,Not Employed,0.37298,1221,3140,0.35606,0.38989
1985,30-45 y.,Full-Time Employment,0.60076,2113,3466,0.58445,0.61707
1985,30-45 y.,Regular Part-Time Employment,0.12101,370,3466,0.11015,0.13187
1985,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02849,85,3466,0.02295,0.03403
1985,30-45 y.,Not Employed,0.24655,898,3466,0.23220,0.26090
1985,46-65 y.,Full-Time Employment,0.45093,1642,3304,0.43396,0.46790
1985,46-65 y.,Regular Part-Time Employment,0.08098,248,3304,0.07168,0.09029
1985,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01863,53,3304,0.01402,0.02324
1985,46-65 y.,Not Employed,0.44946,1361,3304,0.43250,0.46643
1985,66 and older,Not Employed,0.96485,1059,1059,0.95375,0.97594
1986,17-29 y.,Full-Time Employment,0.46770,1384,3054,0.45000,0.48539
1986,17-29 y.,Regular Part-Time Employment,0.04061,116,3054,0.03361,0.04761
1986,17-29 y.,Vocational Training,0.12121,354,3054,0.10964,0.13279
1986,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02053,62,3054,0.01550,0.02556
1986,17-29 y.,Not Employed,0.34980,1138,3054,0.33289,0.36672
1986,30-45 y.,Full-Time Employment,0.60463,1972,3261,0.58784,0.62141
1986,30-45 y.,Regular Part-Time Employment,0.10272,308,3261,0.09230,0.11315
1986,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03623,110,3261,0.02982,0.04265
1986,30-45 y.,Not Employed,0.25276,871,3261,0.23784,0.26768
1986,46-65 y.,Full-Time Employment,0.45729,1631,3227,0.44010,0.47449
1986,46-65 y.,Regular Part-Time Employment,0.06962,208,3227,0.06084,0.07840
1986,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02780,83,3227,0.02212,0.03347
1986,46-65 y.,Not Employed,0.44512,1305,3227,0.42797,0.46227
1986,66 and older,Not Employed,0.97385,1001,1001,0.96395,0.98374
1987,17-29 y.,Full-Time Employment,0.46477,1318,3008,0.44694,0.48259
1987,17-29 y.,Regular Part-Time Employment,0.04616,119,3008,0.03866,0.05366
1987,17-29 y.,Vocational Training,0.13896,427,3008,0.12660,0.15133
1987,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02318,65,3008,0.01780,0.02855
1987,17-29 y.,Not Employed,0.32619,1079,3008,0.30943,0.34295
1987,30-45 y.,Full-Time Employment,0.62427,1969,3160,0.60738,0.64116
1987,30-45 y.,Regular Part-Time Employment,0.10786,313,3160,0.09704,0.11868
1987,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02932,86,3160,0.02344,0.03520
1987,30-45 y.,Not Employed,0.23603,792,3160,0.22122,0.25084
1987,46-65 y.,Full-Time Employment,0.46920,1628,3205,0.45192,0.48648
1987,46-65 y.,Regular Part-Time Employment,0.08352,245,3205,0.07394,0.09310
1987,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01879,50,3205,0.01409,0.02349
1987,46-65 y.,Not Employed,0.42711,1282,3205,0.40998,0.44424
1987,66 and older,Not Employed,0.97240,1032,1032,0.96240,0.98240
1988,17-29 y.,Full-Time Employment,0.45653,1243,2870,0.43830,0.47475
1988,17-29 y.,Regular Part-Time Employment,0.03653,92,2870,0.02967,0.04340
1988,17-29 y.,Vocational Training,0.13612,425,2870,0.12357,0.14867
1988,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02703,72,2870,0.02109,0.03296
1988,17-29 y.,Not Employed,0.34289,1038,2870,0.32552,0.36026
1988,30-45 y.,Full-Time Employment,0.62655,1819,2948,0.60908,0.64401
1988,30-45 y.,Regular Part-Time Employment,0.11398,324,2948,0.10251,0.12546
1988,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02694,76,2948,0.02110,0.03279
1988,30-45 y.,Not Employed,0.23096,729,2948,0.21574,0.24618
1988,46-65 y.,Full-Time Employment,0.47404,1570,3111,0.45649,0.49159
1988,46-65 y.,Regular Part-Time Employment,0.08785,252,3111,0.07790,0.09780
1988,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01939,50,3111,0.01455,0.02424
1988,46-65 y.,Not Employed,0.41871,1239,3111,0.40137,0.43605
1988,66 and older,Not Employed,0.96937,1000,1000,0.95868,0.98005
1989,17-29 y.,Full-Time Employment,0.47257,1310,2827,0.45417,0.49098
1989,17-29 y.,Regular Part-Time Employment,0.04785,113,2827,0.03998,0.05572
1989,17-29 y.,Vocational Training,0.12869,370,2827,0.11634,0.14104
1989,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02276,58,2827,0.01726,0.02825
1989,17-29 y.,Not Employed,0.32764,976,2827,0.31033,0.34494
1989,30-45 y.,Full-Time Employment,0.64262,1787,2838,0.62499,0.66026
1989,30-45 y.,Regular Part-Time Employment,0.11379,322,2838,0.10211,0.12548
1989,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02602,71,2838,0.02016,0.03187
1989,30-45 y.,Not Employed,0.21586,658,2838,0.20072,0.23100
1989,46-65 y.,Full-Time Employment,0.46754,1503,2982,0.44963,0.48545
1989,46-65 y.,Regular Part-Time Employment,0.08510,225,2982,0.07508,0.09511
1989,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02033,58,2982,0.01526,0.02539
1989,46-65 y.,Not Employed,0.42704,1196,2982,0.40928,0.44480
1989,66 and older,Not Employed,0.97010,975,975,0.95941,0.98080
1990,17-29 y.,Full-Time Employment,0.50647,1971,3856,0.49069,0.52225
1990,17-29 y.,Regular Part-Time Employment,0.04894,182,3856,0.04213,0.05575
1990,17-29 y.,Vocational Training,0.12020,463,3856,0.10994,0.13047
1990,17-29 y.,"Marginal, Irregular Part-Time Employment",0.01471,48,3856,0.01091,0.01851
1990,17-29 y.,Not Employed,0.30850,1192,3856,0.29392,0.32308
1990,30-45 y.,Full-Time Employment,0.68128,3050,4297,0.66734,0.69521
1990,30-45 y.,Regular Part-Time Employment,0.12673,508,4297,0.11678,0.13668
1990,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02045,73,4297,0.01621,0.02468
1990,30-45 y.,Not Employed,0.16782,666,4297,0.15665,0.17900
1990,46-65 y.,Full-Time Employment,0.50904,2341,4261,0.49402,0.52405
1990,46-65 y.,Regular Part-Time Employment,0.09815,419,4261,0.08922,0.10709
1990,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01846,61,4261,0.01442,0.02251
1990,46-65 y.,Not Employed,0.37393,1440,4261,0.35940,0.38846
1990,66 and older,Not Employed,0.97434,1413,1413,0.96610,0.98259
1991,17-29 y.,Full-Time Employment,0.49002,1789,3695,0.47390,0.50614
1991,17-29 y.,Regular Part-Time Employment,0.04478,162,3695,0.03811,0.05145
1991,17-29 y.,Vocational Training,0.12655,484,3695,0.11583,0.13727
1991,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02426,76,3695,0.01929,0.02922
1991,17-29 y.,Not Employed,0.31388,1184,3695,0.29892,0.32885
1991,30-45 y.,Full-Time Employment,0.66485,2983,4289,0.65072,0.67898
1991,30-45 y.,Regular Part-Time Employment,0.12186,466,4289,0.11207,0.13165
1991,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02615,88,4289,0.02137,0.03092
1991,30-45 y.,Not Employed,0.17936,752,4289,0.16788,0.19084
1991,46-65 y.,Full-Time Employment,0.50056,2174,4131,0.48531,0.51581
1991,46-65 y.,Regular Part-Time Employment,0.09023,342,4131,0.08149,0.09897
1991,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01913,66,4131,0.01495,0.02331
1991,46-65 y.,Not Employed,0.38992,1549,4131,0.37505,0.40480
1991,66 and older,Not Employed,0.97614,1405,1405,0.96816,0.98412
1992,17-29 y.,Full-Time Employment,0.47448,1654,3574,0.45811,0.49085
1992,17-29 y.,Regular Part-Time Employment,0.03714,149,3574,0.03094,0.04334
1992,17-29 y.,Vocational Training,0.12575,465,3574,0.11488,0.13663
1992,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02366,64,3574,0.01868,0.02864
1992,17-29 y.,Not Employed,0.33880,1242,3574,0.32328,0.35432
1992,30-45 y.,Full-Time Employment,0.64794,2843,4241,0.63356,0.66231
1992,30-45 y.,Regular Part-Time Employment,0.13269,481,4241,0.12248,0.14290
1992,30-45 y.,"Marginal, Irregular Part-Time Employment",0.01581,61,4241,0.01206,0.01957
1992,30-45 y.,Not Employed,0.19904,856,4241,0.18702,0.21106
1992,46-65 y.,Full-Time Employment,0.47652,1997,4031,0.46110,0.49194
1992,46-65 y.,Regular Part-Time Employment,0.08390,305,4031,0.07534,0.09246
1992,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01533,51,4031,0.01154,0.01913
1992,46-65 y.,Not Employed,0.42397,1678,4031,0.40871,0.43923
1992,66 and older,Not Employed,0.98457,1423,1423,0.97816,0.99097
1993,17-29 y.,Full-Time Employment,0.45464,1570,3482,0.43810,0.47118
1993,17-29 y.,Regular Part-Time Employment,0.04089,142,3482,0.03431,0.04747
1993,17-29 y.,Vocational Training,0.13857,480,3482,0.12709,0.15005
1993,17-29 y.,"Marginal, Irregular Part-Time Employment",0.01959,58,3482,0.01498,0.02419
1993,17-29 y.,Not Employed,0.34599,1232,3482,0.33019,0.36179
1993,30-45 y.,Full-Time Employment,0.65029,2784,4168,0.63581,0.66477
1993,30-45 y.,Regular Part-Time Employment,0.12975,481,4168,0.11955,0.13995
1993,30-45 y.,"Marginal, Irregular Part-Time Employment",0.01994,66,4168,0.01569,0.02418
1993,30-45 y.,Not Employed,0.19478,837,4168,0.18276,0.20681
1993,46-65 y.,Full-Time Employment,0.46666,1899,3948,0.45109,0.48222
1993,46-65 y.,Regular Part-Time Employment,0.08131,288,3948,0.07278,0.08984
1993,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01917,59,3948,0.01489,0.02345
1993,46-65 y.,Not Employed,0.43235,1702,3948,0.41689,0.44781
1993,66 and older,Not Employed,0.98278,1444,1444,0.97607,0.98949
1994,17-29 y.,Full-Time Employment,0.43766,1459,3344,0.42084,0.45447
1994,17-29 y.,Regular Part-Time Employment,0.04146,131,3344,0.03471,0.04822
1994,17-29 y.,Vocational Training,0.12357,423,3344,0.11242,0.13473
1994,17-29 y.,"Marginal, Irregular Part-Time Employment",0.01975,66,3344,0.01504,0.02447
1994,17-29 y.,Not Employed,0.37747,1265,3344,0.36104,0.39391
1994,30-45 y.,Full-Time Employment,0.63346,2677,4119,0.61875,0.64818
1994,30-45 y.,Regular Part-Time Employment,0.12214,454,4119,0.11213,0.13214
1994,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03201,104,4119,0.02664,0.03739
1994,30-45 y.,Not Employed,0.20625,884,4119,0.19390,0.21861
1994,46-65 y.,Full-Time Employment,0.45852,1835,3887,0.44286,0.47419
1994,46-65 y.,Regular Part-Time Employment,0.07958,291,3887,0.07107,0.08809
1994,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01851,60,3887,0.01427,0.02275
1994,46-65 y.,Not Employed,0.44322,1701,3887,0.42760,0.45884
1994,66 and older,Not Employed,0.98461,1467,1467,0.97830,0.99091
1995,17-29 y.,Full-Time Employment,0.42636,1425,3355,0.40962,0.44310
1995,17-29 y.,Regular Part-Time Employment,0.03933,135,3355,0.03275,0.04590
1995,17-29 y.,Vocational Training,0.12846,434,3355,0.11713,0.13978
1995,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02573,83,3355,0.02037,0.03109
1995,17-29 y.,Not Employed,0.37940,1278,3355,0.36298,0.39582
1995,30-45 y.,Full-Time Employment,0.62734,2826,4425,0.61309,0.64158
1995,30-45 y.,Regular Part-Time Employment,0.13013,534,4425,0.12022,0.14005
1995,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02659,106,4425,0.02185,0.03133
1995,30-45 y.,Not Employed,0.21312,959,4425,0.20105,0.22519
1995,46-65 y.,Full-Time Employment,0.45038,1869,3961,0.43488,0.46588
1995,46-65 y.,Regular Part-Time Employment,0.07840,298,3961,0.07003,0.08677
1995,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02769,91,3961,0.02258,0.03280
1995,46-65 y.,Not Employed,0.44219,1703,3961,0.42672,0.45766
1995,66 and older,Not Employed,0.97820,1490,1490,0.97079,0.98562
1996,17-29 y.,Full-Time Employment,0.40633,1298,3163,0.38921,0.42345
1996,17-29 y.,Regular Part-Time Employment,0.05186,152,3163,0.04413,0.05959
1996,17-29 y.,Vocational Training,0.12200,405,3163,0.11059,0.13341
1996,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02965,76,3163,0.02373,0.03556
1996,17-29 y.,Not Employed,0.39016,1232,3163,0.37316,0.40717
1996,30-45 y.,Full-Time Employment,0.62705,2802,4410,0.61277,0.64132
1996,30-45 y.,Regular Part-Time Employment,0.13688,557,4410,0.12673,0.14702
1996,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02696,106,4410,0.02218,0.03174
1996,30-45 y.,Not Employed,0.20345,945,4410,0.19157,0.21533
1996,46-65 y.,Full-Time Employment,0.44103,1782,3898,0.42544,0.45662
1996,46-65 y.,Regular Part-Time Employment,0.08875,334,3898,0.07982,0.09768
1996,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02210,75,3898,0.01748,0.02672
1996,46-65 y.,Not Employed,0.44768,1707,3898,0.43207,0.46329
1996,66 and older,Not Employed,0.97536,1509,1509,0.96753,0.98318
1997,17-29 y.,Full-Time Employment,0.39938,1232,3028,0.38193,0.41683
1997,17-29 y.,Regular Part-Time Employment,0.05137,121,3028,0.04350,0.05923
1997,17-29 y.,Vocational Training,0.12141,393,3028,0.10977,0.13304
1997,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02885,75,3028,0.02289,0.03481
1997,17-29 y.,Not Employed,0.39793,1207,3028,0.38049,0.41536
1997,30-45 y.,Full-Time Employment,0.62660,2750,4341,0.61221,0.64099
1997,30-45 y.,Regular Part-Time Employment,0.12735,519,4341,0.11743,0.13727
1997,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02662,106,4341,0.02183,0.03140
1997,30-45 y.,Not Employed,0.21533,966,4341,0.20310,0.22756
1997,46-65 y.,Full-Time Employment,0.43123,1727,3847,0.41558,0.44688
1997,46-65 y.,Regular Part-Time Employment,0.09354,342,3847,0.08434,0.10275
1997,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01667,65,3847,0.01262,0.02072
1997,46-65 y.,Not Employed,0.45814,1713,3847,0.44240,0.47389
1997,66 and older,Not Employed,0.97838,1545,1545,0.97113,0.98564
1998,17-29 y.,Full-Time Employment,0.38555,1239,3160,0.36857,0.40252
1998,17-29 y.,Regular Part-Time Employment,0.04271,115,3160,0.03566,0.04976
1998,17-29 y.,Vocational Training,0.13295,448,3160,0.12111,0.14479
1998,17-29 y.,"Marginal, Irregular Part-Time Employment",0.02903,75,3160,0.02318,0.03489
1998,17-29 y.,Not Employed,0.40779,1283,3160,0.39065,0.42493
1998,30-45 y.,Full-Time Employment,0.62091,3032,4791,0.60717,0.63465
1998,30-45 y.,Regular Part-Time Employment,0.13391,573,4791,0.12427,0.14356
1998,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02427,126,4791,0.01991,0.02863
1998,30-45 y.,Not Employed,0.21344,1060,4791,0.20184,0.22505
1998,46-65 y.,Full-Time Employment,0.43691,1941,4389,0.42223,0.45158
1998,46-65 y.,Regular Part-Time Employment,0.09374,408,4389,0.08512,0.10237
1998,46-65 y.,"Marginal, Irregular Part-Time Employment",0.01904,88,4389,0.01500,0.02309
1998,46-65 y.,Not Employed,0.44939,1952,4389,0.43467,0.46411
1998,66 and older,Not Employed,0.98030,1814,1814,0.97390,0.98670
1999,17-29 y.,Full-Time Employment,0.38622,1169,2969,0.36870,0.40373
1999,17-29 y.,Regular Part-Time Employment,0.04531,133,2969,0.03783,0.05280
1999,17-29 y.,Vocational Training,0.13750,417,2969,0.12511,0.14988
1999,17-29 y.,"Marginal, Irregular Part-Time Employment",0.04949,126,2969,0.04169,0.05729
1999,17-29 y.,Not Employed,0.37999,1124,2969,0.36252,0.39745
1999,30-45 y.,Full-Time Employment,0.63282,3002,4680,0.61901,0.64663
1999,30-45 y.,Regular Part-Time Employment,0.12805,579,4680,0.11848,0.13763
1999,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04482,186,4680,0.03890,0.05075
1999,30-45 y.,Not Employed,0.18795,913,4680,0.17675,0.19914
1999,46-65 y.,Full-Time Employment,0.44380,1857,4180,0.42874,0.45887
1999,46-65 y.,Regular Part-Time Employment,0.09566,392,4180,0.08674,0.10458
1999,46-65 y.,"Marginal, Irregular Part-Time Employment",0.02705,106,4180,0.02213,0.03197
1999,46-65 y.,Not Employed,0.43090,1825,4180,0.41588,0.44591
1999,66 and older,Not Employed,0.97430,1754,1754,0.96690,0.98171
2000,17-29 y.,Full-Time Employment,0.39117,1660,4566,0.37701,0.40533
2000,17-29 y.,Regular Part-Time Employment,0.05128,231,4566,0.04488,0.05767
2000,17-29 y.,Vocational Training,0.13285,669,4566,0.12300,0.14269
2000,17-29 y.,"Marginal, Irregular Part-Time Employment",0.04948,203,4566,0.04319,0.05577
2000,17-29 y.,Not Employed,0.37145,1803,4566,0.35743,0.38546
2000,30-45 y.,Full-Time Employment,0.62908,5024,8132,0.61858,0.63958
2000,30-45 y.,Regular Part-Time Employment,0.14400,1166,8132,0.13637,0.15163
