year,pgisced97,quintil_oecd,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Lower Secondary Level,1st Quintile,Very important,0.18672,87,414,0.14914,0.22430
1990,Lower Secondary Level,1st Quintile,Important,0.27370,120,414,0.23070,0.31670
1990,Lower Secondary Level,1st Quintile,Less important,0.24261,102,414,0.20127,0.28395
1990,Lower Secondary Level,1st Quintile,Unimportant,0.29697,105,414,0.25290,0.34104
1990,Lower Secondary Level,2nd Quintile,Very important,0.19475,82,390,0.15540,0.23411
1990,Lower Secondary Level,2nd Quintile,Important,0.29028,121,390,0.24518,0.33539
1990,Lower Secondary Level,2nd Quintile,Less important,0.29426,116,390,0.24897,0.33954
1990,Lower Secondary Level,2nd Quintile,Unimportant,0.22070,71,390,0.17949,0.26192
1990,Lower Secondary Level,3rd Quintile,Very important,0.28408,99,320,0.23459,0.33357
1990,Lower Secondary Level,3rd Quintile,Important,0.23698,82,320,0.19032,0.28365
1990,Lower Secondary Level,3rd Quintile,Less important,0.28198,89,320,0.23261,0.33136
1990,Lower Secondary Level,3rd Quintile,Unimportant,0.19695,50,320,0.15331,0.24059
1990,Lower Secondary Level,4th Quintile,Very important,0.23347,75,306,0.18599,0.28094
1990,Lower Secondary Level,4th Quintile,Important,0.33530,109,306,0.28231,0.38828
1990,Lower Secondary Level,4th Quintile,Less important,0.30061,86,306,0.24915,0.35207
1990,Lower Secondary Level,4th Quintile,Unimportant,0.13063,36,306,0.09281,0.16845
1990,Lower Secondary Level,5th Quintile,Very important,0.22983,44,151,0.16250,0.29715
1990,Lower Secondary Level,5th Quintile,Important,0.31082,56,151,0.23676,0.38489
1990,Lower Secondary Level,5th Quintile,Less important,0.27769,51,151,0.20602,0.34937
1990,Upper Secondary Level,1st Quintile,Very important,0.17816,107,529,0.14552,0.21080
1990,Upper Secondary Level,1st Quintile,Important,0.26704,149,529,0.22931,0.30478
1990,Upper Secondary Level,1st Quintile,Less important,0.27951,152,529,0.24123,0.31779
1990,Upper Secondary Level,1st Quintile,Unimportant,0.27529,121,529,0.23719,0.31338
1990,Upper Secondary Level,2nd Quintile,Very important,0.22449,183,744,0.19448,0.25449
1990,Upper Secondary Level,2nd Quintile,Important,0.28984,227,744,0.25722,0.32246
1990,Upper Secondary Level,2nd Quintile,Less important,0.29375,221,744,0.26100,0.32650
1990,Upper Secondary Level,2nd Quintile,Unimportant,0.19192,113,744,0.16360,0.22024
1990,Upper Secondary Level,3rd Quintile,Very important,0.17720,156,800,0.15072,0.20367
1990,Upper Secondary Level,3rd Quintile,Important,0.30459,264,800,0.27268,0.33650
1990,Upper Secondary Level,3rd Quintile,Less important,0.34881,267,800,0.31577,0.38186
1990,Upper Secondary Level,3rd Quintile,Unimportant,0.16940,113,800,0.14339,0.19541
1990,Upper Secondary Level,4th Quintile,Very important,0.20650,209,927,0.18043,0.23257
1990,Upper Secondary Level,4th Quintile,Important,0.34186,318,927,0.31131,0.37241
1990,Upper Secondary Level,4th Quintile,Less important,0.33035,301,927,0.30005,0.36064
1990,Upper Secondary Level,4th Quintile,Unimportant,0.12129,99,927,0.10026,0.14232
1990,Upper Secondary Level,5th Quintile,Very important,0.19900,178,855,0.17222,0.22578
1990,Upper Secondary Level,5th Quintile,Important,0.35292,309,855,0.32087,0.38497
1990,Upper Secondary Level,5th Quintile,Less important,0.33106,277,855,0.29949,0.36262
1990,Upper Secondary Level,5th Quintile,Unimportant,0.11702,91,855,0.09547,0.13858
1990,Post-secondary Non-tertiary Level,5th Quintile,Less important,0.50531,33,33,0.33208,0.67854
1990,First Stage of Tertiary Education,4th Quintile,Important,0.33596,37,70,0.22451,0.44741
1990,First Stage of Tertiary Education,4th Quintile,Less important,0.28239,33,70,0.17617,0.38861
1990,First Stage of Tertiary Education,5th Quintile,Very important,0.27765,47,150,0.20574,0.34956
1990,First Stage of Tertiary Education,5th Quintile,Important,0.30214,56,150,0.22841,0.37587
1990,First Stage of Tertiary Education,5th Quintile,Less important,0.27791,47,150,0.20598,0.34984
1990,Second Stage of Tertiary Education,4th Quintile,Very important,0.22126,38,130,0.14962,0.29289
1990,Second Stage of Tertiary Education,4th Quintile,Important,0.32832,49,130,0.24728,0.40935
