year,migback,regtyp,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Urban regions,Very important,0.18801,1026,5006,0.17718,0.19883
1990,No migration background,Urban regions,Important,0.30356,1596,5006,0.29083,0.31630
1990,No migration background,Urban regions,Less important,0.32090,1591,5006,0.30796,0.33383
1990,No migration background,Urban regions,Unimportant,0.18753,793,5006,0.17672,0.19835
1990,No migration background,Rural regions,Very important,0.24631,409,1589,0.22512,0.26750
1990,No migration background,Rural regions,Important,0.33133,554,1589,0.30818,0.35449
1990,No migration background,Rural regions,Less important,0.27795,445,1589,0.25591,0.29998
1990,No migration background,Rural regions,Unimportant,0.14441,181,1589,0.12712,0.16170
1990,Direct migration background,Urban regions,Very important,0.23249,92,365,0.18909,0.27588
1990,Direct migration background,Urban regions,Important,0.29588,114,365,0.24899,0.34277
1990,Direct migration background,Urban regions,Less important,0.31921,113,365,0.27132,0.36710
1990,Direct migration background,Urban regions,Unimportant,0.15242,46,365,0.11549,0.18934
1992,No migration background,No answer / don't know,Less important,0.43289,54,54,0.29950,0.56629
1992,No migration background,Urban regions,Very important,0.19315,1216,6116,0.18325,0.20304
1992,No migration background,Urban regions,Important,0.29226,1778,6116,0.28086,0.30366
1992,No migration background,Urban regions,Less important,0.31686,2035,6116,0.30520,0.32852
1992,No migration background,Urban regions,Unimportant,0.19773,1087,6116,0.18775,0.20772
1992,No migration background,Rural regions,Very important,0.25843,1100,4017,0.24489,0.27197
1992,No migration background,Rural regions,Important,0.31543,1242,4017,0.30106,0.32980
1992,No migration background,Rural regions,Less important,0.27244,1153,4017,0.25867,0.28621
1992,No migration background,Rural regions,Unimportant,0.15370,522,4017,0.14255,0.16486
1992,Direct migration background,Urban regions,Very important,0.27283,110,396,0.22890,0.31675
1992,Direct migration background,Urban regions,Important,0.25430,108,396,0.21135,0.29724
1992,Direct migration background,Urban regions,Less important,0.27065,102,396,0.22684,0.31447
1992,Direct migration background,Urban regions,Unimportant,0.20222,76,396,0.16261,0.24183
1992,Direct migration background,Rural regions,Very important,0.24435,38,173,0.18013,0.30857
1992,Direct migration background,Rural regions,Important,0.31718,58,173,0.24763,0.38673
1992,Direct migration background,Rural regions,Less important,0.22356,39,173,0.16129,0.28582
1992,Direct migration background,Rural regions,Unimportant,0.21492,38,173,0.15353,0.27630
1995,No migration background,Urban regions,Very important,0.20697,1249,5924,0.19665,0.21729
1995,No migration background,Urban regions,Important,0.30155,1825,5924,0.28986,0.31324
1995,No migration background,Urban regions,Less important,0.32260,1983,5924,0.31070,0.33451
1995,No migration background,Urban regions,Unimportant,0.16888,867,5924,0.15934,0.17842
1995,No migration background,Rural regions,Very important,0.27363,1123,3956,0.25973,0.28752
1995,No migration background,Rural regions,Important,0.34072,1362,3956,0.32595,0.35549
1995,No migration background,Rural regions,Less important,0.26121,1077,3956,0.24752,0.27490
1995,No migration background,Rural regions,Unimportant,0.12445,394,3956,0.11416,0.13474
1995,Direct migration background,Urban regions,Very important,0.23035,197,844,0.20192,0.25877
1995,Direct migration background,Urban regions,Important,0.33079,292,844,0.29903,0.36255
1995,Direct migration background,Urban regions,Less important,0.28570,248,844,0.25521,0.31620
1995,Direct migration background,Urban regions,Unimportant,0.15316,107,844,0.12885,0.17747
1995,Direct migration background,Rural regions,Very important,0.29652,71,273,0.24224,0.35079
1995,Direct migration background,Rural regions,Important,0.32142,100,273,0.26592,0.37692
1995,Direct migration background,Rural regions,Less important,0.26811,70,273,0.21546,0.32075
1995,Direct migration background,Rural regions,Unimportant,0.11396,32,273,0.07619,0.15172
1995,Indirect migration background,Urban regions,Important,0.29686,37,77,0.19414,0.39958
1995,Indirect migration background,Urban regions,Less important,0.40930,40,77,0.29875,0.51985
2004,No migration background,Urban regions,Very important,0.20633,2597,11495,0.19893,0.21373
2004,No migration background,Urban regions,Important,0.29879,3724,11495,0.29042,0.30716
2004,No migration background,Urban regions,Less important,0.30810,3441,11495,0.29966,0.31654
2004,No migration background,Urban regions,Unimportant,0.18678,1733,11495,0.17965,0.19390
2004,No migration background,Rural regions,Very important,0.26329,1791,6618,0.25268,0.27390
2004,No migration background,Rural regions,Important,0.33942,2361,6618,0.32801,0.35083
2004,No migration background,Rural regions,Less important,0.26473,1742,6618,0.25410,0.27536
2004,No migration background,Rural regions,Unimportant,0.13257,724,6618,0.12439,0.14074
2004,Direct migration background,Urban regions,Very important,0.23493,483,2075,0.21668,0.25317
2004,Direct migration background,Urban regions,Important,0.32057,724,2075,0.30049,0.34066
2004,Direct migration background,Urban regions,Less important,0.28467,594,2075,0.26524,0.30409
2004,Direct migration background,Urban regions,Unimportant,0.15983,274,2075,0.14406,0.17560
2004,Direct migration background,Rural regions,Very important,0.27160,120,433,0.22965,0.31354
2004,Direct migration background,Rural regions,Important,0.30362,141,433,0.26026,0.34699
2004,Direct migration background,Rural regions,Less important,0.28940,116,433,0.24664,0.33217
2004,Direct migration background,Rural regions,Unimportant,0.13538,56,433,0.10311,0.16764
2004,Indirect migration background,Urban regions,Very important,0.22612,151,676,0.19456,0.25768
2004,Indirect migration background,Urban regions,Important,0.32734,247,676,0.29194,0.36274
2004,Indirect migration background,Urban regions,Less important,0.34894,217,676,0.31298,0.38489
2004,Indirect migration background,Urban regions,Unimportant,0.09760,61,676,0.07521,0.11999
2004,Indirect migration background,Rural regions,Important,0.31094,34,82,0.21014,0.41175
2004,Indirect migration background,Rural regions,Less important,0.47618,48,82,0.36742,0.58495
2008,No migration background,Urban regions,Very important,0.16564,1960,10423,0.15851,0.17278
2008,No migration background,Urban regions,Important,0.29848,3424,10423,0.28970,0.30727
2008,No migration background,Urban regions,Less important,0.33087,3272,10423,0.32183,0.33990
2008,No migration background,Urban regions,Unimportant,0.20501,1767,10423,0.19726,0.21276
