year,migback,quintil_oecd,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,1st Quintile,Very important,0.18200,208,1012,0.15822,0.20579
1990,No migration background,1st Quintile,Important,0.26487,280,1012,0.23767,0.29207
1990,No migration background,1st Quintile,Less important,0.26584,276,1012,0.23861,0.29307
1990,No migration background,1st Quintile,Unimportant,0.28729,248,1012,0.25940,0.31518
1990,No migration background,2nd Quintile,Very important,0.21241,285,1234,0.18958,0.23524
1990,No migration background,2nd Quintile,Important,0.29940,389,1234,0.27383,0.32496
1990,No migration background,2nd Quintile,Less important,0.28883,366,1234,0.26353,0.31413
1990,No migration background,2nd Quintile,Unimportant,0.19937,194,1234,0.17706,0.22167
1990,No migration background,3rd Quintile,Very important,0.20475,280,1284,0.18267,0.22683
1990,No migration background,3rd Quintile,Important,0.28602,401,1284,0.26129,0.31074
1990,No migration background,3rd Quintile,Less important,0.33398,418,1284,0.30818,0.35979
1990,No migration background,3rd Quintile,Unimportant,0.17525,185,1284,0.15444,0.19605
1990,No migration background,4th Quintile,Very important,0.20482,333,1496,0.18437,0.22528
1990,No migration background,4th Quintile,Important,0.33845,518,1496,0.31446,0.36243
1990,No migration background,4th Quintile,Less important,0.33076,479,1496,0.30691,0.35461
1990,No migration background,4th Quintile,Unimportant,0.12597,166,1496,0.10915,0.14279
1990,No migration background,5th Quintile,Very important,0.20376,328,1566,0.18381,0.22372
1990,No migration background,5th Quintile,Important,0.34614,561,1566,0.32257,0.36971
1990,No migration background,5th Quintile,Less important,0.32238,497,1566,0.29922,0.34554
1990,No migration background,5th Quintile,Unimportant,0.12772,180,1566,0.11118,0.14425
1990,Direct migration background,2nd Quintile,Less important,0.34637,31,31,0.17610,0.51663
1990,Direct migration background,3rd Quintile,Very important,0.23592,31,65,0.13190,0.33994
1990,Direct migration background,3rd Quintile,Less important,0.34932,34,65,0.23251,0.46612
1990,Direct migration background,5th Quintile,Important,0.34203,33,33,0.17766,0.50639
1992,No migration background,1st Quintile,Very important,0.18257,451,2134,0.16617,0.19896
1992,No migration background,1st Quintile,Important,0.21941,479,2134,0.20185,0.23697
1992,No migration background,1st Quintile,Less important,0.29475,663,2134,0.27540,0.31410
1992,No migration background,1st Quintile,Unimportant,0.30327,541,2134,0.28377,0.32278
1992,No migration background,2nd Quintile,Very important,0.21228,503,2137,0.19494,0.22962
1992,No migration background,2nd Quintile,Important,0.28503,592,2137,0.26588,0.30417
1992,No migration background,2nd Quintile,Less important,0.30358,701,2137,0.28408,0.32308
1992,No migration background,2nd Quintile,Unimportant,0.19912,341,2137,0.18218,0.21605
1992,No migration background,3rd Quintile,Very important,0.21048,433,1944,0.19236,0.22861
1992,No migration background,3rd Quintile,Important,0.30434,599,1944,0.28388,0.32480
1992,No migration background,3rd Quintile,Less important,0.31105,643,1944,0.29046,0.33163
1992,No migration background,3rd Quintile,Unimportant,0.17412,269,1944,0.15726,0.19099
1992,No migration background,4th Quintile,Very important,0.21960,438,1959,0.20127,0.23794
1992,No migration background,4th Quintile,Important,0.31760,628,1959,0.29698,0.33822
1992,No migration background,4th Quintile,Less important,0.31341,625,1959,0.29287,0.33396
1992,No migration background,4th Quintile,Unimportant,0.14938,268,1959,0.13359,0.16517
1992,No migration background,5th Quintile,Very important,0.23994,506,2072,0.22155,0.25833
1992,No migration background,5th Quintile,Important,0.35500,745,2072,0.33439,0.37561
1992,No migration background,5th Quintile,Less important,0.29319,610,2072,0.27358,0.31280
1992,No migration background,5th Quintile,Unimportant,0.11187,211,2072,0.09829,0.12545
1992,Direct migration background,1st Quintile,Unimportant,0.41909,41,41,0.26618,0.57200
1992,Direct migration background,2nd Quintile,Important,0.28475,32,66,0.17503,0.39446
1992,Direct migration background,2nd Quintile,Less important,0.28583,34,66,0.17599,0.39566
1992,Direct migration background,3rd Quintile,Very important,0.26731,32,101,0.18057,0.35405
1992,Direct migration background,3rd Quintile,Important,0.27267,34,101,0.18538,0.35995
1992,Direct migration background,3rd Quintile,Less important,0.27288,35,101,0.18558,0.36019
1992,Direct migration background,4th Quintile,Very important,0.29957,35,71,0.19226,0.40688
1992,Direct migration background,4th Quintile,Important,0.29471,36,71,0.18791,0.40151
1992,Direct migration background,5th Quintile,Very important,0.38687,39,79,0.27878,0.49495
1992,Direct migration background,5th Quintile,Important,0.27381,40,79,0.17485,0.37277
1995,No migration background,1st Quintile,Very important,0.17437,297,1523,0.15531,0.19343
1995,No migration background,1st Quintile,Important,0.24758,394,1523,0.22590,0.26926
1995,No migration background,1st Quintile,Less important,0.34419,522,1523,0.32032,0.36806
1995,No migration background,1st Quintile,Unimportant,0.23386,310,1523,0.21259,0.25513
1995,No migration background,2nd Quintile,Very important,0.23892,515,2002,0.22023,0.25760
1995,No migration background,2nd Quintile,Important,0.26442,551,2002,0.24510,0.28375
1995,No migration background,2nd Quintile,Less important,0.28959,611,2002,0.26971,0.30946
1995,No migration background,2nd Quintile,Unimportant,0.20707,325,2002,0.18932,0.22483
1995,No migration background,3rd Quintile,Very important,0.24886,543,2070,0.23023,0.26749
1995,No migration background,3rd Quintile,Important,0.30709,656,2070,0.28722,0.32697
1995,No migration background,3rd Quintile,Less important,0.30528,650,2070,0.28544,0.32512
1995,No migration background,3rd Quintile,Unimportant,0.13877,221,2070,0.12387,0.15366
1995,No migration background,4th Quintile,Very important,0.24033,517,2173,0.22236,0.25830
1995,No migration background,4th Quintile,Important,0.35382,790,2173,0.33371,0.37393
1995,No migration background,4th Quintile,Less important,0.28646,649,2173,0.26745,0.30548
1995,No migration background,4th Quintile,Unimportant,0.11938,217,2173,0.10575,0.13302
1995,No migration background,5th Quintile,Very important,0.23257,499,2109,0.21454,0.25061
1995,No migration background,5th Quintile,Important,0.37108,796,2109,0.35046,0.39170
1995,No migration background,5th Quintile,Less important,0.29348,626,2109,0.27404,0.31292
1995,No migration background,5th Quintile,Unimportant,0.10287,188,2109,0.08990,0.11584
1995,Direct migration background,1st Quintile,Very important,0.21212,85,324,0.16753,0.25670
1995,Direct migration background,1st Quintile,Important,0.30780,105,324,0.25746,0.35814
1995,Direct migration background,1st Quintile,Less important,0.31965,91,324,0.26879,0.37051
1995,Direct migration background,1st Quintile,Unimportant,0.16044,43,324,0.12041,0.20046
1995,Direct migration background,2nd Quintile,Very important,0.21628,56,253,0.16545,0.26711
1995,Direct migration background,2nd Quintile,Important,0.27484,78,253,0.21972,0.32996
1995,Direct migration background,2nd Quintile,Less important,0.31728,83,253,0.25982,0.37475
1995,Direct migration background,2nd Quintile,Unimportant,0.19160,36,253,0.14301,0.24020
1995,Direct migration background,3rd Quintile,Very important,0.23079,44,201,0.17240,0.28919
1995,Direct migration background,3rd Quintile,Important,0.39251,98,201,0.32484,0.46019
1995,Direct migration background,3rd Quintile,Less important,0.24342,59,201,0.18394,0.30289
1995,Direct migration background,4th Quintile,Very important,0.30663,46,141,0.23025,0.38301
1995,Direct migration background,4th Quintile,Important,0.30879,51,141,0.23226,0.38532
1995,Direct migration background,4th Quintile,Less important,0.23979,44,141,0.16906,0.31051
1995,Direct migration background,5th Quintile,Very important,0.28889,37,138,0.21299,0.36479
1995,Direct migration background,5th Quintile,Important,0.36254,60,138,0.28204,0.44304
1995,Direct migration background,5th Quintile,Less important,0.26886,41,138,0.19462,0.34311
2004,No migration background,1st Quintile,Very important,0.14100,349,2282,0.12672,0.15528
2004,No migration background,1st Quintile,Important,0.22499,527,2282,0.20786,0.24213
2004,No migration background,1st Quintile,Less important,0.36078,829,2282,0.34108,0.38049
2004,No migration background,1st Quintile,Unimportant,0.27322,577,2282,0.25494,0.29151
2004,No migration background,2nd Quintile,Very important,0.20088,622,2962,0.18645,0.21531
2004,No migration background,2nd Quintile,Important,0.28519,900,2962,0.26893,0.30145
2004,No migration background,2nd Quintile,Less important,0.29821,897,2962,0.28173,0.31469
2004,No migration background,2nd Quintile,Unimportant,0.21572,543,2962,0.20090,0.23053
2004,No migration background,3rd Quintile,Very important,0.24000,840,3353,0.22554,0.25445
2004,No migration background,3rd Quintile,Important,0.31724,1083,3353,0.30149,0.33300
2004,No migration background,3rd Quintile,Less important,0.28201,962,3353,0.26678,0.29724
2004,No migration background,3rd Quintile,Unimportant,0.16075,468,3353,0.14831,0.17318
2004,No migration background,4th Quintile,Very important,0.25598,1005,3835,0.24217,0.26980
2004,No migration background,4th Quintile,Important,0.32865,1377,3835,0.31378,0.34352
2004,No migration background,4th Quintile,Less important,0.28654,1037,3835,0.27223,0.30086
2004,No migration background,4th Quintile,Unimportant,0.12882,416,3835,0.11822,0.13943
2004,No migration background,5th Quintile,Very important,0.26151,1571,5679,0.25008,0.27294
2004,No migration background,5th Quintile,Important,0.37383,2198,5679,0.36124,0.38641
2004,No migration background,5th Quintile,Less important,0.26014,1457,5679,0.24872,0.27155
2004,No migration background,5th Quintile,Unimportant,0.10453,453,5679,0.09657,0.11249
2004,Direct migration background,1st Quintile,Very important,0.17513,127,742,0.14776,0.20249
2004,Direct migration background,1st Quintile,Important,0.31691,245,742,0.28341,0.35041
2004,Direct migration background,1st Quintile,Less important,0.28966,230,742,0.25700,0.32232
2004,Direct migration background,1st Quintile,Unimportant,0.21831,140,742,0.18857,0.24805
2004,Direct migration background,2nd Quintile,Very important,0.25959,161,618,0.22500,0.29419
2004,Direct migration background,2nd Quintile,Important,0.29989,196,618,0.26374,0.33605
2004,Direct migration background,2nd Quintile,Less important,0.31244,188,618,0.27587,0.34901
2004,Direct migration background,2nd Quintile,Unimportant,0.12807,73,618,0.10170,0.15444
2004,Direct migration background,3rd Quintile,Very important,0.25228,112,450,0.21211,0.29246
2004,Direct migration background,3rd Quintile,Important,0.31738,161,450,0.27433,0.36044
2004,Direct migration background,3rd Quintile,Less important,0.27827,123,450,0.23682,0.31972
2004,Direct migration background,3rd Quintile,Unimportant,0.15207,54,450,0.11885,0.18528
2004,Direct migration background,4th Quintile,Very important,0.26769,90,350,0.22124,0.31414
2004,Direct migration background,4th Quintile,Important,0.32154,122,350,0.27254,0.37054
2004,Direct migration background,4th Quintile,Less important,0.29747,98,350,0.24951,0.34543
2004,Direct migration background,4th Quintile,Unimportant,0.11330,40,350,0.08005,0.14656
2004,Direct migration background,5th Quintile,Very important,0.36762,113,325,0.31512,0.42012
2004,Direct migration background,5th Quintile,Important,0.35908,141,325,0.30684,0.41131
2004,Direct migration background,5th Quintile,Less important,0.20503,71,325,0.16107,0.24899
2004,Indirect migration background,1st Quintile,Very important,0.20626,32,157,0.14276,0.26975
2004,Indirect migration background,1st Quintile,Important,0.28576,56,157,0.21487,0.35666
2004,Indirect migration background,1st Quintile,Less important,0.39517,69,157,0.31845,0.47189
2004,Indirect migration background,2nd Quintile,Very important,0.20549,38,144,0.13926,0.27172
2004,Indirect migration background,2nd Quintile,Important,0.34715,58,144,0.26912,0.42518
2004,Indirect migration background,2nd Quintile,Less important,0.35312,48,144,0.27478,0.43145
2004,Indirect migration background,3rd Quintile,Very important,0.19835,41,165,0.13732,0.25938
2004,Indirect migration background,3rd Quintile,Important,0.30751,59,165,0.23688,0.37814
2004,Indirect migration background,3rd Quintile,Less important,0.41025,65,165,0.33497,0.48553
2004,Indirect migration background,4th Quintile,Very important,0.25673,31,118,0.17758,0.33589
2004,Indirect migration background,4th Quintile,Important,0.34986,46,118,0.26344,0.43628
2004,Indirect migration background,4th Quintile,Less important,0.33936,41,118,0.25356,0.42516
2004,Indirect migration background,5th Quintile,Very important,0.20718,31,135,0.13856,0.27580
2004,Indirect migration background,5th Quintile,Important,0.36667,62,135,0.28508,0.44827
2004,Indirect migration background,5th Quintile,Less important,0.31428,42,135,0.23568,0.39288
2008,No migration background,1st Quintile,Very important,0.09753,227,2152,0.08499,0.11007
2008,No migration background,1st Quintile,Important,0.20297,465,2152,0.18597,0.21997
2008,No migration background,1st Quintile,Less important,0.35429,785,2152,0.33407,0.37450
2008,No migration background,1st Quintile,Unimportant,0.34522,675,2152,0.32512,0.36531
2008,No migration background,2nd Quintile,Very important,0.16579,520,2796,0.15200,0.17958
2008,No migration background,2nd Quintile,Important,0.27882,813,2796,0.26220,0.29545
2008,No migration background,2nd Quintile,Less important,0.31776,855,2796,0.30050,0.33502
2008,No migration background,2nd Quintile,Unimportant,0.23763,608,2796,0.22185,0.25341
2008,No migration background,3rd Quintile,Very important,0.19111,668,3258,0.17760,0.20461
2008,No migration background,3rd Quintile,Important,0.33193,1104,3258,0.31575,0.34810
2008,No migration background,3rd Quintile,Less important,0.30884,1004,3258,0.29298,0.32471
2008,No migration background,3rd Quintile,Unimportant,0.16812,482,3258,0.15528,0.18097
2008,No migration background,4th Quintile,Very important,0.20988,768,3445,0.19628,0.22348
2008,No migration background,4th Quintile,Important,0.34359,1287,3445,0.32772,0.35945
2008,No migration background,4th Quintile,Less important,0.30792,995,3445,0.29250,0.32334
2008,No migration background,4th Quintile,Unimportant,0.13861,395,3445,0.12707,0.15015
2008,No migration background,5th Quintile,Very important,0.22565,1190,4867,0.21390,0.23739
2008,No migration background,5th Quintile,Important,0.39949,2011,4867,0.38573,0.41325
2008,No migration background,5th Quintile,Less important,0.28377,1292,4867,0.27110,0.29643
2008,No migration background,5th Quintile,Unimportant,0.09110,374,4867,0.08301,0.09918
2008,Direct migration background,1st Quintile,Very important,0.11281,72,589,0.08724,0.13838
2008,Direct migration background,1st Quintile,Important,0.25948,164,589,0.22405,0.29491
2008,Direct migration background,1st Quintile,Less important,0.36806,204,589,0.32908,0.40704
2008,Direct migration background,1st Quintile,Unimportant,0.25965,149,589,0.22421,0.29509
2008,Direct migration background,2nd Quintile,Very important,0.17850,80,406,0.14121,0.21580
2008,Direct migration background,2nd Quintile,Important,0.32115,134,406,0.27567,0.36662
2008,Direct migration background,2nd Quintile,Less important,0.29110,118,406,0.24686,0.33535
2008,Direct migration background,2nd Quintile,Unimportant,0.20924,74,406,0.16963,0.24886
2008,Direct migration background,3rd Quintile,Very important,0.22974,88,367,0.18664,0.27284
2008,Direct migration background,3rd Quintile,Important,0.31859,132,367,0.27085,0.36632
2008,Direct migration background,3rd Quintile,Less important,0.31136,100,367,0.26392,0.35880
2008,Direct migration background,3rd Quintile,Unimportant,0.14031,47,367,0.10473,0.17590
2008,Direct migration background,4th Quintile,Very important,0.24490,64,254,0.19191,0.29788
2008,Direct migration background,4th Quintile,Important,0.39521,104,254,0.33496,0.45545
2008,Direct migration background,4th Quintile,Less important,0.29239,86,254,0.23634,0.34844
2008,Direct migration background,5th Quintile,Very important,0.28866,80,224,0.22919,0.34814
2008,Direct migration background,5th Quintile,Important,0.32982,80,224,0.26811,0.39152
2008,Direct migration background,5th Quintile,Less important,0.28125,64,224,0.22224,0.34026
2008,Indirect migration background,1st Quintile,Very important,0.18169,38,166,0.12285,0.24052
2008,Indirect migration background,1st Quintile,Important,0.36743,73,166,0.29387,0.44099
2008,Indirect migration background,1st Quintile,Less important,0.32723,55,166,0.25564,0.39883
2008,Indirect migration background,2nd Quintile,Important,0.24869,43,97,0.16222,0.33515
2008,Indirect migration background,2nd Quintile,Less important,0.43009,54,97,0.33105,0.52913
2008,Indirect migration background,3rd Quintile,Very important,0.17943,38,152,0.11822,0.24063
2008,Indirect migration background,3rd Quintile,Important,0.45362,66,152,0.37421,0.53303
2008,Indirect migration background,3rd Quintile,Less important,0.30246,48,152,0.22920,0.37573
2008,Indirect migration background,4th Quintile,Important,0.34493,43,89,0.24561,0.44424
2008,Indirect migration background,4th Quintile,Less important,0.29504,46,89,0.19975,0.39033
2008,Indirect migration background,5th Quintile,Very important,0.22558,34,129,0.15317,0.29799
2008,Indirect migration background,5th Quintile,Important,0.40195,57,129,0.31701,0.48689
2008,Indirect migration background,5th Quintile,Less important,0.27489,38,129,0.19755,0.35224
2012,No migration background,1st Quintile,Very important,0.11809,468,3896,0.10796,0.12823
2012,No migration background,1st Quintile,Important,0.19058,843,3896,0.17825,0.20292
2012,No migration background,1st Quintile,Less important,0.36053,1499,3896,0.34545,0.37561
2012,No migration background,1st Quintile,Unimportant,0.33080,1086,3896,0.31602,0.34557
2012,No migration background,2nd Quintile,Very important,0.14995,715,3970,0.13884,0.16105
2012,No migration background,2nd Quintile,Important,0.29537,1225,3970,0.28118,0.30956
2012,No migration background,2nd Quintile,Less important,0.29759,1230,3970,0.28337,0.31182
2012,No migration background,2nd Quintile,Unimportant,0.25709,800,3970,0.24349,0.27069
2012,No migration background,3rd Quintile,Very important,0.19799,922,4161,0.18588,0.21010
2012,No migration background,3rd Quintile,Important,0.34125,1474,4161,0.32685,0.35566
2012,No migration background,3rd Quintile,Less important,0.29019,1192,4161,0.27640,0.30398
2012,No migration background,3rd Quintile,Unimportant,0.17056,573,4161,0.15913,0.18199
2012,No migration background,4th Quintile,Very important,0.19311,899,4274,0.18127,0.20494
2012,No migration background,4th Quintile,Important,0.39154,1743,4274,0.37691,0.40618
2012,No migration background,4th Quintile,Less important,0.27695,1164,4274,0.26354,0.29037
2012,No migration background,4th Quintile,Unimportant,0.13840,468,4274,0.12804,0.14875
2012,No migration background,5th Quintile,Very important,0.20561,1074,4779,0.19415,0.21707
2012,No migration background,5th Quintile,Important,0.40331,2035,4779,0.38940,0.41722
2012,No migration background,5th Quintile,Less important,0.29623,1290,4779,0.28329,0.30918
2012,No migration background,5th Quintile,Unimportant,0.09485,380,4779,0.08654,0.10316
2012,Direct migration background,1st Quintile,Very important,0.17331,240,1052,0.15042,0.19619
2012,Direct migration background,1st Quintile,Important,0.30601,352,1052,0.27815,0.33387
2012,Direct migration background,1st Quintile,Less important,0.29157,280,1052,0.26409,0.31904
2012,Direct migration background,1st Quintile,Unimportant,0.22912,180,1052,0.20371,0.25453
2012,Direct migration background,2nd Quintile,Very important,0.26965,204,693,0.23659,0.30272
2012,Direct migration background,2nd Quintile,Important,0.28333,238,693,0.24975,0.31690
2012,Direct migration background,2nd Quintile,Less important,0.25861,168,693,0.22599,0.29124
2012,Direct migration background,2nd Quintile,Unimportant,0.18841,83,693,0.15927,0.21754
2012,Direct migration background,3rd Quintile,Very important,0.26624,119,457,0.22567,0.30681
2012,Direct migration background,3rd Quintile,Important,0.33044,161,457,0.28727,0.37361
2012,Direct migration background,3rd Quintile,Less important,0.28688,116,457,0.24537,0.32840
2012,Direct migration background,3rd Quintile,Unimportant,0.11644,61,457,0.08700,0.14588
2012,Direct migration background,4th Quintile,Very important,0.30729,102,321,0.25674,0.35784
2012,Direct migration background,4th Quintile,Important,0.33164,138,321,0.28006,0.38323
2012,Direct migration background,4th Quintile,Less important,0.27578,81,321,0.22681,0.32475
2012,Direct migration background,5th Quintile,Very important,0.22836,84,269,0.17810,0.27862
2012,Direct migration background,5th Quintile,Important,0.36889,115,269,0.31112,0.42666
2012,Direct migration background,5th Quintile,Less important,0.28383,70,269,0.22985,0.33781
2012,Indirect migration background,1st Quintile,Very important,0.18712,62,328,0.14485,0.22939
2012,Indirect migration background,1st Quintile,Important,0.23787,91,328,0.19172,0.28402
2012,Indirect migration background,1st Quintile,Less important,0.35888,121,328,0.30689,0.41087
2012,Indirect migration background,1st Quintile,Unimportant,0.21613,54,328,0.17152,0.26074
2012,Indirect migration background,2nd Quintile,Very important,0.27586,68,228,0.21772,0.33400
2012,Indirect migration background,2nd Quintile,Important,0.27586,75,228,0.21771,0.33400
2012,Indirect migration background,2nd Quintile,Less important,0.37791,85,228,0.31484,0.44099
2012,Indirect migration background,3rd Quintile,Very important,0.12689,43,168,0.07640,0.17737
2012,Indirect migration background,3rd Quintile,Important,0.41687,65,168,0.34209,0.49165
2012,Indirect migration background,3rd Quintile,Less important,0.28519,60,168,0.21671,0.35367
2012,Indirect migration background,4th Quintile,Important,0.39124,72,126,0.30568,0.47679
2012,Indirect migration background,4th Quintile,Less important,0.22506,54,126,0.15185,0.29828
2012,Indirect migration background,5th Quintile,Very important,0.19903,39,155,0.13597,0.26210
2012,Indirect migration background,5th Quintile,Important,0.49065,73,155,0.41169,0.56960
2012,Indirect migration background,5th Quintile,Less important,0.24429,43,155,0.17643,0.31215
2016,No migration background,1st Quintile,Very important,0.12976,361,2760,0.11722,0.14229
2016,No migration background,1st Quintile,Important,0.20410,632,2760,0.18906,0.21914
2016,No migration background,1st Quintile,Less important,0.32670,958,2760,0.30920,0.34420
2016,No migration background,1st Quintile,Unimportant,0.33944,809,2760,0.32177,0.35711
2016,No migration background,2nd Quintile,Very important,0.16562,574,3433,0.15318,0.17805
2016,No migration background,2nd Quintile,Important,0.29624,1029,3433,0.28096,0.31152
2016,No migration background,2nd Quintile,Less important,0.30404,1064,3433,0.28865,0.31943
2016,No migration background,2nd Quintile,Unimportant,0.23410,766,3433,0.21994,0.24827
2016,No migration background,3rd Quintile,Very important,0.18403,717,3527,0.17124,0.19682
2016,No migration background,3rd Quintile,Important,0.35158,1270,3527,0.33582,0.36734
2016,No migration background,3rd Quintile,Less important,0.28532,954,3527,0.27042,0.30023
2016,No migration background,3rd Quintile,Unimportant,0.17907,586,3527,0.16642,0.19173
2016,No migration background,4th Quintile,Very important,0.18648,768,3769,0.17404,0.19891
2016,No migration background,4th Quintile,Important,0.38069,1504,3769,0.36518,0.39619
2016,No migration background,4th Quintile,Less important,0.29187,1028,3769,0.27736,0.30639
2016,No migration background,4th Quintile,Unimportant,0.14096,469,3769,0.12985,0.15207
2016,No migration background,5th Quintile,Very important,0.23792,967,4169,0.22499,0.25085
2016,No migration background,5th Quintile,Important,0.40982,1788,4169,0.39489,0.42475
2016,No migration background,5th Quintile,Less important,0.26106,1064,4169,0.24773,0.27440
2016,No migration background,5th Quintile,Unimportant,0.09120,350,4169,0.08246,0.09994
2016,Direct migration background,1st Quintile,Very important,0.17755,437,1817,0.15997,0.19512
2016,Direct migration background,1st Quintile,Important,0.29952,620,1817,0.27845,0.32059
2016,Direct migration background,1st Quintile,Less important,0.27160,458,1817,0.25115,0.29206
