"plh0108","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"1 Sehr wichtig","1990","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"1 Sehr wichtig","1990","(noch) kein Abschluss","Laendlicher Raum","10","","",""
"1 Sehr wichtig","1990","Hauptschule","Staedtischer Raum","719","0.216092569912141","0.201357336244293","0.23082780357999"
"1 Sehr wichtig","1990","Hauptschule","Laendlicher Raum","315","0.270585467827534","0.244102010262958","0.297068925392109"
"1 Sehr wichtig","1990","Realschule","Staedtischer Raum","197","0.157702821623106","0.136836942363677","0.178568700882535"
"1 Sehr wichtig","1990","Realschule","Laendlicher Raum","62","0.169839471781835","0.130331593337528","0.209347350226142"
"1 Sehr wichtig","1990","(Fach-)Abitur","Staedtischer Raum","62","0.118846779649028","0.0895280877250161","0.148165471573041"
"1 Sehr wichtig","1990","(Fach-)Abitur","Laendlicher Raum","16","","",""
"1 Sehr wichtig","1990","AkademikerIn","Staedtischer Raum","112","0.194665267981898","0.161544959775572","0.227785576188225"
"1 Sehr wichtig","1990","AkademikerIn","Laendlicher Raum","32","0.305143782880191","0.217068676124899","0.393218889635483"
"2 Wichtig","1990","(noch) kein Abschluss","Staedtischer Raum","33","0.244480271623687","0.170315434002325","0.318645109245049"
"2 Wichtig","1990","(noch) kein Abschluss","Laendlicher Raum","9","","",""
"2 Wichtig","1990","Hauptschule","Staedtischer Raum","939","0.298943684167043","0.282553800769474","0.315333567564612"
"2 Wichtig","1990","Hauptschule","Laendlicher Raum","386","0.339966105011395","0.311727959414383","0.368204250608408"
"2 Wichtig","1990","Realschule","Staedtischer Raum","365","0.299170250258203","0.272955256896756","0.325385243619651"
"2 Wichtig","1990","Realschule","Laendlicher Raum","124","0.335834204609514","0.286142479984174","0.385525929234855"
"2 Wichtig","1990","(Fach-)Abitur","Staedtischer Raum","137","0.275318488952037","0.234850050772589","0.315786927131486"
"2 Wichtig","1990","(Fach-)Abitur","Laendlicher Raum","24","","",""
"2 Wichtig","1990","AkademikerIn","Staedtischer Raum","209","0.361304144713304","0.321120859534531","0.401487429892076"
"2 Wichtig","1990","AkademikerIn","Laendlicher Raum","34","0.328809786561994","0.238953468957843","0.418666104166144"
"3 Weniger wichtig","1990","(noch) kein Abschluss","Staedtischer Raum","58","0.461673321753233","0.375644578824242","0.547702064682224"
"3 Weniger wichtig","1990","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"3 Weniger wichtig","1990","Hauptschule","Staedtischer Raum","843","0.289076263903367","0.272846117275015","0.305306410531719"
"3 Weniger wichtig","1990","Hauptschule","Laendlicher Raum","249","0.236341811145542","0.211016485976492","0.261667136314592"
"3 Weniger wichtig","1990","Realschule","Staedtischer Raum","427","0.357158345601056","0.329725763254403","0.384590927947708"
"3 Weniger wichtig","1990","Realschule","Laendlicher Raum","127","0.355906022829589","0.30552979534903","0.406282250310149"
"3 Weniger wichtig","1990","(Fach-)Abitur","Staedtischer Raum","197","0.423049327972987","0.378289334862761","0.467809321083213"
"3 Weniger wichtig","1990","(Fach-)Abitur","Laendlicher Raum","41","0.43225582521689","0.332110441479188","0.532401208954593"
"3 Weniger wichtig","1990","AkademikerIn","Staedtischer Raum","159","0.298625453145475","0.260342949703344","0.336907956587606"
"3 Weniger wichtig","1990","AkademikerIn","Laendlicher Raum","30","0.270598514248182","0.185621891430376","0.355575137065989"
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Staedtischer Raum","19","","",""
"4 Ganz unwichtig","1990","(noch) kein Abschluss","Laendlicher Raum","4","","",""
"4 Ganz unwichtig","1990","Hauptschule","Staedtischer Raum","496","0.195887482017449","0.181678385216709","0.21009657881819"
"4 Ganz unwichtig","1990","Hauptschule","Laendlicher Raum","131","0.153106616015529","0.131640840020703","0.174572392010355"
"4 Ganz unwichtig","1990","Realschule","Staedtischer Raum","183","0.185968582517634","0.163693226240069","0.2082439387952"
"4 Ganz unwichtig","1990","Realschule","Laendlicher Raum","34","0.138420300779061","0.102084814508252","0.17475578704987"
"4 Ganz unwichtig","1990","(Fach-)Abitur","Staedtischer Raum","72","0.182785403425947","0.147769609488853","0.217801197363042"
"4 Ganz unwichtig","1990","(Fach-)Abitur","Laendlicher Raum","13","","",""
"4 Ganz unwichtig","1990","AkademikerIn","Staedtischer Raum","69","0.145405134159323","0.115918043217699","0.174892225100947"
"4 Ganz unwichtig","1990","AkademikerIn","Laendlicher Raum","9","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Hauptschule","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Hauptschule","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Realschule","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Realschule","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","AkademikerIn","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","AkademikerIn","Laendlicher Raum","","","",""
"2 Wichtig","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"2 Wichtig","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"2 Wichtig","1991","Hauptschule","Staedtischer Raum","","","",""
"2 Wichtig","1991","Hauptschule","Laendlicher Raum","","","",""
"2 Wichtig","1991","Realschule","Staedtischer Raum","","","",""
"2 Wichtig","1991","Realschule","Laendlicher Raum","","","",""
"2 Wichtig","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"2 Wichtig","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"2 Wichtig","1991","AkademikerIn","Staedtischer Raum","","","",""
"2 Wichtig","1991","AkademikerIn","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Hauptschule","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Hauptschule","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Realschule","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Realschule","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","(Fach-)Abitur","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","AkademikerIn","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","AkademikerIn","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","(noch) kein Abschluss","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","(noch) kein Abschluss","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Hauptschule","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Hauptschule","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Realschule","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Realschule","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","(Fach-)Abitur","Staedtischer Raum","","","",""
