year,pgisced97,sex,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,male,Less important,0.51671,31,31,0.33789,0.69553
1990,Lower Secondary Level,male,Very important,0.24079,109,419,0.19980,0.28178
1990,Lower Secondary Level,male,Important,0.31435,136,419,0.26984,0.35886
1990,Lower Secondary Level,male,Less important,0.26710,111,419,0.22468,0.30952
1990,Lower Secondary Level,male,Unimportant,0.17776,63,419,0.14111,0.21441
1990,Lower Secondary Level,female,Very important,0.21372,279,1193,0.19045,0.23699
1990,Lower Secondary Level,female,Important,0.27574,352,1193,0.25037,0.30111
1990,Lower Secondary Level,female,Less important,0.27899,333,1193,0.25353,0.30445
1990,Lower Secondary Level,female,Unimportant,0.23155,229,1193,0.20760,0.25550
1990,Upper Secondary Level,male,Very important,0.23826,519,2023,0.21969,0.25683
1990,Upper Secondary Level,male,Important,0.31408,648,2023,0.29385,0.33431
1990,Upper Secondary Level,male,Less important,0.31930,626,2023,0.29898,0.33962
1990,Upper Secondary Level,male,Unimportant,0.12836,230,2023,0.11378,0.14294
1990,Upper Secondary Level,female,Very important,0.15261,314,1832,0.13613,0.16908
1990,Upper Secondary Level,female,Important,0.31757,619,1832,0.29625,0.33889
1990,Upper Secondary Level,female,Less important,0.32093,592,1832,0.29954,0.34231
1990,Upper Secondary Level,female,Unimportant,0.20890,307,1832,0.19028,0.22752
1990,Post-secondary Non-tertiary Level,male,Important,0.35933,40,83,0.25548,0.46318
1990,Post-secondary Non-tertiary Level,male,Less important,0.40127,43,83,0.29518,0.50737
1990,Post-secondary Non-tertiary Level,female,Less important,0.52527,45,45,0.37771,0.67282
1990,First Stage of Tertiary Education,male,Very important,0.30636,85,244,0.24839,0.36432
1990,First Stage of Tertiary Education,male,Important,0.31285,88,244,0.25456,0.37115
1990,First Stage of Tertiary Education,male,Less important,0.24101,71,244,0.18724,0.29479
1990,First Stage of Tertiary Education,female,Very important,0.14654,34,224,0.10012,0.19296
1990,First Stage of Tertiary Education,female,Important,0.27392,71,224,0.21539,0.33245
1990,First Stage of Tertiary Education,female,Less important,0.29373,72,224,0.23395,0.35352
1990,First Stage of Tertiary Education,female,Unimportant,0.28581,47,224,0.22651,0.34510
1990,Second Stage of Tertiary Education,male,Very important,0.23687,104,436,0.19692,0.27683
1990,Second Stage of Tertiary Education,male,Important,0.33847,161,436,0.29401,0.38294
1990,Second Stage of Tertiary Education,male,Less important,0.29557,124,436,0.25269,0.33845
1990,Second Stage of Tertiary Education,male,Unimportant,0.12908,47,436,0.09757,0.16059
1990,Second Stage of Tertiary Education,female,Very important,0.16429,40,218,0.11498,0.21359
1990,Second Stage of Tertiary Education,female,Important,0.39081,82,218,0.32589,0.45573
1990,Second Stage of Tertiary Education,female,Less important,0.29121,65,218,0.23076,0.35166
1990,Second Stage of Tertiary Education,female,Unimportant,0.15369,31,218,0.10571,0.20168
1992,Pre-primary Level,male,Less important,0.47600,31,31,0.29729,0.65472
1992,Pre-primary Level,female,Less important,0.45236,32,32,0.27715,0.62758
