year,bula_h,migback,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,No migration background,Very important,0.17857,51,245,0.13051,0.22662
1990,Schleswig-Holstein,No migration background,Important,0.31458,73,245,0.25631,0.37284
1990,Schleswig-Holstein,No migration background,Less important,0.33907,84,245,0.27967,0.39847
1990,Schleswig-Holstein,No migration background,Unimportant,0.16779,37,245,0.12090,0.21468
1990,Hamburg,No migration background,Less important,0.47560,57,89,0.37125,0.57994
1990,Hamburg,No migration background,Unimportant,0.29382,32,89,0.19865,0.38900
1990,Lower Saxony,No migration background,Very important,0.23700,190,797,0.20746,0.26654
1990,Lower Saxony,No migration background,Important,0.30685,258,797,0.27481,0.33889
1990,Lower Saxony,No migration background,Less important,0.28171,233,797,0.25046,0.31296
1990,Lower Saxony,No migration background,Unimportant,0.17444,116,797,0.14808,0.20080
1990,Bremen,No migration background,Unimportant,0.47581,32,32,0.30000,0.65161
1990,North Rhine-Westphalia,No migration background,Very important,0.16650,317,1793,0.14925,0.18374
1990,North Rhine-Westphalia,No migration background,Important,0.30058,575,1793,0.27935,0.32180
1990,North Rhine-Westphalia,No migration background,Less important,0.35170,625,1793,0.32960,0.37381
1990,North Rhine-Westphalia,No migration background,Unimportant,0.18123,276,1793,0.16339,0.19906
1990,North Rhine-Westphalia,Direct migration background,Important,0.35128,36,69,0.23781,0.46474
1990,North Rhine-Westphalia,Direct migration background,Less important,0.35076,33,69,0.23733,0.46418
1990,Hesse,No migration background,Very important,0.20007,127,603,0.16811,0.23203
1990,Hesse,No migration background,Important,0.34664,210,603,0.30862,0.38466
1990,Hesse,No migration background,Less important,0.30336,190,603,0.26663,0.34008
1990,Hesse,No migration background,Unimportant,0.14993,76,603,0.12141,0.17845
1990,"Rhineland-Palatinate, Saarland",No migration background,Very important,0.22697,138,539,0.19158,0.26237
1990,"Rhineland-Palatinate, Saarland",No migration background,Important,0.41601,234,539,0.37436,0.45766
1990,"Rhineland-Palatinate, Saarland",No migration background,Less important,0.20429,101,539,0.17022,0.23836
1990,"Rhineland-Palatinate, Saarland",No migration background,Unimportant,0.15273,66,539,0.12233,0.18313
1990,Baden-Wuerttemberg,No migration background,Very important,0.27127,291,1023,0.24401,0.29853
1990,Baden-Wuerttemberg,No migration background,Important,0.32650,348,1023,0.29775,0.35525
1990,Baden-Wuerttemberg,No migration background,Less important,0.27747,279,1023,0.25002,0.30493
1990,Baden-Wuerttemberg,No migration background,Unimportant,0.12476,105,1023,0.10450,0.14502
1990,Baden-Wuerttemberg,Direct migration background,Very important,0.29101,35,108,0.20494,0.37707
1990,Baden-Wuerttemberg,Direct migration background,Important,0.23161,32,108,0.15167,0.31154
1990,Baden-Wuerttemberg,Direct migration background,Less important,0.40564,41,108,0.31260,0.49868
1990,Bavaria,No migration background,Very important,0.22714,287,1181,0.20323,0.25105
1990,Bavaria,No migration background,Important,0.31290,387,1181,0.28644,0.33935
