year,quintil_oecd,sex,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,male,Very important,0.22055,110,452,0.18228,0.25881
1990,1st Quintile,male,Important,0.27459,126,452,0.23340,0.31579
1990,1st Quintile,male,Less important,0.29894,132,452,0.25669,0.34119
1990,1st Quintile,male,Unimportant,0.20592,84,452,0.16860,0.24324
1990,1st Quintile,female,Very important,0.14868,109,648,0.12127,0.17610
1990,1st Quintile,female,Important,0.26264,185,648,0.22873,0.29655
1990,1st Quintile,female,Less important,0.25864,177,648,0.22489,0.29238
1990,1st Quintile,female,Unimportant,0.33004,177,648,0.29380,0.36627
1990,2nd Quintile,male,Very important,0.26463,167,606,0.22948,0.29978
1990,2nd Quintile,male,Important,0.31901,196,606,0.28187,0.35615
1990,2nd Quintile,male,Less important,0.27374,168,606,0.23821,0.30927
1990,2nd Quintile,male,Unimportant,0.14262,75,606,0.11476,0.17049
1990,2nd Quintile,female,Very important,0.17476,143,736,0.14731,0.20222
1990,2nd Quintile,female,Important,0.27582,222,736,0.24351,0.30814
1990,2nd Quintile,female,Less important,0.31009,237,736,0.27665,0.34353
1990,2nd Quintile,female,Unimportant,0.23933,134,736,0.20848,0.27017
1990,3rd Quintile,male,Very important,0.23075,168,678,0.19901,0.26249
1990,3rd Quintile,male,Important,0.28918,211,678,0.25503,0.32334
1990,3rd Quintile,male,Less important,0.34106,223,678,0.30535,0.37677
1990,3rd Quintile,male,Unimportant,0.13900,76,678,0.11294,0.16506
1990,3rd Quintile,female,Very important,0.18578,146,717,0.15729,0.21427
1990,3rd Quintile,female,Important,0.27890,217,717,0.24605,0.31175
1990,3rd Quintile,female,Less important,0.33053,232,717,0.29607,0.36499
1990,3rd Quintile,female,Unimportant,0.20478,122,717,0.17523,0.23434
1990,4th Quintile,male,Very important,0.22124,192,804,0.19253,0.24995
1990,4th Quintile,male,Important,0.34120,275,804,0.30840,0.37399
1990,4th Quintile,male,Less important,0.34016,266,804,0.30739,0.37293
1990,4th Quintile,male,Unimportant,0.09741,71,804,0.07690,0.11792
1990,4th Quintile,female,Very important,0.19357,166,777,0.16577,0.22137
1990,4th Quintile,female,Important,0.33005,266,777,0.29697,0.36314
1990,4th Quintile,female,Less important,0.31841,240,777,0.28563,0.35119
1990,4th Quintile,female,Unimportant,0.15797,105,777,0.13230,0.18363
1990,5th Quintile,male,Very important,0.24922,221,862,0.22033,0.27812
1990,5th Quintile,male,Important,0.34506,309,862,0.31331,0.37682
1990,5th Quintile,male,Less important,0.28980,245,862,0.25950,0.32010
1990,5th Quintile,male,Unimportant,0.11591,87,862,0.09453,0.13730
1990,5th Quintile,female,Very important,0.16449,137,804,0.13884,0.19013
1990,5th Quintile,female,Important,0.34593,286,804,0.31303,0.37883
1990,5th Quintile,female,Less important,0.34904,276,804,0.31607,0.38201
1990,5th Quintile,female,Unimportant,0.14055,105,804,0.11651,0.16459
1992,1st Quintile,male,Very important,0.22331,228,929,0.19651,0.25010
1992,1st Quintile,male,Important,0.23225,220,929,0.20508,0.25942
1992,1st Quintile,male,Less important,0.28621,278,929,0.25713,0.31529
1992,1st Quintile,male,Unimportant,0.25823,203,929,0.23007,0.28639
1992,1st Quintile,female,Very important,0.14905,237,1317,0.12981,0.16829
1992,1st Quintile,female,Important,0.21043,286,1317,0.18841,0.23246
1992,1st Quintile,female,Less important,0.29676,412,1317,0.27207,0.32144
1992,1st Quintile,female,Unimportant,0.34376,382,1317,0.31810,0.36942
1992,2nd Quintile,male,Very important,0.24247,279,1059,0.21664,0.26829
1992,2nd Quintile,male,Important,0.29718,293,1059,0.26964,0.32472
1992,2nd Quintile,male,Less important,0.31162,351,1059,0.28371,0.33953
1992,2nd Quintile,male,Unimportant,0.14873,136,1059,0.12729,0.17017
1992,2nd Quintile,female,Very important,0.18604,255,1210,0.16411,0.20798
1992,2nd Quintile,female,Important,0.27526,336,1210,0.25008,0.30043
1992,2nd Quintile,female,Less important,0.29707,390,1210,0.27131,0.32283
1992,2nd Quintile,female,Unimportant,0.24163,229,1210,0.21750,0.26576
1992,3rd Quintile,male,Very important,0.23713,246,1010,0.21089,0.26338
1992,3rd Quintile,male,Important,0.31551,311,1010,0.28683,0.34418
1992,3rd Quintile,male,Less important,0.31584,339,1010,0.28716,0.34452
1992,3rd Quintile,male,Unimportant,0.13152,114,1010,0.11067,0.15237
1992,3rd Quintile,female,Very important,0.19302,221,1076,0.16943,0.21662
1992,3rd Quintile,female,Important,0.28981,327,1076,0.26269,0.31693
1992,3rd Quintile,female,Less important,0.30433,350,1076,0.27682,0.33183
1992,3rd Quintile,female,Unimportant,0.21284,178,1076,0.18837,0.23731
1992,4th Quintile,male,Very important,0.24065,252,1047,0.21475,0.26656
1992,4th Quintile,male,Important,0.31473,333,1047,0.28658,0.34287
1992,4th Quintile,male,Less important,0.30899,328,1047,0.28099,0.33700
1992,4th Quintile,male,Unimportant,0.13563,134,1047,0.11488,0.15638
1992,4th Quintile,female,Very important,0.20973,225,1048,0.18507,0.23439
1992,4th Quintile,female,Important,0.31411,333,1048,0.28600,0.34223
1992,4th Quintile,female,Less important,0.31152,335,1048,0.28347,0.33957
1992,4th Quintile,female,Unimportant,0.16464,155,1048,0.14217,0.18710
1992,5th Quintile,male,Very important,0.26276,303,1142,0.23723,0.28830
1992,5th Quintile,male,Important,0.34204,402,1142,0.31451,0.36956
1992,5th Quintile,male,Less important,0.28886,325,1142,0.26256,0.31516
1992,5th Quintile,male,Unimportant,0.10634,112,1142,0.08845,0.12423
1992,5th Quintile,female,Very important,0.23138,244,1052,0.20588,0.25687
1992,5th Quintile,female,Important,0.36020,386,1052,0.33117,0.38922
1992,5th Quintile,female,Less important,0.28847,307,1052,0.26108,0.31586
1992,5th Quintile,female,Unimportant,0.11995,115,1052,0.10031,0.13960
1995,1st Quintile,male,Very important,0.20537,186,775,0.17691,0.23383
1995,1st Quintile,male,Important,0.26266,217,775,0.23165,0.29366
1995,1st Quintile,male,Less important,0.36746,265,775,0.33349,0.40142
1995,1st Quintile,male,Unimportant,0.16452,107,775,0.13840,0.19064
1995,1st Quintile,female,Very important,0.16002,196,1093,0.13827,0.18176
1995,1st Quintile,female,Important,0.25490,291,1093,0.22905,0.28075
1995,1st Quintile,female,Less important,0.32636,360,1093,0.29855,0.35417
1995,1st Quintile,female,Unimportant,0.25872,246,1093,0.23275,0.28470
1995,2nd Quintile,male,Very important,0.25908,286,1043,0.23248,0.28569
1995,2nd Quintile,male,Important,0.28698,303,1043,0.25952,0.31445
1995,2nd Quintile,male,Less important,0.29667,315,1043,0.26893,0.32440
1995,2nd Quintile,male,Unimportant,0.15727,139,1043,0.13516,0.17937
1995,2nd Quintile,female,Very important,0.21903,291,1236,0.19596,0.24209
1995,2nd Quintile,female,Important,0.24806,333,1236,0.22397,0.27214
1995,2nd Quintile,female,Less important,0.28693,385,1236,0.26171,0.31216
1995,2nd Quintile,female,Unimportant,0.24598,227,1236,0.22196,0.27000
1995,3rd Quintile,male,Very important,0.28462,319,1139,0.25841,0.31084
1995,3rd Quintile,male,Important,0.32060,381,1139,0.29348,0.34771
1995,3rd Quintile,male,Less important,0.30454,348,1139,0.27780,0.33128
1995,3rd Quintile,male,Unimportant,0.09024,91,1139,0.07359,0.10689
1995,3rd Quintile,female,Very important,0.21291,278,1197,0.18971,0.23611
1995,3rd Quintile,female,Important,0.31219,386,1197,0.28592,0.33845
1995,3rd Quintile,female,Less important,0.29412,373,1197,0.26830,0.31994
1995,3rd Quintile,female,Unimportant,0.18078,160,1197,0.15897,0.20259
1995,4th Quintile,male,Very important,0.26672,308,1191,0.24160,0.29185
1995,4th Quintile,male,Important,0.34706,426,1191,0.32001,0.37411
1995,4th Quintile,male,Less important,0.28648,356,1191,0.26079,0.31216
1995,4th Quintile,male,Unimportant,0.09974,101,1191,0.08271,0.11677
1995,4th Quintile,female,Very important,0.22320,259,1172,0.19935,0.24705
1995,4th Quintile,female,Important,0.35368,426,1172,0.32630,0.38106
1995,4th Quintile,female,Less important,0.28131,349,1172,0.25556,0.30706
1995,4th Quintile,female,Unimportant,0.14181,138,1172,0.12183,0.16179
1995,5th Quintile,male,Very important,0.25823,302,1153,0.23295,0.28350
1995,5th Quintile,male,Important,0.36436,427,1153,0.33657,0.39215
1995,5th Quintile,male,Less important,0.28151,333,1153,0.25554,0.30748
1995,5th Quintile,male,Unimportant,0.09590,91,1153,0.07890,0.11291
1995,5th Quintile,female,Very important,0.21391,241,1128,0.18997,0.23785
1995,5th Quintile,female,Important,0.37621,436,1128,0.34792,0.40449
1995,5th Quintile,female,Less important,0.30455,340,1128,0.27768,0.33142
1995,5th Quintile,female,Unimportant,0.10533,111,1128,0.08741,0.12325
2004,1st Quintile,male,Very important,0.17711,248,1354,0.15677,0.19745
2004,1st Quintile,male,Important,0.25666,365,1354,0.23338,0.27993
2004,1st Quintile,male,Less important,0.35309,466,1354,0.32763,0.37856
2004,1st Quintile,male,Unimportant,0.21313,275,1354,0.19131,0.23496
2004,1st Quintile,female,Very important,0.13402,260,1850,0.11850,0.14955
2004,1st Quintile,female,Important,0.24532,463,1850,0.22570,0.26493
2004,1st Quintile,female,Less important,0.33951,662,1850,0.31793,0.36110
2004,1st Quintile,female,Unimportant,0.28114,465,1850,0.26065,0.30164
2004,2nd Quintile,male,Very important,0.22964,409,1721,0.20976,0.24952
2004,2nd Quintile,male,Important,0.29070,533,1721,0.26924,0.31216
2004,2nd Quintile,male,Less important,0.31646,534,1721,0.29448,0.33844
2004,2nd Quintile,male,Unimportant,0.16320,245,1721,0.14574,0.18067
2004,2nd Quintile,female,Very important,0.19472,412,2017,0.17744,0.21201
2004,2nd Quintile,female,Important,0.28937,621,2017,0.26958,0.30917
2004,2nd Quintile,female,Less important,0.29077,599,2017,0.27095,0.31059
2004,2nd Quintile,female,Unimportant,0.22513,385,2017,0.20690,0.24336
2004,3rd Quintile,male,Very important,0.26667,529,1929,0.24693,0.28641
2004,3rd Quintile,male,Important,0.30892,617,1929,0.28829,0.32954
2004,3rd Quintile,male,Less important,0.27857,541,1929,0.25856,0.29858
2004,3rd Quintile,male,Unimportant,0.14585,242,1929,0.13009,0.16160
2004,3rd Quintile,female,Very important,0.21315,464,2051,0.19542,0.23088
2004,3rd Quintile,female,Important,0.32472,686,2051,0.30445,0.34499
2004,3rd Quintile,female,Less important,0.29452,609,2051,0.27479,0.31426
2004,3rd Quintile,female,Unimportant,0.16760,292,2051,0.15144,0.18377
2004,4th Quintile,male,Very important,0.26685,597,2138,0.24810,0.28560
2004,4th Quintile,male,Important,0.33196,751,2138,0.31199,0.35193
2004,4th Quintile,male,Less important,0.28313,572,2138,0.26403,0.30223
2004,4th Quintile,male,Unimportant,0.11806,218,2138,0.10438,0.13174
2004,4th Quintile,female,Very important,0.24663,529,2174,0.22851,0.26476
2004,4th Quintile,female,Important,0.32485,794,2174,0.30516,0.34455
2004,4th Quintile,female,Less important,0.29477,604,2174,0.27560,0.31394
2004,4th Quintile,female,Unimportant,0.13374,247,2174,0.11943,0.14806
2004,5th Quintile,male,Very important,0.27590,932,3159,0.26031,0.29149
2004,5th Quintile,male,Important,0.36371,1198,3159,0.34693,0.38048
2004,5th Quintile,male,Less important,0.25816,783,3159,0.24290,0.27343
2004,5th Quintile,male,Unimportant,0.10223,246,3159,0.09167,0.11280
2004,5th Quintile,female,Very important,0.25682,783,3014,0.24122,0.27242
2004,5th Quintile,female,Important,0.38283,1203,3014,0.36547,0.40019
2004,5th Quintile,female,Less important,0.25767,787,3014,0.24205,0.27328
2004,5th Quintile,female,Unimportant,0.10269,241,3014,0.09185,0.11352
2008,1st Quintile,male,Very important,0.11924,155,1225,0.10109,0.13740
2008,1st Quintile,male,Important,0.25530,317,1225,0.23088,0.27973
2008,1st Quintile,male,Less important,0.33558,420,1225,0.30913,0.36203
2008,1st Quintile,male,Unimportant,0.28988,333,1225,0.26446,0.31529
2008,1st Quintile,female,Very important,0.09764,182,1704,0.08355,0.11174
2008,1st Quintile,female,Important,0.20705,385,1704,0.18781,0.22630
2008,1st Quintile,female,Less important,0.37106,624,1704,0.34811,0.39400
2008,1st Quintile,female,Unimportant,0.32425,513,1704,0.30202,0.34648
2008,2nd Quintile,male,Very important,0.18651,318,1521,0.16693,0.20609
2008,2nd Quintile,male,Important,0.29843,473,1521,0.27543,0.32144
2008,2nd Quintile,male,Less important,0.31240,445,1521,0.28910,0.33570
2008,2nd Quintile,male,Unimportant,0.20266,285,1521,0.18245,0.22286
2008,2nd Quintile,female,Very important,0.15486,306,1823,0.13824,0.17147
2008,2nd Quintile,female,Important,0.27077,517,1823,0.25036,0.29117
2008,2nd Quintile,female,Less important,0.32643,582,1823,0.30490,0.34796
2008,2nd Quintile,female,Unimportant,0.24795,418,1823,0.22812,0.26778
2008,3rd Quintile,male,Very important,0.22571,436,1833,0.20656,0.24485
2008,3rd Quintile,male,Important,0.33702,633,1833,0.31537,0.35867
2008,3rd Quintile,male,Less important,0.30883,548,1833,0.28768,0.32999
2008,3rd Quintile,male,Unimportant,0.12844,216,1833,0.11312,0.14376
2008,3rd Quintile,female,Very important,0.16494,358,1959,0.14850,0.18138
2008,3rd Quintile,female,Important,0.33507,669,1959,0.31417,0.35598
2008,3rd Quintile,female,Less important,0.30887,604,1959,0.28841,0.32934
2008,3rd Quintile,female,Unimportant,0.19111,328,1959,0.17369,0.20852
2008,4th Quintile,male,Very important,0.24738,485,1924,0.22809,0.26667
2008,4th Quintile,male,Important,0.32373,683,1924,0.30282,0.34464
2008,4th Quintile,male,Less important,0.30871,563,1924,0.28806,0.32936
2008,4th Quintile,male,Unimportant,0.12018,193,1924,0.10564,0.13471
2008,4th Quintile,female,Very important,0.18098,377,1930,0.16380,0.19816
2008,4th Quintile,female,Important,0.37336,751,1930,0.35178,0.39495
2008,4th Quintile,female,Less important,0.30346,564,1930,0.28295,0.32398
2008,4th Quintile,female,Unimportant,0.14219,238,1930,0.12661,0.15778
2008,5th Quintile,male,Very important,0.24267,705,2648,0.22634,0.25900
2008,5th Quintile,male,Important,0.39212,1076,2648,0.37352,0.41072
2008,5th Quintile,male,Less important,0.27909,664,2648,0.26200,0.29618
2008,5th Quintile,male,Unimportant,0.08612,203,2648,0.07544,0.09681
2008,5th Quintile,female,Very important,0.21372,599,2602,0.19796,0.22947
2008,5th Quintile,female,Important,0.39972,1072,2602,0.38089,0.41854
2008,5th Quintile,female,Less important,0.28826,730,2602,0.27085,0.30567
2008,5th Quintile,female,Unimportant,0.09831,201,2602,0.08686,0.10975
2012,1st Quintile,male,Very important,0.15944,379,2064,0.14364,0.17524
2012,1st Quintile,male,Important,0.22470,545,2064,0.20669,0.24271
2012,1st Quintile,male,Less important,0.34945,712,2064,0.32888,0.37003
2012,1st Quintile,male,Unimportant,0.26640,428,2064,0.24733,0.28548
2012,1st Quintile,female,Very important,0.11345,391,3212,0.10248,0.12442
2012,1st Quintile,female,Important,0.21399,741,3212,0.19980,0.22817
2012,1st Quintile,female,Less important,0.34144,1188,3212,0.32504,0.35784
2012,1st Quintile,female,Unimportant,0.33113,892,3212,0.31485,0.34740
2012,2nd Quintile,male,Very important,0.20158,516,2131,0.18454,0.21862
2012,2nd Quintile,male,Important,0.29834,696,2131,0.27891,0.31777
2012,2nd Quintile,male,Less important,0.28460,597,2131,0.26543,0.30376
2012,2nd Quintile,male,Unimportant,0.21548,322,2131,0.19802,0.23294
2012,2nd Quintile,female,Very important,0.15734,471,2778,0.14380,0.17088
2012,2nd Quintile,female,Important,0.28707,842,2778,0.27025,0.30390
2012,2nd Quintile,female,Less important,0.30215,886,2778,0.28507,0.31923
2012,2nd Quintile,female,Unimportant,0.25344,579,2778,0.23726,0.26961
2012,3rd Quintile,male,Very important,0.23243,598,2252,0.21498,0.24988
2012,3rd Quintile,male,Important,0.34894,797,2252,0.32925,0.36863
2012,3rd Quintile,male,Less important,0.26565,570,2252,0.24740,0.28389
2012,3rd Quintile,male,Unimportant,0.15298,287,2252,0.13811,0.16785
2012,3rd Quintile,female,Very important,0.17537,486,2556,0.16062,0.19011
2012,3rd Quintile,female,Important,0.33771,903,2556,0.31937,0.35605
2012,3rd Quintile,female,Less important,0.31264,798,2556,0.29466,0.33061
2012,3rd Quintile,female,Unimportant,0.17428,369,2556,0.15957,0.18899
2012,4th Quintile,male,Very important,0.23245,570,2307,0.21521,0.24969
