year,regtyp,sex,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,male,Very important,0.22403,619,2587,0.20796,0.24010
1990,Urban regions,male,Important,0.31541,841,2587,0.29750,0.33332
1990,Urban regions,male,Less important,0.31812,803,2587,0.30017,0.33607
1990,Urban regions,male,Unimportant,0.14244,324,2587,0.12897,0.15591
1990,Urban regions,female,Very important,0.16144,509,2829,0.14788,0.17500
1990,Urban regions,female,Important,0.29054,878,2829,0.27381,0.30727
1990,Urban regions,female,Less important,0.32445,920,2829,0.30719,0.34170
1990,Urban regions,female,Unimportant,0.22357,522,2829,0.20821,0.23893
1990,Rural regions,male,Very important,0.27990,239,815,0.24906,0.31074
1990,Rural regions,male,Important,0.32872,276,815,0.29645,0.36099
1990,Rural regions,male,Less important,0.28643,231,815,0.25538,0.31749
1990,Rural regions,male,Unimportant,0.10495,69,815,0.08389,0.12600
1990,Rural regions,female,Very important,0.21301,193,856,0.18557,0.24046
1990,Rural regions,female,Important,0.32748,299,856,0.29602,0.35893
1990,Rural regions,female,Less important,0.27578,242,856,0.24583,0.30574
1990,Rural regions,female,Unimportant,0.18373,122,856,0.15777,0.20969
1992,Urban regions,male,Very important,0.22058,686,3104,0.20599,0.23516
1992,Urban regions,male,Important,0.30005,927,3104,0.28392,0.31617
1992,Urban regions,male,Less important,0.31669,1019,3104,0.30033,0.33306
1992,Urban regions,male,Unimportant,0.16268,472,3104,0.14970,0.17567
1992,Urban regions,female,Very important,0.17801,647,3469,0.16528,0.19074
1992,Urban regions,female,Important,0.27959,973,3469,0.26465,0.29453
1992,Urban regions,female,Less important,0.31235,1145,3469,0.29692,0.32777
1992,Urban regions,female,Unimportant,0.23005,704,3469,0.21605,0.24406
1992,Rural regions,male,Very important,0.29103,616,2030,0.27126,0.31079
1992,Rural regions,male,Important,0.31864,619,2030,0.29836,0.33891
1992,Rural regions,male,Less important,0.27040,578,2030,0.25108,0.28973
1992,Rural regions,male,Unimportant,0.11993,217,2030,0.10579,0.13407
1992,Rural regions,female,Very important,0.22643,526,2174,0.20883,0.24403
1992,Rural regions,female,Important,0.31207,685,2174,0.29259,0.33155
1992,Rural regions,female,Less important,0.26967,619,2174,0.25101,0.28833
1992,Rural regions,female,Unimportant,0.19183,344,2174,0.17527,0.20838
1995,Urban regions,male,Very important,0.23580,773,3240,0.22118,0.25042
1995,Urban regions,male,Important,0.31583,1037,3240,0.29982,0.33183
1995,Urban regions,male,Less important,0.31240,1048,3240,0.29644,0.32836
1995,Urban regions,male,Unimportant,0.13598,382,3240,0.12417,0.14778
1995,Urban regions,female,Very important,0.18616,697,3640,0.17351,0.19881
1995,Urban regions,female,Important,0.29505,1117,3640,0.28023,0.30987
1995,Urban regions,female,Less important,0.32557,1223,3640,0.31034,0.34079
1995,Urban regions,female,Unimportant,0.19322,603,3640,0.18040,0.20605
1995,Rural regions,male,Very important,0.30245,628,2061,0.28262,0.32229
1995,Rural regions,male,Important,0.33802,717,2061,0.31759,0.35845
1995,Rural regions,male,Less important,0.28260,569,2061,0.26315,0.30204
1995,Rural regions,male,Unimportant,0.07693,147,2061,0.06542,0.08844
1995,Rural regions,female,Very important,0.24933,569,2189,0.23120,0.26746
1995,Rural regions,female,Important,0.34130,755,2189,0.32144,0.36117
1995,Rural regions,female,Less important,0.24236,586,2189,0.22441,0.26032
1995,Rural regions,female,Unimportant,0.16700,279,2189,0.15138,0.18263
2004,Urban regions,male,Very important,0.22965,1679,6833,0.21967,0.23962
2004,Urban regions,male,Important,0.30850,2280,6833,0.29755,0.31946
2004,Urban regions,male,Less important,0.30325,1986,6833,0.29235,0.31415
2004,Urban regions,male,Unimportant,0.15860,888,6833,0.14993,0.16726
2004,Urban regions,female,Very important,0.19455,1552,7413,0.18553,0.20356
2004,Urban regions,female,Important,0.29854,2415,7413,0.28812,0.30896
2004,Urban regions,female,Less important,0.30882,2266,7413,0.29831,0.31934
2004,Urban regions,female,Unimportant,0.19809,1180,7413,0.18902,0.20717
2004,Rural regions,male,Very important,0.28571,1036,3470,0.27068,0.30074
2004,Rural regions,male,Important,0.32856,1184,3470,0.31293,0.34420
2004,Rural regions,male,Less important,0.27354,911,3470,0.25871,0.28838
2004,Rural regions,male,Unimportant,0.11218,339,3470,0.10168,0.12269
2004,Rural regions,female,Very important,0.23865,897,3694,0.22491,0.25240
2004,Rural regions,female,Important,0.34369,1352,3694,0.32837,0.35900
2004,Rural regions,female,Less important,0.26719,995,3694,0.25292,0.28146
2004,Rural regions,female,Unimportant,0.15047,450,3694,0.13894,0.16200
2008,Urban regions,male,Very important,0.19815,1284,5986,0.18805,0.20825
2008,Urban regions,male,Important,0.30956,2017,5986,0.29785,0.32128
2008,Urban regions,male,Less important,0.32216,1809,5986,0.31033,0.33400
2008,Urban regions,male,Unimportant,0.17012,876,5986,0.16060,0.17964
2008,Urban regions,female,Very important,0.14514,1117,6630,0.13666,0.15362
2008,Urban regions,female,Important,0.29798,2150,6630,0.28697,0.30899
2008,Urban regions,female,Less important,0.33604,2140,6630,0.32467,0.34741
2008,Urban regions,female,Unimportant,0.22085,1223,6630,0.21086,0.23083
2008,Rural regions,male,Very important,0.23458,815,3165,0.21982,0.24935
2008,Rural regions,male,Important,0.36367,1165,3165,0.34690,0.38043
2008,Rural regions,male,Less important,0.27396,831,3165,0.25842,0.28950
2008,Rural regions,male,Unimportant,0.12779,354,3165,0.11616,0.13943
2008,Rural regions,female,Very important,0.19652,705,3390,0.18314,0.20990
2008,Rural regions,female,Important,0.35202,1244,3390,0.33594,0.36810
2008,Rural regions,female,Less important,0.28635,965,3390,0.27113,0.30157
2008,Rural regions,female,Unimportant,0.16511,476,3390,0.15261,0.17761
2012,Urban regions,male,Very important,0.20273,1738,7863,0.19384,0.21162
2012,Urban regions,male,Important,0.33148,2742,7863,0.32108,0.34189
2012,Urban regions,male,Less important,0.29962,2274,7863,0.28949,0.30975
2012,Urban regions,male,Unimportant,0.16617,1109,7863,0.15794,0.17440
2012,Urban regions,female,Very important,0.14480,1462,9550,0.13774,0.15186
2012,Urban regions,female,Important,0.31006,3099,9550,0.30078,0.31933
2012,Urban regions,female,Less important,0.32251,3188,9550,0.31313,0.33188
2012,Urban regions,female,Unimportant,0.22264,1801,9550,0.21429,0.23098
2012,Rural regions,male,Very important,0.24115,1268,4624,0.22881,0.25348
2012,Rural regions,male,Important,0.37054,1749,4624,0.35662,0.38446
2012,Rural regions,male,Less important,0.24548,1093,4624,0.23307,0.25788
2012,Rural regions,male,Unimportant,0.14284,514,4624,0.13275,0.15292
2012,Rural regions,female,Very important,0.19391,1086,5421,0.18339,0.20444
2012,Rural regions,female,Important,0.35136,1971,5421,0.33865,0.36407
2012,Rural regions,female,Less important,0.28322,1546,5421,0.27122,0.29521
2012,Rural regions,female,Unimportant,0.17151,818,5421,0.16148,0.18155
2016,Urban regions,male,Very important,0.20180,1583,7146,0.19249,0.21111
2016,Urban regions,male,Important,0.34007,2539,7146,0.32909,0.35106
2016,Urban regions,male,Less important,0.30076,2023,7146,0.29013,0.31140
2016,Urban regions,male,Unimportant,0.15737,1001,7146,0.14892,0.16581
2016,Urban regions,female,Very important,0.16439,1475,8528,0.15652,0.17225
2016,Urban regions,female,Important,0.31685,2764,8528,0.30697,0.32672
2016,Urban regions,female,Less important,0.30917,2689,8528,0.29936,0.31898
2016,Urban regions,female,Unimportant,0.20960,1600,8528,0.20096,0.21824
2016,Rural regions,male,Very important,0.25025,1114,3918,0.23668,0.26381
2016,Rural regions,male,Important,0.35552,1488,3918,0.34052,0.37051
2016,Rural regions,male,Less important,0.25363,890,3918,0.24000,0.26726
2016,Rural regions,male,Unimportant,0.14061,426,3918,0.12972,0.15149
2016,Rural regions,female,Very important,0.19506,922,4542,0.18353,0.20658
2016,Rural regions,female,Important,0.36952,1732,4542,0.35548,0.38356
2016,Rural regions,female,Less important,0.26823,1215,4542,0.25534,0.28112
2016,Rural regions,female,Unimportant,0.16719,673,4542,0.15634,0.17804
2021,Urban regions,male,Very important,0.21052,1203,5320,0.19957,0.22148
2021,Urban regions,male,Important,0.32669,1787,5320,0.31408,0.33929
2021,Urban regions,male,Less important,0.32138,1596,5320,0.30883,0.33393
2021,Urban regions,male,Unimportant,0.14142,734,5320,0.13205,0.15078
2021,Urban regions,female,Very important,0.15785,1023,6016,0.14864,0.16706
2021,Urban regions,female,Important,0.32369,1986,6016,0.31186,0.33551
2021,Urban regions,female,Less important,0.32034,1950,6016,0.30855,0.33213
2021,Urban regions,female,Unimportant,0.19813,1057,6016,0.18805,0.20820
2021,Rural regions,male,Very important,0.24838,752,2725,0.23216,0.26461
2021,Rural regions,male,Important,0.36065,1000,2725,0.34262,0.37868
2021,Rural regions,male,Less important,0.27381,686,2725,0.25707,0.29056
2021,Rural regions,male,Unimportant,0.11715,287,2725,0.10508,0.12923
2021,Rural regions,female,Very important,0.20628,633,3030,0.19187,0.22070
2021,Rural regions,female,Important,0.37415,1147,3030,0.35692,0.39138
2021,Rural regions,female,Less important,0.25360,799,3030,0.23811,0.26909
2021,Rural regions,female,Unimportant,0.16597,451,3030,0.15272,0.17921
