year,age_gr,bula_h,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Schleswig-Holstein,Less important,0.44999,31,31,0.27196,0.62802
1990,17-29 y.,Lower Saxony,Very important,0.15327,36,225,0.10609,0.20045
1990,17-29 y.,Lower Saxony,Important,0.24569,56,225,0.18932,0.30207
1990,17-29 y.,Lower Saxony,Less important,0.45635,101,225,0.39112,0.52158
1990,17-29 y.,Lower Saxony,Unimportant,0.14469,32,225,0.09862,0.19076
1990,17-29 y.,North Rhine-Westphalia,Very important,0.12892,68,494,0.09933,0.15850
1990,17-29 y.,North Rhine-Westphalia,Important,0.25897,142,494,0.22030,0.29764
1990,17-29 y.,North Rhine-Westphalia,Less important,0.46049,224,494,0.41649,0.50449
1990,17-29 y.,North Rhine-Westphalia,Unimportant,0.15162,60,494,0.11996,0.18328
1990,17-29 y.,Hesse,Important,0.31678,54,135,0.23801,0.39555
1990,17-29 y.,Hesse,Less important,0.47539,81,135,0.39083,0.55995
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Important,0.41878,61,105,0.32396,0.51360
1990,17-29 y.,"Rhineland-Palatinate, Saarland",Less important,0.35772,44,105,0.26559,0.44984
1990,17-29 y.,Baden-Wuerttemberg,Very important,0.18539,65,290,0.14058,0.23019
1990,17-29 y.,Baden-Wuerttemberg,Important,0.28580,92,290,0.23371,0.33789
1990,17-29 y.,Baden-Wuerttemberg,Less important,0.43958,133,290,0.38236,0.49680
1990,17-29 y.,Bavaria,Very important,0.19223,70,356,0.15124,0.23323
1990,17-29 y.,Bavaria,Important,0.28986,106,356,0.24266,0.33705
1990,17-29 y.,Bavaria,Less important,0.38985,140,356,0.33911,0.44059
1990,17-29 y.,Bavaria,Unimportant,0.12806,40,356,0.09330,0.16282
1990,30-45 y.,Lower Saxony,Very important,0.13469,32,186,0.08550,0.18389
1990,30-45 y.,Lower Saxony,Important,0.39205,84,186,0.32170,0.46240
1990,30-45 y.,Lower Saxony,Less important,0.32683,70,186,0.25924,0.39442
1990,30-45 y.,North Rhine-Westphalia,Very important,0.16272,109,643,0.13416,0.19127
1990,30-45 y.,North Rhine-Westphalia,Important,0.33569,218,643,0.29916,0.37222
1990,30-45 y.,North Rhine-Westphalia,Less important,0.38548,246,643,0.34783,0.42313
1990,30-45 y.,North Rhine-Westphalia,Unimportant,0.11611,70,643,0.09133,0.14090
1990,30-45 y.,Hesse,Very important,0.16898,32,168,0.11215,0.22582
1990,30-45 y.,Hesse,Important,0.37770,66,168,0.30417,0.45123
1990,30-45 y.,Hesse,Less important,0.38115,70,168,0.30749,0.45481
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Very important,0.21619,34,102,0.13591,0.29647
1990,30-45 y.,"Rhineland-Palatinate, Saarland",Important,0.50583,68,102,0.40832,0.60334
1990,30-45 y.,Baden-Wuerttemberg,Very important,0.24262,85,303,0.19427,0.29097
1990,30-45 y.,Baden-Wuerttemberg,Important,0.34751,123,303,0.29381,0.40122
1990,30-45 y.,Baden-Wuerttemberg,Less important,0.30771,95,303,0.25565,0.35976
1990,30-45 y.,Bavaria,Very important,0.22186,86,357,0.17870,0.26503
1990,30-45 y.,Bavaria,Important,0.30408,115,357,0.25630,0.35187
1990,30-45 y.,Bavaria,Less important,0.35770,120,357,0.30791,0.40749
1990,30-45 y.,Bavaria,Unimportant,0.11635,36,357,0.08304,0.14966
1990,30-45 y.,Berlin,Less important,0.60556,38,38,0.44808,0.76304
1990,46-65 y.,Lower Saxony,Very important,0.27808,83,286,0.22606,0.33010
1990,46-65 y.,Lower Saxony,Important,0.36129,111,286,0.30551,0.41706
1990,46-65 y.,Lower Saxony,Less important,0.19712,54,286,0.15093,0.24330
1990,46-65 y.,Lower Saxony,Unimportant,0.16352,38,286,0.12058,0.20645
1990,46-65 y.,North Rhine-Westphalia,Very important,0.21791,126,544,0.18319,0.25263
1990,46-65 y.,North Rhine-Westphalia,Important,0.32641,196,544,0.28697,0.36585
1990,46-65 y.,North Rhine-Westphalia,Less important,0.29276,143,544,0.25449,0.33104
1990,46-65 y.,North Rhine-Westphalia,Unimportant,0.16291,79,544,0.13185,0.19398
1990,46-65 y.,Hesse,Very important,0.26338,59,209,0.20352,0.32324
1990,46-65 y.,Hesse,Important,0.35509,74,209,0.29006,0.42013
1990,46-65 y.,Hesse,Less important,0.22242,43,209,0.16591,0.27894
1990,46-65 y.,Hesse,Unimportant,0.15910,33,209,0.10939,0.20881
1990,46-65 y.,"Rhineland-Palatinate, Saarland",Very important,0.30290,65,152,0.22960,0.37619
