year,bula_h,sampreg,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,West,Very important,0.17880,53,252,0.13139,0.22620
1990,Schleswig-Holstein,West,Important,0.31121,74,252,0.25393,0.36848
1990,Schleswig-Holstein,West,Less important,0.34603,88,252,0.28717,0.40488
1990,Schleswig-Holstein,West,Unimportant,0.16397,37,252,0.11817,0.20978
1990,Hamburg,West,Less important,0.45942,58,92,0.35702,0.56181
1990,Hamburg,West,Unimportant,0.29588,34,92,0.20210,0.38966
1990,Lower Saxony,West,Very important,0.23605,200,838,0.20728,0.26482
1990,Lower Saxony,West,Important,0.30489,271,838,0.27370,0.33608
1990,Lower Saxony,West,Less important,0.27830,241,838,0.24793,0.30866
1990,Lower Saxony,West,Unimportant,0.18076,126,838,0.15469,0.20684
1990,Bremen,West,Unimportant,0.45131,32,32,0.27613,0.62648
1990,North Rhine-Westphalia,West,Very important,0.16621,342,1910,0.14951,0.18291
1990,North Rhine-Westphalia,West,Important,0.30257,613,1910,0.28197,0.32318
1990,North Rhine-Westphalia,West,Less important,0.35268,666,1910,0.33125,0.37411
1990,North Rhine-Westphalia,West,Unimportant,0.17853,289,1910,0.16135,0.19571
1990,Hesse,West,Very important,0.19901,140,667,0.16869,0.22934
1990,Hesse,West,Important,0.33670,224,667,0.30081,0.37259
1990,Hesse,West,Less important,0.30364,213,667,0.26871,0.33856
1990,Hesse,West,Unimportant,0.16065,90,667,0.13277,0.18854
1990,"Rhineland-Palatinate, Saarland",West,Very important,0.22718,142,559,0.19241,0.26194
1990,"Rhineland-Palatinate, Saarland",West,Important,0.41697,242,559,0.37606,0.45788
1990,"Rhineland-Palatinate, Saarland",West,Less important,0.20301,106,559,0.16964,0.23639
1990,"Rhineland-Palatinate, Saarland",West,Unimportant,0.15284,69,559,0.12298,0.18270
1990,Baden-Wuerttemberg,West,Very important,0.27339,330,1148,0.24760,0.29918
1990,Baden-Wuerttemberg,West,Important,0.31682,382,1148,0.28990,0.34375
1990,Baden-Wuerttemberg,West,Less important,0.29013,323,1148,0.26387,0.31640
