"plh0108","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Hamburg","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Niedersachsen","3","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Bremen","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","9","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Hessen","2","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Baden-Württemberg","6","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Bayern","6","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Berlin","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","(noch) kein Abschluss","Thüringen","","","",""
"Sehr wichtig","1990","Hauptschule","Schleswig-Holstein","37","0.202399447117058","0.137668104136741","0.267130790097376"
"Sehr wichtig","1990","Hauptschule","Hamburg","4","","",""
"Sehr wichtig","1990","Hauptschule","Niedersachsen","130","0.26471895878055","0.224959842057758","0.304478075503341"
"Sehr wichtig","1990","Hauptschule","Bremen","16","","",""
"Sehr wichtig","1990","Hauptschule","Nordrhein-Westfalen","209","0.18613877474725","0.162426592702628","0.209850956791872"
"Sehr wichtig","1990","Hauptschule","Hessen","91","0.233016753662042","0.189040277438557","0.276993229885528"
"Sehr wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","106","0.241891131987998","0.199445258607238","0.284337005368757"
"Sehr wichtig","1990","Hauptschule","Baden-Württemberg","232","0.322041147462946","0.28735236533615","0.356729929589742"
"Sehr wichtig","1990","Hauptschule","Bayern","204","0.247300311428456","0.216422916031671","0.278177706825241"
"Sehr wichtig","1990","Hauptschule","Saarland","","","",""
"Sehr wichtig","1990","Hauptschule","Berlin","5","","",""
"Sehr wichtig","1990","Hauptschule","Brandenburg","","","",""
"Sehr wichtig","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","Hauptschule","Sachsen","","","",""
"Sehr wichtig","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","Hauptschule","Thüringen","","","",""
"Sehr wichtig","1990","Realschule","Schleswig-Holstein","9","","",""
"Sehr wichtig","1990","Realschule","Hamburg","1","","",""
"Sehr wichtig","1990","Realschule","Niedersachsen","40","0.205567203935594","0.149560683741128","0.26157372413006"
"Sehr wichtig","1990","Realschule","Bremen","3","","",""
"Sehr wichtig","1990","Realschule","Nordrhein-Westfalen","60","0.142764695918077","0.108651858447853","0.176877533388301"
"Sehr wichtig","1990","Realschule","Hessen","22","","",""
"Sehr wichtig","1990","Realschule","Rheinland-Pfalz,Saarland","12","","",""
"Sehr wichtig","1990","Realschule","Baden-Württemberg","49","0.184311778576821","0.13525702360825","0.233366533545393"
"Sehr wichtig","1990","Realschule","Bayern","60","0.221173638247909","0.171203315252027","0.27114396124379"
"Sehr wichtig","1990","Realschule","Saarland","","","",""
"Sehr wichtig","1990","Realschule","Berlin","3","","",""
"Sehr wichtig","1990","Realschule","Brandenburg","","","",""
"Sehr wichtig","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","Realschule","Sachsen","","","",""
"Sehr wichtig","1990","Realschule","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","Realschule","Thüringen","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Schleswig-Holstein","2","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Hamburg","2","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Niedersachsen","8","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Bremen","1","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Nordrhein-Westfalen","20","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Hessen","8","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","6","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Baden-Württemberg","17","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Bayern","14","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Saarland","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Berlin","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Brandenburg","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Sachsen","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","(Fach-)Abitur","Thüringen","","","",""
"Sehr wichtig","1990","AkademikerIn","Schleswig-Holstein","4","","",""
"Sehr wichtig","1990","AkademikerIn","Hamburg","1","","",""
"Sehr wichtig","1990","AkademikerIn","Niedersachsen","17","","",""
"Sehr wichtig","1990","AkademikerIn","Bremen","2","","",""
"Sehr wichtig","1990","AkademikerIn","Nordrhein-Westfalen","38","0.177383690040237","0.12321018843314","0.231557191647335"
"Sehr wichtig","1990","AkademikerIn","Hessen","16","","",""
"Sehr wichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","13","","",""
"Sehr wichtig","1990","AkademikerIn","Baden-Württemberg","24","","",""
"Sehr wichtig","1990","AkademikerIn","Bayern","27","","",""
"Sehr wichtig","1990","AkademikerIn","Saarland","","","",""
"Sehr wichtig","1990","AkademikerIn","Berlin","2","","",""
"Sehr wichtig","1990","AkademikerIn","Brandenburg","","","",""
"Sehr wichtig","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Sehr wichtig","1990","AkademikerIn","Sachsen","","","",""
"Sehr wichtig","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"Sehr wichtig","1990","AkademikerIn","Thüringen","","","",""
"Wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","3","","",""
"Wichtig","1990","(noch) kein Abschluss","Hamburg","","","",""
"Wichtig","1990","(noch) kein Abschluss","Niedersachsen","4","","",""
"Wichtig","1990","(noch) kein Abschluss","Bremen","1","","",""
"Wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","17","","",""
"Wichtig","1990","(noch) kein Abschluss","Hessen","5","","",""
"Wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Wichtig","1990","(noch) kein Abschluss","Baden-Württemberg","3","","",""
"Wichtig","1990","(noch) kein Abschluss","Bayern","6","","",""
"Wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"Wichtig","1990","(noch) kein Abschluss","Berlin","1","","",""
"Wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"Wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Wichtig","1990","(noch) kein Abschluss","Thüringen","","","",""
"Wichtig","1990","Hauptschule","Schleswig-Holstein","42","0.297925537651483","0.22424332022696","0.371607755076007"
"Wichtig","1990","Hauptschule","Hamburg","15","","",""
"Wichtig","1990","Hauptschule","Niedersachsen","154","0.305504953977218","0.263994142313599","0.347015765640838"
"Wichtig","1990","Hauptschule","Bremen","8","","",""
"Wichtig","1990","Hauptschule","Nordrhein-Westfalen","317","0.291763665450382","0.264069861010498","0.319457469890266"
"Wichtig","1990","Hauptschule","Hessen","121","0.34940924248495","0.299812282961488","0.399006202008411"
"Wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","173","0.427205600078897","0.37817383105317","0.476237369104625"
"Wichtig","1990","Hauptschule","Baden-Württemberg","232","0.307878197417135","0.273608329178309","0.342148065655962"
"Wichtig","1990","Hauptschule","Bayern","251","0.32380144005529","0.290313073242866","0.357289806867714"
"Wichtig","1990","Hauptschule","Saarland","","","",""
"Wichtig","1990","Hauptschule","Berlin","12","","",""
"Wichtig","1990","Hauptschule","Brandenburg","","","",""
"Wichtig","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","Hauptschule","Sachsen","","","",""
"Wichtig","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Wichtig","1990","Hauptschule","Thüringen","","","",""
"Wichtig","1990","Realschule","Schleswig-Holstein","20","","",""
"Wichtig","1990","Realschule","Hamburg","4","","",""
"Wichtig","1990","Realschule","Niedersachsen","63","0.298584890910354","0.235160754086231","0.362009027734477"
"Wichtig","1990","Realschule","Bremen","6","","",""
"Wichtig","1990","Realschule","Nordrhein-Westfalen","133","0.302778775100135","0.257975947710258","0.347581602490012"
"Wichtig","1990","Realschule","Hessen","52","0.348275703749229","0.273273195559801","0.423278211938657"
"Wichtig","1990","Realschule","Rheinland-Pfalz,Saarland","29","","",""
"Wichtig","1990","Realschule","Baden-Württemberg","88","0.366928618690474","0.305952524293542","0.427904713087406"
"Wichtig","1990","Realschule","Bayern","85","0.298677461974147","0.243573188843336","0.353781735104957"
"Wichtig","1990","Realschule","Saarland","","","",""
"Wichtig","1990","Realschule","Berlin","9","","",""
"Wichtig","1990","Realschule","Brandenburg","","","",""
"Wichtig","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","Realschule","Sachsen","","","",""
"Wichtig","1990","Realschule","Sachsen-Anhalt","","","",""
"Wichtig","1990","Realschule","Thüringen","","","",""
"Wichtig","1990","(Fach-)Abitur","Schleswig-Holstein","4","","",""
"Wichtig","1990","(Fach-)Abitur","Hamburg","2","","",""
"Wichtig","1990","(Fach-)Abitur","Niedersachsen","20","","",""
"Wichtig","1990","(Fach-)Abitur","Bremen","","","",""
"Wichtig","1990","(Fach-)Abitur","Nordrhein-Westfalen","57","0.274604947134118","0.210464336218727","0.338745558049508"
"Wichtig","1990","(Fach-)Abitur","Hessen","18","","",""
"Wichtig","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","11","","",""
"Wichtig","1990","(Fach-)Abitur","Baden-Württemberg","19","","",""
"Wichtig","1990","(Fach-)Abitur","Bayern","27","","",""
"Wichtig","1990","(Fach-)Abitur","Saarland","","","",""
"Wichtig","1990","(Fach-)Abitur","Berlin","3","","",""
"Wichtig","1990","(Fach-)Abitur","Brandenburg","","","",""
"Wichtig","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","(Fach-)Abitur","Sachsen","","","",""
"Wichtig","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Wichtig","1990","(Fach-)Abitur","Thüringen","","","",""
"Wichtig","1990","AkademikerIn","Schleswig-Holstein","4","","",""
"Wichtig","1990","AkademikerIn","Hamburg","6","","",""
"Wichtig","1990","AkademikerIn","Niedersachsen","30","0.359891059893377","0.251266023503889","0.468516096282865"
"Wichtig","1990","AkademikerIn","Bremen","1","","",""
"Wichtig","1990","AkademikerIn","Nordrhein-Westfalen","79","0.415012326399865","0.345135163634542","0.484889489165189"
"Wichtig","1990","AkademikerIn","Hessen","25","","",""
"Wichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","23","","",""
"Wichtig","1990","AkademikerIn","Baden-Württemberg","34","0.390599508522361","0.28980332638628","0.491395690658442"
"Wichtig","1990","AkademikerIn","Bayern","40","0.304577914331714","0.22188885448924","0.387266974174187"
"Wichtig","1990","AkademikerIn","Saarland","","","",""
"Wichtig","1990","AkademikerIn","Berlin","1","","",""
"Wichtig","1990","AkademikerIn","Brandenburg","","","",""
"Wichtig","1990","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Wichtig","1990","AkademikerIn","Sachsen","","","",""
"Wichtig","1990","AkademikerIn","Sachsen-Anhalt","","","",""
"Wichtig","1990","AkademikerIn","Thüringen","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Schleswig-Holstein","5","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Hamburg","2","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Niedersachsen","10","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Bremen","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Nordrhein-Westfalen","27","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Hessen","6","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","2","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Baden-Württemberg","11","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Bayern","13","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Saarland","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Berlin","3","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Brandenburg","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Sachsen","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Weniger wichtig","1990","(noch) kein Abschluss","Thüringen","","","",""
"Weniger wichtig","1990","Hauptschule","Schleswig-Holstein","47","0.334675116657032","0.258651972299598","0.410698261014466"
"Weniger wichtig","1990","Hauptschule","Hamburg","28","","",""
"Weniger wichtig","1990","Hauptschule","Niedersachsen","107","0.224481147619153","0.186879780319736","0.26208251491857"
"Weniger wichtig","1990","Hauptschule","Bremen","4","","",""
"Weniger wichtig","1990","Hauptschule","Nordrhein-Westfalen","330","0.325770832980325","0.297218750907604","0.354322915053045"
"Weniger wichtig","1990","Hauptschule","Hessen","91","0.249203772084194","0.204207942696831","0.294199601471556"
"Weniger wichtig","1990","Hauptschule","Rheinland-Pfalz,Saarland","64","0.176705592629895","0.138899443562365","0.214511741697424"
"Weniger wichtig","1990","Hauptschule","Baden-Württemberg","170","0.258432185933659","0.225932404631784","0.290931967235534"
"Weniger wichtig","1990","Hauptschule","Bayern","199","0.266496722657291","0.23485468632333","0.298138758991252"
"Weniger wichtig","1990","Hauptschule","Saarland","","","",""
"Weniger wichtig","1990","Hauptschule","Berlin","52","0.464333363946387","0.370274775471616","0.558391952421158"
"Weniger wichtig","1990","Hauptschule","Brandenburg","","","",""
"Weniger wichtig","1990","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Weniger wichtig","1990","Hauptschule","Sachsen","","","",""
"Weniger wichtig","1990","Hauptschule","Sachsen-Anhalt","","","",""
"Weniger wichtig","1990","Hauptschule","Thüringen","","","",""
"Weniger wichtig","1990","Realschule","Schleswig-Holstein","25","","",""
"Weniger wichtig","1990","Realschule","Hamburg","17","","",""
"Weniger wichtig","1990","Realschule","Niedersachsen","71","0.336604735378707","0.271114072320609","0.402095398436805"
"Weniger wichtig","1990","Realschule","Bremen","7","","",""
"Weniger wichtig","1990","Realschule","Nordrhein-Westfalen","152","0.369003780996169","0.321950902702078","0.41605665929026"
"Weniger wichtig","1990","Realschule","Hessen","64","0.38427568628872","0.307698951001395","0.460852421576045"
"Weniger wichtig","1990","Realschule","Rheinland-Pfalz,Saarland","24","","",""
"Weniger wichtig","1990","Realschule","Baden-Württemberg","81","0.327567250495693","0.268190402943029","0.386944098048357"
"Weniger wichtig","1990","Realschule","Bayern","86","0.333448435030581","0.276686607206221","0.390210262854941"
"Weniger wichtig","1990","Realschule","Saarland","","","",""
"Weniger wichtig","1990","Realschule","Berlin","27","","",""
"Weniger wichtig","1990","Realschule","Brandenburg","","","",""
"Weniger wichtig","1990","Realschule","Mecklenburg-Vorpommern","","","",""
"Weniger wichtig","1990","Realschule","Sachsen","","","",""
"Weniger wichtig","1990","Realschule","Sachsen-Anhalt","","","",""
"Weniger wichtig","1990","Realschule","Thüringen","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Schleswig-Holstein","6","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Hamburg","4","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Niedersachsen","26","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Bremen","5","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Nordrhein-Westfalen","82","0.45168559884196","0.38016608276508","0.52320511491884"
"Weniger wichtig","1990","(Fach-)Abitur","Hessen","26","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Rheinland-Pfalz,Saarland","11","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Baden-Württemberg","35","0.445129445893904","0.338212130324544","0.552046761463265"
"Weniger wichtig","1990","(Fach-)Abitur","Bayern","34","0.356522921001094","0.257568066360293","0.455477775641894"
"Weniger wichtig","1990","(Fach-)Abitur","Saarland","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Berlin","9","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Brandenburg","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Sachsen","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Weniger wichtig","1990","(Fach-)Abitur","Thüringen","","","",""
"Weniger wichtig","1990","AkademikerIn","Schleswig-Holstein","4","","",""
"Weniger wichtig","1990","AkademikerIn","Hamburg","5","","",""
"Weniger wichtig","1990","AkademikerIn","Niedersachsen","23","","",""
"Weniger wichtig","1990","AkademikerIn","Bremen","1","","",""
"Weniger wichtig","1990","AkademikerIn","Nordrhein-Westfalen","58","0.309170536444012","0.24362911092227","0.374711961965755"
"Weniger wichtig","1990","AkademikerIn","Hessen","24","","",""
"Weniger wichtig","1990","AkademikerIn","Rheinland-Pfalz,Saarland","3","","",""
"Weniger wichtig","1990","AkademikerIn","Baden-Württemberg","21","","",""
"Weniger wichtig","1990","AkademikerIn","Bayern","30","0.234112377607147","0.15803258438196","0.310192170832335"
"Weniger wichtig","1990","AkademikerIn","Saarland","","","",""
"Weniger wichtig","1990","AkademikerIn","Berlin","20","","",""
