year,age_gr,migback,plh0108,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,Very important,0.14457,277,1751,0.12810,0.16105
1990,17-29 y.,No migration background,Important,0.28746,522,1751,0.26626,0.30867
1990,17-29 y.,No migration background,Less important,0.44407,754,1751,0.42079,0.46735
1990,17-29 y.,No migration background,Unimportant,0.12390,198,1751,0.10846,0.13933
1990,17-29 y.,Direct migration background,Less important,0.43260,39,39,0.27507,0.59012
1990,30-45 y.,No migration background,Very important,0.17585,364,1920,0.15881,0.19288
1990,30-45 y.,No migration background,Important,0.34763,685,1920,0.32632,0.36894
1990,30-45 y.,No migration background,Less important,0.35461,661,1920,0.33321,0.37602
1990,30-45 y.,No migration background,Unimportant,0.12191,210,1920,0.10727,0.13655
1990,30-45 y.,Direct migration background,Important,0.29248,35,82,0.19341,0.39155
1990,30-45 y.,Direct migration background,Less important,0.40826,47,82,0.30122,0.51530
1990,46-65 y.,No migration background,Very important,0.25883,556,1984,0.23955,0.27810
1990,46-65 y.,No migration background,Important,0.35218,725,1984,0.33116,0.37320
1990,46-65 y.,No migration background,Less important,0.23627,436,1984,0.21757,0.25497
1990,46-65 y.,No migration background,Unimportant,0.15272,267,1984,0.13689,0.16855
1990,46-65 y.,Direct migration background,Very important,0.24567,48,148,0.17608,0.31526
1990,46-65 y.,Direct migration background,Important,0.33140,60,148,0.25530,0.40749
1990,46-65 y.,Direct migration background,Less important,0.27077,40,148,0.19894,0.34260
1990,66 and older,No migration background,Very important,0.21532,238,940,0.18903,0.24161
1990,66 and older,No migration background,Important,0.21402,218,940,0.18779,0.24026
1990,66 and older,No migration background,Less important,0.20589,185,940,0.18003,0.23175
1990,66 and older,No migration background,Unimportant,0.36477,299,940,0.33398,0.39556
1992,17-29 y.,No migration background,Very important,0.16945,457,2558,0.15491,0.18399
1992,17-29 y.,No migration background,Important,0.27372,722,2558,0.25644,0.29100
1992,17-29 y.,No migration background,Less important,0.44446,1103,2558,0.42520,0.46372
1992,17-29 y.,No migration background,Unimportant,0.11236,276,2558,0.10012,0.12460
1992,17-29 y.,Direct migration background,Less important,0.43157,33,33,0.25996,0.60318
1992,30-45 y.,No migration background,Very important,0.21845,831,3430,0.20462,0.23228
1992,30-45 y.,No migration background,Important,0.30994,1027,3430,0.29446,0.32542
1992,30-45 y.,No migration background,Less important,0.35681,1214,3430,0.34077,0.37284
1992,30-45 y.,No migration background,Unimportant,0.11480,358,3430,0.10413,0.12547
1992,30-45 y.,Direct migration background,Very important,0.25991,39,137,0.18620,0.33362
1992,30-45 y.,Direct migration background,Important,0.30878,47,137,0.23113,0.38643
1992,30-45 y.,Direct migration background,Less important,0.33508,51,137,0.25575,0.41441
1992,46-65 y.,No migration background,Very important,0.24795,759,2986,0.23246,0.26344
1992,46-65 y.,No migration background,Important,0.32762,945,2986,0.31078,0.34446
1992,46-65 y.,No migration background,Less important,0.23975,731,2986,0.22443,0.25506
1992,46-65 y.,No migration background,Unimportant,0.18468,551,2986,0.17076,0.19860
1992,46-65 y.,Direct migration background,Very important,0.31176,70,238,0.25278,0.37073
1992,46-65 y.,Direct migration background,Important,0.27608,69,238,0.21916,0.33299
1992,46-65 y.,Direct migration background,Less important,0.21095,46,238,0.15901,0.26289
1992,46-65 y.,Direct migration background,Unimportant,0.20122,53,238,0.15018,0.25226
1992,66 and older,No migration background,Very important,0.20456,284,1272,0.18239,0.22674
1992,66 and older,No migration background,Important,0.26589,349,1272,0.24160,0.29018
1992,66 and older,No migration background,Less important,0.15637,194,1272,0.13640,0.17633
1992,66 and older,No migration background,Unimportant,0.37318,445,1272,0.34659,0.39977
1992,66 and older,Direct migration background,Unimportant,0.41543,39,39,0.25874,0.57211
1995,17-29 y.,No migration background,Very important,0.17544,415,2274,0.15980,0.19107
1995,17-29 y.,No migration background,Important,0.31504,746,2274,0.29595,0.33414
1995,17-29 y.,No migration background,Less important,0.42146,929,2274,0.40116,0.44176
1995,17-29 y.,No migration background,Unimportant,0.08806,184,2274,0.07641,0.09971
1995,17-29 y.,Direct migration background,Very important,0.18677,46,215,0.13455,0.23899
1995,17-29 y.,Direct migration background,Important,0.40201,94,215,0.33632,0.46771
1995,17-29 y.,Direct migration background,Less important,0.35495,75,215,0.29084,0.41906
1995,17-29 y.,Indirect migration background,Important,0.29800,34,73,0.19235,0.40365
1995,17-29 y.,Indirect migration background,Less important,0.42198,39,73,0.30790,0.53606
1995,30-45 y.,No migration background,Very important,0.23806,866,3443,0.22383,0.25229
1995,30-45 y.,No migration background,Important,0.33168,1160,3443,0.31595,0.34741
1995,30-45 y.,No migration background,Less important,0.33589,1128,3443,0.32011,0.35167
1995,30-45 y.,No migration background,Unimportant,0.09437,289,3443,0.08460,0.10413
1995,30-45 y.,Direct migration background,Very important,0.28219,111,404,0.23825,0.32613
1995,30-45 y.,Direct migration background,Important,0.35756,147,404,0.31076,0.40435
1995,30-45 y.,Direct migration background,Less important,0.27399,112,404,0.23045,0.31754
1995,30-45 y.,Direct migration background,Unimportant,0.08626,34,404,0.05885,0.11367
1995,46-65 y.,No migration background,Very important,0.25454,779,2893,0.23866,0.27042
1995,46-65 y.,No migration background,Important,0.32321,936,2893,0.30616,0.34025
1995,46-65 y.,No migration background,Less important,0.28150,803,2893,0.26511,0.29789
1995,46-65 y.,No migration background,Unimportant,0.14075,375,2893,0.12808,0.15343
1995,46-65 y.,Direct migration background,Very important,0.24745,75,334,0.20110,0.29380
1995,46-65 y.,Direct migration background,Important,0.31744,114,334,0.26744,0.36744
1995,46-65 y.,Direct migration background,Less important,0.31178,105,334,0.26203,0.36154
1995,46-65 y.,Direct migration background,Unimportant,0.12332,40,334,0.08801,0.15864
1995,66 and older,No migration background,Very important,0.22725,312,1270,0.20420,0.25031
1995,66 and older,No migration background,Important,0.27466,345,1270,0.25010,0.29922
1995,66 and older,No migration background,Less important,0.16750,200,1270,0.14695,0.18804
1995,66 and older,No migration background,Unimportant,0.33059,413,1270,0.30471,0.35647
1995,66 and older,Direct migration background,Very important,0.23403,36,126,0.15981,0.30826
1995,66 and older,Direct migration background,Important,0.22541,37,126,0.15215,0.29866
1995,66 and older,Direct migration background,Unimportant,0.37164,53,126,0.28692,0.45635
2004,17-29 y.,No migration background,Very important,0.17401,517,3047,0.16054,0.18747
2004,17-29 y.,No migration background,Important,0.30061,959,3047,0.28432,0.31689
2004,17-29 y.,No migration background,Less important,0.41381,1246,3047,0.39632,0.43130
2004,17-29 y.,No migration background,Unimportant,0.11158,325,3047,0.10040,0.12276
2004,17-29 y.,Direct migration background,Very important,0.22101,82,371,0.17873,0.26329
2004,17-29 y.,Direct migration background,Important,0.37744,146,371,0.32804,0.42683
2004,17-29 y.,Direct migration background,Less important,0.29281,112,371,0.24644,0.33918
2004,17-29 y.,Direct migration background,Unimportant,0.10874,31,371,0.07702,0.14046
2004,17-29 y.,Indirect migration background,Very important,0.22211,117,510,0.18600,0.25822
2004,17-29 y.,Indirect migration background,Important,0.32794,176,510,0.28716,0.36873
2004,17-29 y.,Indirect migration background,Less important,0.36584,174,510,0.32399,0.40768
2004,17-29 y.,Indirect migration background,Unimportant,0.08411,43,510,0.06000,0.10823
2004,30-45 y.,No migration background,Very important,0.21483,1299,5435,0.20391,0.22575
2004,30-45 y.,No migration background,Important,0.31669,1832,5435,0.30432,0.32906
2004,30-45 y.,No migration background,Less important,0.35463,1775,5435,0.34191,0.36735
2004,30-45 y.,No migration background,Unimportant,0.11384,529,5435,0.10540,0.12229
2004,30-45 y.,Direct migration background,Very important,0.30144,243,840,0.27039,0.33249
