year,migback,plh0108,proportion,n,lower_confidence,upper_confidence
1990,kein Migrationshintergrund,2 Wichtig,0.3036148021145878,18165,0.2969279055355495,0.3103016986936261
1990,kein Migrationshintergrund,3 Weniger wichtig,0.28546935276468066,18165,0.27890142230386017,0.29203728322550115
1990,kein Migrationshintergrund,1 Sehr wichtig,0.20331475925132161,18165,0.19746192521568023,0.209167593286963
1990,kein Migrationshintergrund,4 Ganz unwichtig,0.1380197171024432,18165,0.1330037162386709,0.1430357179662155
1990,direkter Migrationshintergrund,3 Weniger wichtig,0.01985997999714245,18165,0.0178310277079301,0.021888932286354797
1990,direkter Migrationshintergrund,2 Wichtig,0.01900271467352479,18165,0.0170171680162325,0.020988261330817076
1990,direkter Migrationshintergrund,1 Sehr wichtig,0.01557365337905415,18165,0.013773020248369173,0.01737428650973913
1990,direkter Migrationshintergrund,4 Ganz unwichtig,0.007858265466495214,18165,0.006574195827218701,0.009142335105771726
1990,indirekter Migrationshintergrund,3 Weniger wichtig,0.002857551078725532,18165,0.002081278985383369,0.003633823172067695
1990,indirekter Migrationshintergrund,1 Sehr wichtig,0.0020002857551078726,18165,0.0013505308005366174,0.0026500407096791277
1990,indirekter Migrationshintergrund,2 Wichtig,0.001428775539362766,18165,0.0008794751625008033,0.0019780759162247286
1990,indirekter Migrationshintergrund,4 Ganz unwichtig,0.0010001428775539363,18165,0.000540466584327779,0.0014598191707800936
1992,kein Migrationshintergrund,3 Weniger wichtig,0.2965928132563768,17350,0.28979623934523235,0.3033893871675213
1992,kein Migrationshintergrund,2 Wichtig,0.2801154347421337,17350,0.2734334376437472,0.28679743184052015
1992,kein Migrationshintergrund,1 Sehr wichtig,0.21504375349097002,17350,0.20893021750913826,0.22115728947280178
1992,kein Migrationshintergrund,4 Ganz unwichtig,0.1506237199776578,17350,0.14530137426512926,0.15594606569018635
1992,direkter Migrationshintergrund,2 Wichtig,0.015267175572519083,17350,0.013442671281468196,0.01709167986356997
1992,direkter Migrationshintergrund,1 Sehr wichtig,0.013777695028858686,17350,0.012043164189906004,0.015512225867811367
1992,direkter Migrationshintergrund,3 Weniger wichtig,0.012939862223049712,17350,0.011258183751104775,0.01462154069499465
1992,direkter Migrationshintergrund,4 Ganz unwichtig,0.01061254887358034,17350,0.009087796274619905,0.012137301472540774
1992,indirekter Migrationshintergrund,3 Weniger wichtig,0.0023273133494693724,17350,0.0016102990722477264,0.0030443276266910184
1992,indirekter Migrationshintergrund,2 Wichtig,0.0012102029417240738,17350,0.0006928672017360527,0.001727538681712095
1992,indirekter Migrationshintergrund,4 Ganz unwichtig,0.0008378328058089741,17350,0.0004073032182084202,0.001268362393409528
1992,indirekter Migrationshintergrund,1 Sehr wichtig,0.0006516477378514243,17350,0.00027192095647608284,0.0010313745192267656
1995,kein Migrationshintergrund,2 Wichtig,0.28587085578591653,17246,0.2791273582982098,0.2926143532736233
1995,kein Migrationshintergrund,3 Weniger wichtig,0.27436295552105217,17246,0.26770356720749927,0.28102234383460506
