year,migback,pgisced97,plb0037_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,No migration background,in school,Permanent job,1.0,14443,1.0,1.0
1985,No migration background,inadequately,Permanent job,0.896551724137931,14443,0.8915849241753223,0.9015185241005398
1985,No migration background,inadequately,Temporary job,0.10344827586206896,14443,0.09848147589946027,0.10841507582467766
1985,No migration background,general elementary,Permanent job,0.7411598302687411,14443,0.734016526147715,0.7483031343897673
1985,No migration background,general elementary,Temporary job,0.25884016973125884,14443,0.2516968656102327,0.265983473852285
1985,No migration background,middle vocational,Permanent job,0.918548030101815,14443,0.9140870622155607,0.9230089979880692
1985,No migration background,middle vocational,Temporary job,0.08145196989818504,14443,0.07699100201193079,0.08591293778443929
1985,No migration background,vocational + Abi,Permanent job,0.9176470588235294,14443,0.9131636869661981,0.9221304306808606
1985,No migration background,vocational + Abi,Temporary job,0.08235294117647059,14443,0.07786956931913931,0.08683631303380186
1985,No migration background,higher vocational,Permanent job,0.9614147909967846,14443,0.9582736083186785,0.9645559736748908
1985,No migration background,higher vocational,Temporary job,0.03858520900321544,14443,0.03544402632510931,0.04172639168132156
1985,No migration background,higher education,Permanent job,0.8665105386416861,14443,0.8609637990056057,0.8720572782777666
1985,No migration background,higher education,Temporary job,0.13348946135831383,14443,0.1279427217222334,0.13903620099439426
1985,Direct migration background,inadequately,Permanent job,0.949874686716792,14443,0.9463160056082147,0.9534333678253692
1985,Direct migration background,inadequately,Temporary job,0.05012531328320802,14443,0.04656663217463078,0.053683994391785256
1985,Direct migration background,general elementary,Permanent job,0.8875,14443,0.8823466717339487,0.8926533282660513
1985,Direct migration background,general elementary,Temporary job,0.1125,14443,0.1073466717339487,0.11765332826605131
1985,Direct migration background,middle vocational,Permanent job,0.8985270049099836,14443,0.8936024365271529,0.9034515732928143
1985,Direct migration background,middle vocational,Temporary job,0.10147299509001637,14443,0.09654842670718569,0.10639756347284704
1985,Direct migration background,vocational + Abi,Permanent job,0.9285714285714286,14443,0.9243712185556773,0.9327716385871799
1985,Direct migration background,vocational + Abi,Temporary job,0.07142857142857142,14443,0.06722836141282011,0.07562878144432274
1985,Direct migration background,higher vocational,Permanent job,0.8571428571428571,14443,0.8514358955355539,0.8628498187501603
1985,Direct migration background,higher vocational,Temporary job,0.14285714285714285,14443,0.13715018124983966,0.14856410446444604
1985,Direct migration background,higher education,Permanent job,0.8088235294117647,14443,0.8024103782897032,0.8152366805338263
1985,Direct migration background,higher education,Temporary job,0.19117647058823528,14443,0.18476331946617375,0.19758962171029681
1985,Indirect migration background,inadequately,Permanent job,1.0,14443,1.0,1.0
1985,Indirect migration background,general elementary,Temporary job,0.5454545454545454,14443,0.5373338110279654,0.5535752798811254
1985,Indirect migration background,general elementary,Permanent job,0.45454545454545453,14443,0.4464247201188746,0.4626661889720345
1985,Indirect migration background,middle vocational,Permanent job,0.96,14443,0.9568041014999101,0.9631958985000898
1985,Indirect migration background,middle vocational,Temporary job,0.04,14443,0.036804101499910216,0.043195898500089785
1985,Indirect migration background,higher vocational,Permanent job,1.0,14443,1.0,1.0
1985,Indirect migration background,higher education,Permanent job,1.0,14443,1.0,1.0
1986,No migration background,in school,Temporary job,1.0,13742,1.0,1.0
1986,No migration background,inadequately,Permanent job,0.6,13742,0.5918090038819145,0.6081909961180855
1986,No migration background,inadequately,Temporary job,0.4,13742,0.3918090038819146,0.40819099611808546
1986,No migration background,general elementary,Permanent job,0.5096153846153846,13742,0.5012570301918934,0.5179737390388758
1986,No migration background,general elementary,Temporary job,0.49038461538461536,13742,0.48202626096112416,0.49874296980810656
1986,No migration background,middle vocational,Permanent job,0.8472622478386167,13742,0.8412475581715226,0.8532769375057108
1986,No migration background,middle vocational,Temporary job,0.15273775216138327,13742,0.14672306249428924,0.1587524418284773
1986,No migration background,vocational + Abi,Permanent job,0.92,13742,0.9154640317456295,0.9245359682543706
1986,No migration background,vocational + Abi,Temporary job,0.08,13742,0.07546403174562948,0.08453596825437053
1986,No migration background,higher vocational,Permanent job,0.9428571428571428,13742,0.9389762198881504,0.9467380658261353
1986,No migration background,higher vocational,Temporary job,0.05714285714285714,13742,0.053261934173864704,0.06102378011184958
1986,No migration background,higher education,Permanent job,0.7037037037037037,13742,0.6960690537590752,0.7113383536483322
1986,No migration background,higher education,Temporary job,0.2962962962962963,13742,0.2886616463516678,0.30393094624092476
1986,Direct migration background,inadequately,Permanent job,0.8125,13742,0.8059740548372062,0.8190259451627938
1986,Direct migration background,inadequately,Temporary job,0.1875,13742,0.18097405483720616,0.19402594516279384
1986,Direct migration background,general elementary,Permanent job,0.7307692307692307,13742,0.7233529942524969,0.7381854672859646
1986,Direct migration background,general elementary,Temporary job,0.2692307692307692,13742,0.26181453271403543,0.276647005747503
